序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
40,顺网科技-300,行业智能体-其他,浙江-杭州,,,,,,,,,ABCDEFGH,x160-智能体
41,初灵信息-300,行业智能体-其他,浙江-杭州,,,,,,,,,ABCDEFGH,x160-智能体
42,新炬网络,行业智能体-其他,上海,,,,,,,,,ABCDEFGH,x160-智能体
43,楚天龙,行业智能体-其他,东莞,,,,,,,,,ABCDEFGH,x160-智能体
44,杰创智能-300,行业智能体-其他,广州,,,,,,,,,ABCDEFGH,x160-智能体
45,神思电子-300,行业智能体-其他,济南,,,,,,,,,ABCDEFGH,x160-智能体
46,泛微网络,行业智能体-其他,上海,,,,,,,,,ABCDEFGH,x160-智能体
47,开普云-688,行业智能体-其他,东莞,开悟大模型,,,,,,,,ABCDEFGH,x160-智能体
48,拓尔思-300,行业智能体-其他,北京,,,,,,,,,ABCDEFGH,x160-智能体
49,国投智能-300,行业智能体-其他,福建-厦门,天擎 大模型,,,,,,,,ABCDEFGH,x160-智能体
50,合合信息,行业智能体-其他,,合同机器人，,,,,,,,,ABCDEFGH,x160-智能体
51,中科创达-300,行业智能体-其他,北京,,,,,,,,,ABCDEFGH,x160-智能体
52,启明星辰,行业智能体-其他,北京,,,,,,,,,ABCDEFGH,x160-智能体
53,信安世纪-688,行业智能体-其他,北京,,,,,,,,,ABCDEFGH,x160-智能体
54,卫宁健康-300,行业智能体-其他,上海,,,,,,,,,ABCDEFGH,x160-智能体
55,国脉科技,行业智能体-其他,福建福州,,,,,,,,,ABCDEFGH,x160-智能体
56,岩山科技,行业智能体-其他,上海,,,,,,,,,ABCDEFGH,x160-智能体
57,孩子王-300,行业智能体-其他,江苏-南京,,,,,,,,,ABCDEFGH,x160-智能体
