序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
23,科华数据,热交换-液冷分配,福建-厦门,,,,,,,,,ABCDEFGH,x154-液冷数据中心
24,康盛股份,热交换-液冷分配,,,,,,,,,,ABCDEFGH,x154-液冷数据中心
25,川环科技-300,热交换-液冷连接,四川-达州,,,,,,,,,ABCDEFGH,x154-液冷数据中心
26,中航光电,热交换-液冷连接,河南-洛阳,,,,,,,,,ABCDEFGH,x154-液冷数据中心
27,强瑞技术-300,热交换-液冷连接,深圳,,,,,,,,,ABCDEFGH,x154-液冷数据中心
28,溯联股份-300,热交换-液冷连接,重庆,,,,,,,,,ABCDEFGH,x154-液冷数据中心
29,标榜股份-300,热交换-液冷连接,江苏-无锡,,,,,,,,,ABCDEFGH,x154-液冷数据中心
30,金田股份,热交换-液冷连接,浙江-宁波,,,,,,,,,ABCDEFGH,x154-液冷数据中心
31,飞龙股份,热交换-循环泵,河南-南阳,,,,,,,,,ABCDEFGH,x154-液冷数据中心
32,大元泵业,热交换-循环泵,浙江-台州,,,,,,,,,ABCDEFGH,x154-液冷数据中心
33,南方泵业-300,热交换-循环泵,浙江-杭州,,,,,,,,,ABCDEFGH,x154-液冷数据中心
34,泰福泵业-300,热交换-循环泵,浙江-台州,,,,,,,,,ABCDEFGH,x154-液冷数据中心
35,利欧股份,热交换-循环泵,浙江-台州,,,,,,,,,ABCDEFGH,x154-液冷数据中心
36,四方科技,热交换-循环泵,江苏-南通,,,,,,,,,,
37,海鸥股份,热发散-冷却塔,江苏-常州,,,,,,,,,ABCDEFGH,x154-液冷数据中心
38,华电科工,热发散-冷却塔,北京,,,,,,,,,ABCDEFGH,x154-液冷数据中心
39,冰轮环境,热发散-压缩机,山东-烟台,,,,,,,,,ABCDEFGH,x154-液冷数据中心
40,冰山冷热,热发散--压缩机,辽宁-大连,,,,,,,,,ABCDEFGH,x154-液冷数据中心
41,雪人集团,热发散-压缩机,福建-福州,,,,,,,,,ABCDEFGH,x154-液冷数据中心
42,佳力图,热发散-机房空调,江苏-南京,,,,,,,,,ABCDEFGH,x154-液冷数据中心
43,依米康-300,热发散-机房空调,四川-成都,,,,,,,,,ABCDEFGH,x154-液冷数据中心
44,黑牡丹,热发散-机房空调,江苏-常州,,,,,,,,,ABCDEFGH,x154-液冷数据中心
45,英维克,热发散-机房空调,深圳,,,,,,,,,ABCDEFGH,x154-液冷数据中心
46,英维克,热发散-温控设备,深圳,,,,,,,,,ABCDEFGH,x154-液冷数据中心
47,佳力图,热发散-温控设备,江苏-南京,,,,,,,,,ABCDEFGH,x154-液冷数据中心
48,申菱环境-300,热发散-温控设备,广州-佛山,,,,,,,,,ABCDEFGH,x154-液冷数据中心
49,强瑞技术-300,液冷测试,深圳,,,,,,,,,ABCDEFGH,x154-液冷数据中心
50,淳中科技,液冷测试,北京,,,,,,,,,ABCDEFGH,x154-液冷数据中心
51,英维克,两大巨头-英伟达,深圳,,,,,,,,,ABCDEFGH,x154-液冷数据中心
52,思泉新材-300,两大巨头-英伟达,东莞,,,,,,,,,ABCDEFGH,x154-液冷数据中心
53,淳中科技,两大巨头-英伟达,北京,,,,,,,,,ABCDEFGH,x154-液冷数据中心
54,科创新源-300,两大巨头-英伟达,深圳,,,,,,,,,ABCDEFGH,x154-液冷数据中心
55,科创新源-300,两大巨头-英伟达,河南-南阳,,,,,,,,,ABCDEFGH,x154-液冷数据中心
56,川润股份,两大巨头-华为,四川-自贡,,,,,,,,,ABCDEFGH,x154-液冷数据中心
