序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
17,青岛港,中-欧洲-港口,青岛,公司参股瓦多利古雷港,"、瓦多利古雷港位于意大利北部萨沃纳省利古里亚海岸沿线,面朝地中海,属于深水良港",,,,,,,ABCDEFGH,x21-世界共享大市场
18,招商港口,中-欧洲-港口,深圳,公司通过合资公司 Terminal Link  参股欧洲多地码头,,,,,,,,ABCDEFGH,x21-世界共享大市场
19,中远海控,中-欧洲-港口,天津-东丽区,公司控股比雷埃夫斯港，参股汉堡港,比雷埃夫斯港是位于希腊阿提卡大区的比雷埃夫斯市，为希腊最大港口,,,,,,,ABCDEFGH,x21-世界共享大市场
20,连云港,中-欧洲-港口,江苏-连云港,亚欧大陆桥关键港口，承担中日韩及中欧贸易货物中转,,,,,,,,ABCDEFGH,x21-世界共享大市场
21,中国外运,中-欧洲-班列,北京-朝阳,收口KLG，打造欧洲统一物流平台,,,,,,,,ABCDEFGH,x21-世界共享大市场
22,长久物流,中-欧洲-班列,北京-顺义,哈欧国际经营哈欧班列,,,,,,,,ABCDEFGH,x21-世界共享大市场
23,小商品城,中-欧洲-班列,浙江-金华,义乌在金华市，义新欧中欧班列,,,,,,,,ABCDEFGH,x21-世界共享大市场
24,华贸物流,中-欧洲-班列,上海-黄埔,中国物流集团旗下,,,,,,,,ABCDEFGH,x21-世界共享大市场
25,海程邦达,中-欧洲-班列,山东-青岛,中欧班列·(成渝)甜城号,,,,,,,,ABCDEFGH,x21-世界共享大市场
26,东方创业,中-欧洲-班列,上海,中欧班列-上海号,,,,,,,,ABCDEFGH,x21-世界共享大市场
27,新赛股份,中-欧洲-班列,新疆,大股东中新建物流，新疆第二大中欧班列集结中心,,,,,,,,ABCDEFGH,x21-世界共享大市场
28,铁龙物流,中-欧洲-班列,辽宁-大连,大股东负责云因个，业务占比小,,,,,,,,ABCDEFGH,x21-世界共享大市场
29,连云港,中-欧洲-班列,江苏,2024年连云港中欧班列开行超900列,,,,,,,,ABCDEFGH,x21-世界共享大市场
30,中航西飞,中-欧洲-空客合作,陕西-西安,关联度第一，公司与空客合作，承担A320系列非激机翼制造全流程,,,,,,,,ABCDEFGH,x21-世界共享大市场
31,天保基建,中-欧洲-空客合作,天津-东丽区,关联度第二，公司通过参股中天航空（49%）,,,,,,,,ABCDEFGH,x21-世界共享大市场
32,炼石航空,中-欧洲-空客合作,陕西-咸阳,子公司为空客提供航空零部件,,,,,,,,ABCDEFGH,x21-世界共享大市场
33,爱乐达-300,中-欧洲-空客合作,四川-成都,公司通过法国赛峰集团转包生产空客A320机型精密零件,,,,,,,,ABCDEFGH,x21-世界共享大市场
34,博云新材,中-欧洲-空客合作,湖南-长沙,公司产品应用于空客A320系列非激起落架系统,,,,,,,,ABCDEFGH,x21-世界共享大市场
35,赛象科技,中-欧洲-空客合作,天津-西青区,公司为空客天津总装线提供A320大部件运输工装夹具，直接参与生产线建设,,,,,,,,ABCDEFGH,x21-世界共享大市场
36,南山铝业,中-欧洲-空客合作,山东-烟台,公司为空客供应高端铝合金板材，用于机身蒙皮及机构件制造,,,,,,,,ABCDEFGH,x21-世界共享大市场
37,欧亚集团,其他,吉林-长春,公司通过跨境电商平台拓展欧洲小众品牌代理，与西班牙，意大利等供应商建立直采合作,,,,,,,,ABCDEFGH,x21-世界共享大市场
38,瑞茂通,其他,山东-烟台,公司业务覆盖荷兰，波兰，丹麦等欧洲国家,,,,,,,,ABCDEFGH,x21-世界共享大市场
39,新赛股份,中-美洲-棉花,新疆,棉花营收第1,,,,,,,,ABCDEFGH,x21-世界共享大市场
40,冠农股份,中-美洲-棉花,新疆,棉花营收第2,,,,,,,,ABCDEFGH,x21-世界共享大市场
41,新农开发,中-美洲-棉花,新疆,棉花营收第3,,,,,,,,ABCDEFGH,x21-世界共享大市场
42,大北农,中-美洲-大豆,北京-海淀,公司三个大豆品种获批巴西种植许可,,,,,,,,ABCDEFGH,x21-世界共享大市场
43,瑞茂通,中-美洲-大豆,烟台,公司从巴西进口大豆，主营运输,,,,,,,,ABCDEFGH,x21-世界共享大市场
44,京粮控股,中-美洲-大豆,海南-海口,公司从巴西进口大豆，主营油脂,,,,,,,,ABCDEFGH,x21-世界共享大市场
45,金龙鱼-300,中-美洲-大豆,上海-浦东,公司从巴西进口大豆，主营大豆油,,,,,,,,ABCDEFGH,x21-世界共享大市场
46,嘉友国际,中-非洲-物流,北京-西城,非洲矿产物流营收A股第一，20亿，深度绑定紫金矿业等多家矿企,,,,,,,,ABCDEFGH,x21-世界共享大市场
47,招商港口,中-非洲-港口,深圳,公司参股22%吉布提PDSA码头,,,,,,,,ABCDEFGH,x21-世界共享大市场
48,青岛港,中-非洲-港口,青岛,参股瓦多利古港,,,,,,,,ABCDEFGH,x21-世界共享大市场
49,传音控股,中-非洲-手机,深圳,非洲手机市场占有率第一，51%,,,,,,,,ABCDEFGH,x21-世界共享大市场
