序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
51,赢合科技-300,半导体-上海微电子,深圳,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
52,飞乐音响,半导体-上海微电子,上海,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
53,奥普光电,半导体-新凯来,长春,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
54,深纺织,半导体-新凯来,,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
55,深振业,半导体-新凯来,,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
56,金字火腿,半导体-中晟威,金华,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
57,昕原,,,"昕原半导体（上海）有限公司成立于2019年10月，专注于电阻式随机存取存储器（ReRAM）技术研发与产业化，建设了国内首条28/22nm ReRAM 12寸中试后道生产线并实现量产
",,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
58,长飞光纤,半导体-昕原,武汉,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
59,华建集团,半导体-昕原,上海,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
60,鲁信创投,半导体-昕原,淄博,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
61,思瑞浦-688,半导体-昕原,苏州,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
62,宇树科技,,,宇树科技股份有限公司成立于2016年8月26日，法定代表人为王兴兴，位于浙江省杭州市  是国家级专精特新“小巨人”企业和高新技术认证企业。公司专注于消费级与行业级高性能足式,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
63,首开股份,机器人-宇树,北京,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
64,金发科技,机器人-宇树,广州,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
65,中信证券,机器人-宇树,深圳,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
66,卧龙电驱,机器人-宇树,绍兴,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
67,朗科智能-300,机器人-宇树,深圳,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
68,中际旭创-300,机器人-宇树,烟台,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
69,雪龙集团,机器人-宇树,宁波,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
70,吉华集团,机器人-宇树,杭州,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
71,荣晟环保,机器人-宇树,嘉兴,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
72,景兴纸业,机器人-宇树,,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
73,中科创达-300,机器人-宇树,北京,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
74,全志科技-300,机器人-宇树,珠海,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
75,实益达,机器人-宇树,深圳,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
76,金桥信息,机器人-宇树,上海,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
77,智元,机器人-智元,,上海海智元新创技术有限公司，总部位于上海。公司由前华为“天才少年”彭志辉创立，专注于AI与机器人融合的通用人形机器人研发,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
78,上纬新材-688,机器人-智元,上海,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
79,比亚迪,机器人-智元,深圳,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
80,软通动力-300,机器人-智元,上海,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
81,恒工精密-300,机器人-智元,邯郸,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
82,招商证券,机器人-智元,,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
83,长飞光纤,机器人-智元,,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
84,广发证券,机器人-智元,广州,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
85,上汽集团,机器人-智元,,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
86,招商银行,机器人-智元,,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
87,烽火通信,机器人-智元,武汉,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
88,龙旗科技,机器人-智元,上海,,,,,,,,,ABCDEFGH,x172-科技独角兽股权汇总
