序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
43,华发股份,广东,广东-珠海,广东地区营收第1，珠海国资委，683亿,,,,,,,,ABCDEFGH,x40-房地产
44,天健集团,广东,深圳,广东地区营收第2，深圳国资委,,,,,,,,ABCDEFGH,x40-房地产
45,中洲控股-民企,广东,深圳,广东地区营收第3，民企，70亿,,,,,,,,ABCDEFGH,x40-房地产
46,格力地产-（珠免集团）,广东,广东-珠海,广东地区营收第4，珠江国资委,,,,,,,,ABCDEFGH,x40-房地产
47,深振业A,广东,深圳,广东地区营收第5，深圳国资委,,,,,,,,ABCDEFGH,x40-房地产
48,香江控股-民企,广东,深圳,广东地区营收第6，民企,,,,,,,,ABCDEFGH,x40-房地产
49,珠江股份,广东,广州,房地产+出租车,,,,,,,,ABCDEFGH,x40-房地产
50,沙河股份,广东,深圳,广东地区营收第7，深圳国资委，13亿,,,,,,,,ABCDEFGH,x40-房地产
51,深物业A,广东,深圳,广东地区营收第8，深圳国资委,,,,,,,,ABCDEFGH,x40-房地产
52,深深房A,广东,深圳,广东地区营收第9，深圳国资委,,,,,,,,ABCDEFGH,x40-房地产
53,世荣兆业,广东,广东-珠海,广东地区营收第10，民企，3亿,,,,,,,,ABCDEFGH,x40-房地产
54,华联控股,广东,深圳,广东地区营收第11，民企，1亿,,,,,,,,ABCDEFGH,x40-房地产
55,粤宏远A-民企,广东,,广东地区营收第12，,,,,,,,,ABCDEFGH,x40-房地产
56,新城控股,江苏,江苏-常州,江苏地区营收第1，民企,,,,,,,,ABCDEFGH,x40-房地产
57,衢州发展,江苏,浙江-衢州,江苏地区营收第2，民企,,,,,,,,ABCDEFGH,x40-房地产
58,苏州高新,江苏,江苏-苏州,江苏地区营收第3，苏州高新区国资委,,,,,,,,ABCDEFGH,x40-房地产
59,黑牡丹,江苏,江苏-常州,江苏地区营收第4，常州国资委,,,,,,,,ABCDEFGH,x40-房地产
60,栖霞建设,江苏,江苏-南京,江苏地区营收第5，南京国资委,,,,,,,,ABCDEFGH,x40-房地产
61,南京公用,江苏,江苏-南京,江苏地区营收第6，南京国资委,,,,,,,,ABCDEFGH,x40-房地产
62,南京高科,江苏,江苏-南京,江苏地区营收第7，南京国资委,,,,,,,,ABCDEFGH,x40-房地产
63,苏宁环球,吉林,吉林-吉林,,,,,,,,,ABCDEFGH,x40-房地产
64,凤凰股份,江苏-南京,江苏-南京,江苏地区营收第9，江苏国资委,,,,,,,,ABCDEFGH,x40-房地产
65,滨江集团,浙江,杭州,浙江地区营收第1，民营，700亿,,,,,,,,ABCDEFGH,x40-房地产
66,荣安地产,浙江,浙江-宁波,浙江地区营收第2，民营，220亿,,,,,,,,ABCDEFGH,x40-房地产
67,广宇集团,浙江,杭州,浙江地区营收第3，民营，63亿,,,,,,,,ABCDEFGH,x40-房地产
68,顺发恒能-（旧顺发恒业）,浙江,杭州,房地产,风力发电,,,,,,,ABCDEFGH,x40-房地产
69,卧龙新能-卧龙地产,浙江,浙江-绍兴,民营,卧龙电驱也是绍兴的,2025年4月30日卧龙地产（600173）4月30日晚间公告，公司拟将证券简称变更为“卧龙新能”,向新能源产业方向发展,,,,,ABCDEFGH,x40-房地产
70,津滨发展,天津,天津-滨海,天津国资委,,,,,,,,ABCDEFGH,x40-房地产
71,天保基建,天津,天津-东丽,天津国资委,,,,,,,,ABCDEFGH,x40-房地产
72,津投城开,天津,天津-和平,,,,,,,,,ABCDEFGH,x40-房地产
73,渝开发,重庆,重庆-南岸,重庆市国资委，12亿,,,,,,,,ABCDEFGH,x40-房地产
74,财信发展,重庆,,10亿,,,,,,,,ABCDEFGH,x40-房地产
75,中国武夷,福建,福州,福建省国资委，65亿,,,,,,,,ABCDEFGH,x40-房地产
76,冠城新材,福建,福州,民营,,,,,,,,ABCDEFGH,x40-房地产
77,荣盛发展,河北,河北-廊坊,民营,,,,,,,,ABCDEFGH,x40-房地产
78,福星股份,湖北,湖北-孝感,民营,,,,,,,,ABCDEFGH,x40-房地产
79,天地源,陕西,陕西-西安,西安市国资委,,,,,,,,ABCDEFGH,x40-房地产
80,合肥城建,安徽,合肥,,,,,,,,,ABCDEFGH,x40-房地产
81,安徽建工,安徽,安徽-蚌埠,,,,,,,,,ABCDEFGH,x40-房地产
82,云南城投,云南,昆明,云南国资委,,,,,,,,ABCDEFGH,x40-房地产
83,上港集团,园区开发,上海-浦东新区,园区开发营收A股第1，上海国资委，57亿,,,,,,,,ABCDEFGH,x40-房地产
84,中新集团,园区开发,江苏-苏州,园区开发营收A股第2，苏州国资委，38亿,,,,,,,,ABCDEFGH,x40-房地产
85,中国国贸,园区开发,北京-朝阳,园区开发营收A股第3，写字楼,,,,,,,,ABCDEFGH,x40-房地产
86,外高桥,园区开发,上海,园区开发营收A股第4，保税区,,,,,,,,ABCDEFGH,x40-房地产
87,东湖高新,园区开发,湖北-武汉,园区开发营收A股第5，武汉国资委,,,,,,,,ABCDEFGH,x40-房地产
88,张江高科,园区开发,上海-浦东新区,园区开发营收A股第6，上海浦东新区国资委,,,,,,,,ABCDEFGH,x40-房地产
89,德必集团,园区开发,上海-长宁区,园区开发营收A股第7，,,,,,,,,ABCDEFGH,x40-房地产
90,电子城,园区开发,北京,园区开发营收A股第8，北京国资委,,,,,,,,ABCDEFGH,x40-房地产
91,市北高新,园区开发,上海-静安区,园区开发营收A股第9，上海静安区国资委，7亿,,,,,,,,ABCDEFGH,x40-房地产
92,宁波富达,园区开发,浙江-宁波,园区开发营收A股第10，宁波国资委,,,,,,,,ABCDEFGH,x40-房地产
93,海泰发展,园区开发,天津-西青区,园区开发营收1.74亿,,,,,,,,ABCDEFGH,x40-房地产
94,御银股份,园区开发,广州,园区运营营收0.53亿,,,,,,,,ABCDEFGH,x40-房地产
95,汇通能源,园区开发,上海-浦东新区,房屋租赁营收0.58亿,,,,,,,,ABCDEFGH,x40-房地产
96,新大正,物业管理,重庆-渝中区,营收占比A股第1,,,,,,,,ABCDEFGH,x40-房地产
97,特发服务-300,物业管理,深圳,营收占比A股第2,,,,,,,,ABCDEFGH,x40-房地产
98,南都物业,物业管理,杭州,营收占比A股第3,,,,,,,,ABCDEFGH,x40-房地产
99,招商积余-央企,物业管理,深圳,营收占比A股第4,,,,,,,,ABCDEFGH,x40-房地产
100,中天服务,物业管理,浙江-嘉兴,营收占比A股第5,,,,,,,,ABCDEFGH,x40-房地产
101,华联股份,物业管理,北京-通州,营收占比A股第6,,,,,,,,ABCDEFGH,x40-房地产
102,深赛格,物业管理,深圳,营收占比A股第7,,,,,,,,ABCDEFGH,x40-房地产
103,深物业A,物业管理,深圳,营收占比A股第8,,,,,,,,ABCDEFGH,x40-房地产
104,皇庭国际,物业管理,深圳,营收占比A股第9,,,,,,,,ABCDEFGH,x40-房地产
105,我爱我家,房产经纪,云南-昆明,房产经纪营收A股第1，104亿,,,,,,,,ABCDEFGH,x40-房地产
106,世联行,房产经纪,深圳,房产经纪营收A股第2，26亿,,,,,,,,ABCDEFGH,x40-房地产
107,国创高新,房产经纪,湖北-武汉,房产经纪营收A股第3，,,,,,,,,ABCDEFGH,x40-房地产
108,三六五网-300,房产经纪,江苏-南京,房产经纪营收A股第4，,,,,,,,,ABCDEFGH,x40-房地产
109,国检集团,房屋检测,北京-朝阳,房屋检测业务营收A股第1，超1亿，国家级检测检验机构,,,,,,,,ABCDEFGH,x40-房地产
110,罗普斯金,房屋检测,江苏-苏州,房屋检测业务营收A股第2，0.6亿,,,,,,,,ABCDEFGH,x40-房地产
111,招标股份-300,房屋检测,福建-福州,房屋检测业务营收A股第3，,,,,,,,,ABCDEFGH,x40-房地产
112,联检科技-300,房屋检测,江苏-常州,房屋检测业务营收A股第4，,,,,,,,,ABCDEFGH,x40-房地产
113,垒知集团,房屋检测,福建-厦门,子公司有房屋结构鉴定及加固业务,,,,,,,,ABCDEFGH,x40-房地产
114,深圳瑞捷,房屋检测,深圳,房屋检测处于业务孵化阶段,,,,,,,,ABCDEFGH,x40-房地产
115,上海建科,房屋检测,上海-徐汇,上海本地第一大工程监理上市公司,,,,,,,,ABCDEFGH,x40-房地产
116,建研院,房屋检测,江苏-苏州,房屋检测业务营收A股第8，,,,,,,,,ABCDEFGH,x40-房地产
117,华建集团,房屋检测,上海-黄浦区,协议收购上海房屋质量检测站有限公司100%股权,,,,,,,,ABCDEFGH,x40-房地产
118,安居宝-300,管理设备,广州,楼宇对讲系统等楼宇管理装备营收第一，3.38亿,,,,,,,,ABCDEFGH,x40-房地产
119,信达地产-央企,AMC不良资产处理-国有,海南-海口,控股股东信达投资，国有四大AMC之一,,,,,,,,ABCDEFGH,x40-房地产
120,银宝山新,AMC不良资产处理-国有,深圳,控股股东东方资产，国有四大AMC之一,,,,,,,,ABCDEFGH,x40-房地产
121,海德股份,AMC不良资产处理-地方,海南-海口,A股唯一主营业务为AMC的上市企业,,,,,,,,ABCDEFGH,x40-房地产
122,亿利达,AMC不良资产处理-地方,浙江-台州,浙江AMC，,,,,,,,,ABCDEFGH,x40-房地产
123,中油资本,AMC不良资产处理-地方,新疆-乌鲁木齐,浙江AMC，宁波金融资产；,,,,,,,,ABCDEFGH,x40-房地产
124,浙江东方,AMC不良资产处理-地方,浙江-杭州,浙江AMC，浙商资产,,,,,,,,ABCDEFGH,x40-房地产
125,光大嘉宝-央企,AMC不良资产处理-地方,上海-嘉定区,,,,,,,,,ABCDEFGH,x40-房地产
126,越秀资本,AMC不良资产处理-地方,广东-广州,广东AMC,,,,,,,,ABCDEFGH,x40-房地产
127,穗恒运A,AMC不良资产处理-地方,广州,广东AMC,,,,,,,,ABCDEFGH,x40-房地产
128,中信尼雅,AMC不良资产处理-地方,新疆-乌鲁木齐,新疆AMC,,,,,,,,ABCDEFGH,x40-房地产
129,新力金融,AMC不良资产处理-地方,安徽-合肥,安徽AMC，中安金融资产,,,,,,,,ABCDEFGH,x40-房地产
130,中恒集团,AMC不良资产处理-地方,广西-梧州市,广西AMC，广西联合资产,,,,,,,,ABCDEFGH,x40-房地产
131,海南高速,AMC不良资产处理-地方,海南-海口,,,,,,,,,ABCDEFGH,x40-房地产
132,中原高速,AMC不良资产处理-地方,河南-郑州,河南AMC,,,,,,,,ABCDEFGH,x40-房地产
133,蒙草生态-300,AMC不良资产处理-地方,内蒙-呼和浩特,内蒙古AMC,,,,,,,,ABCDEFGH,x40-房地产
134,爱建集团,AMC不良资产处理-地方,上海-浦东新区,"上海AMC,睿银盛嘉资产",,,,,,,,ABCDEFGH,x40-房地产
135,中航产融,AMC不良资产处理-地方,黑龙江-哈尔滨,,,,,,,,,ABCDEFGH,x40-房地产
136,小商品城,AMC不良资产处理-地方,浙江-金华,,,,,,,,,ABCDEFGH,x40-房地产
137,摩恩电气,AMC不良资产处理-地方,上海-浦东新区,电力电缆，主营电磁线,,,,,,,,ABCDEFGH,x40-房地产
138,云南城投,城投,云南,,,,,,,,,ABCDEFGH,x40-房地产
139,大龙地产,城投,北京,,,,,,,,,ABCDEFGH,x40-房地产
140,城建发展,城投,北京,,,,,,,,,ABCDEFGH,x40-房地产
141,京投发展,城投,北京,,,,,,,,,ABCDEFGH,x40-房地产
142,天保基建,城投,天津,,,,,,,,,ABCDEFGH,x40-房地产
143,海泰发展,城投,天津,,,,,,,,,ABCDEFGH,x40-房地产
144,津滨发展,城投,天津,,,,,,,,,ABCDEFGH,x40-房地产
145,中华企业,城投,上海,,,,,,,,,ABCDEFGH,x40-房地产
146,城投控股,城投,上海,,,,,,,,,ABCDEFGH,x40-房地产
147,黑牡丹,城投,江苏,,,,,,,,,ABCDEFGH,x40-房地产
148,栖霞建设,城投,江苏,,,,,,,,,ABCDEFGH,x40-房地产
149,合肥城建,城投,安徽,,,,,,,,,ABCDEFGH,x40-房地产
150,东湖高新,城投,湖北,,,,,,,,,ABCDEFGH,x40-房地产
151,渝开发,城投,重庆,,,,,,,,,ABCDEFGH,x40-房地产
152,中国武夷,城投,福建,,,,,,,,,ABCDEFGH,x40-房地产
