序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
18,联建光电-300,显示器-Mini LED,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
19,雷曼光电-300,显示器-Mini LED,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
20,瑞丰光电-300,显示器-Mini LED,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
21,维信诺,显示器-MicroLED,苏州,,,,,,,,,ABCDEFGH,x41-显示面板
22,深康佳A,显示器-MicroLED,,,,,,,,,,ABCDEFGH,x41-显示面板
23,兆驰股份,显示器-MicroLED,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
24,利亚德-300,显示器-MicroLED,北京,,,,,,,,,ABCDEFGH,x41-显示面板
25,海目星-688,显示器-MicroLED,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
26,先导智能-300,显示器-MicroLED,江苏-无锡,,,,,,,,,ABCDEFGH,x41-显示面板
27,德龙激光-688,显示器-MicroLED,江苏-苏州,,,,,,,,,ABCDEFGH,x41-显示面板
28,大族激光,显示器-MicroLED,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
29,新益昌-688,显示器-MicroLED,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
30,清溢光电-688,显示器-MicroLED,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
31,京东方A,显示器-MicroLED,北京,Micro Led专利数量A股第1,,,,,,,,ABCDEFGH,x41-显示面板
32,TCL科技,显示器-MicroLED,广东-惠州,Micro Led专利数量A股第2,陈少培,,,,,,,ABCDEFGH,x41-显示面板
33,深天马A,显示器-MicroLED,,Micro Led专利数量A股第3,,,,,,,,ABCDEFGH,x41-显示面板
34,瑞丰光电-300,显示器-MicroLED,,Micro Led专利数量A股第4,,,,,,,,ABCDEFGH,x41-显示面板
35,南极光-300,显示器-MicroLED,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
36,莱特光电-688,有机发光材料,陕西-西安,,,,,,,,,ABCDEFGH,x41-显示面板
37,奥来德-688,有机发光材料,吉林-长春,,,,,,,,,ABCDEFGH,x41-显示面板
38,万润股份,液晶材料,烟台,,,,,,,,,ABCDEFGH,x41-显示面板
39,瑞联新材-688,液晶材料,陕西-西安,,,,,,,,,ABCDEFGH,x41-显示面板
40,诚志股份,液晶材料,江西-南昌,,,,,,,,,ABCDEFGH,x41-显示面板
41,八亿时空-688,液晶材料,北京-房山,,,,,,,,,ABCDEFGH,x41-显示面板
42,杉杉股份,偏光片,浙江-宁波,,,,,,,,,ABCDEFGH,x41-显示面板
43,深纺织A,偏光片,,,,,,,,,,ABCDEFGH,x41-显示面板
44,三利谱,偏光片,深圳呢,,,,,,,,,ABCDEFGH,x41-显示面板
45,翔腾新材,偏光片,南京,,,,,,,,,ABCDEFGH,x41-显示面板
46,冠石科技,偏光片,南京,,,,,,,,,ABCDEFGH,x41-显示面板
47,隆利科技-300,LED背光源,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
48,联创光电,LED背光源,江西-南昌,,,,,,,,,ABCDEFGH,x41-显示面板
49,宝明科技,LED背光源,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
50,翰博高新-300,LED背光源,安徽-合肥,,,,,,,,,ABCDEFGH,x41-显示面板
51,伟时电子,LED背光源,苏州,,,,,,,,,ABCDEFGH,x41-显示面板
52,芯瑞达,LED背光源,安徽-合肥,,,,,,,,,ABCDEFGH,x41-显示面板
53,英飞特-300,LED背光源,浙江-杭州,,,,,,,,,ABCDEFGH,x41-显示面板
54,新益昌-688,设备-固晶机,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
55,北方华创,设备-镀膜机,北京,,,,,,,,,ABCDEFGH,x41-显示面板
56,奥来德-688,设备-镀膜机,吉林-长春,,,,,,,,,ABCDEFGH,x41-显示面板
57,华兴源创-688,设备-检测设备,江苏-苏州,,,,,,,,,ABCDEFGH,x41-显示面板
58,精测电子-300,设备-检测设备,湖北-武汉,,,,,,,,,ABCDEFGH,x41-显示面板
59,精智达-688,设备-检测设备,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
60,凌云光-688,设备-检测设备,北京,,,,,,,,,ABCDEFGH,x41-显示面板
61,易天股份-300,设备-贴附设备,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
62,三安光电,芯片-LED芯片,湖北-荆州,,,,,,,,,ABCDEFGH,x41-显示面板
63,华灿光电-300,芯片-LED芯片,湖北-武汉,,,,,,,,,ABCDEFGH,x41-显示面板
64,兆驰股份,芯片-LED芯片,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
65,乾照光电-300,芯片-LED芯片,福建-厦门,,,,,,,,,ABCDEFGH,x41-显示面板
66,蔚蓝锂芯,芯片-LED芯片,江苏-苏州,,,,,,,,,ABCDEFGH,x41-显示面板
67,聚灿光电-300,芯片-LED芯片,苏州,,,,,,,,,ABCDEFGH,x41-显示面板
68,天德钰-688,芯片-LED驱动芯片,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
69,晶丰明源-688,芯片-LED驱动芯片,上海,,,,,,,,,ABCDEFGH,x41-显示面板
70,明微电子-688,芯片-LED驱动芯片,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
71,富满微-300,芯片-LED驱动芯片,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
72,探路者-300,芯片-LED驱动芯片,北京,,,,,,,,,ABCDEFGH,x41-显示面板
73,杰华特-688,芯片-LED驱动芯片,浙江-杭州,,,,,,,,,ABCDEFGH,x41-显示面板
74,骏成科技-300,显示模组,江苏-镇江,,,,,,,,,ABCDEFGH,x41-显示面板
75,天山电子-300,显示模组,广西-钦州,,,,,,,,,ABCDEFGH,x41-显示面板
76,同兴达,显示模组,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
77,亚世光电,显示模组,辽宁-鞍山,,,,,,,,,ABCDEFGH,x41-显示面板
78,深华发A,显示模组,,,,,,,,,,ABCDEFGH,x41-显示面板
79,超声电子,显示模组,广东-汕头,,,,,,,,,ABCDEFGH,x41-显示面板
80,鸿利智汇-300,显示模组,广州,,,,,,,,,ABCDEFGH,x41-显示面板
81,国星光电,显示模组,佛山,,,,,,,,,ABCDEFGH,x41-显示面板
82,瑞丰光电-300,封装,深圳,,,,,,,,,ABCDEFGH,x41-显示面板
83,木林森,封装,广东-中山,,,,,,,,,ABCDEFGH,x41-显示面板
84,冠捷科技,电竞屏幕,江苏-南京,液晶显示器市占率全球第一，30%,,,,,,,,ABCDEFGH,x41-显示面板
