序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
142,中煤能源,矿业-中国中煤,北京-朝阳,煤炭产量第三，10919万吨,,,,,,,,ABCDEFGH,x5-大型央企
143,新集能源,矿业-中国中煤,安徽-淮南,煤炭产量14842万吨,,,,,,,,ABCDEFGH,x5-大型央企
144,上海能源,矿业-中国中煤,上海-浦东新区,煤炭产量1489万吨,,,,,,,,ABCDEFGH,x5-大型央企
145,中钢国际,矿业-中国中钢,吉林省-吉林市,冶金工程国内市占率第一,,,,,,,,ABCDEFGH,x5-大型央企
146,中钢天源,矿业-中国中钢,安徽-马鞍山,四氧化三锰产量第一， 工程检测已出海,,,,,,,,ABCDEFGH,x5-大型央企
147,中钢洛耐-688,矿业-中国中钢,河南-洛阳,耐火材料种类第一,,,,,,,,ABCDEFGH,x5-大型央企
148,金自天正,矿业-中国钢研,北京-丰台,钢铁自动化系统集成 头部企业,,,,,,,,ABCDEFGH,x5-大型央企
149,钢研纳克-300,矿业-中国钢研,北京-海淀,金属材料检测技术,,,,,,,,ABCDEFGH,x5-大型央企
150,钢研高纳-300,矿业-中国钢研,北京-海淀,高温合金产能第一,,,,,,,,ABCDEFGH,x5-大型央企
151,安泰科技,矿业-中国钢研,北京-海淀,纳米晶超薄带 ， 非品合金薄带,,,,,,,,ABCDEFGH,x5-大型央企
152,中色股份,矿业-中国有色,北京-丰台,主营铅锌冶炼及 稀土分离,,,,,,,,ABCDEFGH,x5-大型央企
153,东方钽业（tan),矿业-中国有色,宁夏-石嘴山,超导铌材料,,,,,,,,ABCDEFGH,x5-大型央企
154,中国黄金,矿业-中国黄金,北京-大兴,珠宝首饰,,,,,,,,ABCDEFGH,x5-大型央企
155,广晟有色,矿业-中国稀土,海南-海口,稀土市占率第二,,,,,,,,ABCDEFGH,x5-大型央企
156,中国稀土,矿业-中国稀土,江西-赣州,稀土市占率第三,,,,,,,,ABCDEFGH,x5-大型央企
157,中国铝业,矿业-中国稀土,北京-海淀,持股中国稀土集团20%股份,,,,,,,,ABCDEFGH,x5-大型央企
158,宝钢包装,矿业-资源循环集团,上海-宝山,宝武钢铁接团持股公司比例第一,,,,,,,,ABCDEFGH,x5-大型央企
159,宝钢股份,矿业-资源循环集团,上海-宝山,宝武钢铁接团持股公司比例第二,,,,,,,,ABCDEFGH,x5-大型央企
160,太钢不锈,矿业-资源循环集团,山西-太原,宝武钢铁接团持股公司比例第三,,,,,,,,ABCDEFGH,x5-大型央企
161,宝信软件,矿业-资源循环集团,上海-浦东新区,宝武钢铁接团持股公司比例第四,,,,,,,,ABCDEFGH,x5-大型央企
162,八一钢铁,矿业-资源循环集团,新疆-乌鲁木齐,宝武钢铁接团持股公司比例第五,,,,,,,,ABCDEFGH,x5-大型央企
163,中南股份,矿业-资源循环集团,广东-韶关,宝武钢铁接团持股公司比例第六,,,,,,,,ABCDEFGH,x5-大型央企
164,马钢股份,矿业-资源循环集团,安徽-马鞍山,宝武钢铁接团持股公司比例第7,,,,,,,,ABCDEFGH,x5-大型央企
165,新钢股份,矿业-资源循环集团,江西-新余,宝武钢铁接团持股公司比例第八,,,,,,,,ABCDEFGH,x5-大型央企
166,中再资环,矿业-资源循环集团,陕西-铜川,宝武钢铁接团持股公司比例第九,,,,,,,,ABCDEFGH,x5-大型央企
167,天地科技,矿业-煤炭科工,北京-朝阳,采煤机市占率第一,,,,,,,,ABCDEFGH,x5-大型央企
168,粮油,中粮集团，番茄类，粮油加工，制糖业，乳制品,,,,,,,,,,ABCDEFGH,x5-大型央企
169,大悦城,粮油-中粮集团,深圳,地产业务,,,,,,,,ABCDEFGH,x5-大型央企
170,中粮资本,粮油-中粮集团,河南-济源,多元金融,,,,,,,,ABCDEFGH,x5-大型央企
171,中粮糖业,粮油-中粮集团,新疆-昌吉,糖加工，番茄制品,,,,,,,,ABCDEFGH,x5-大型央企
172,中粮科技,粮油-中粮集团,安徽-蚌埠,燃料乙醇，淀粉，糖，味精等农副产品深加工,,,,,,,,ABCDEFGH,x5-大型央企
173,中粮科工-300,粮油-中粮集团,江苏-无锡,粮油 ，冷链工程服务商,,,,,,,,ABCDEFGH,x5-大型央企
174,酒鬼酒,粮油-中粮集团,湖南-湘西土家族苗族自治州,白酒,,,,,,,,ABCDEFGH,x5-大型央企
175,国投中鲁,粮油-番茄类,北京-丰台,果汁果糖，国家开发投资集团,,,,,,,,ABCDEFGH,x5-大型央企
176,深粮控股,粮油-粮油加工,深圳,粮油加工，深圳市视频物资集团控股,,,,,,,,ABCDEFGH,x5-大型央企
177,京粮控股,粮油-粮油加工,海南-海口,油脂油料加工，北京粮食集团控股,,,,,,,,ABCDEFGH,x5-大型央企
178,光明肉业,粮油-粮油加工,上海-浦东新区,肉类，上海益民食品一厂控股,,,,,,,,ABCDEFGH,x5-大型央企
179,红棉股份,粮油-制糖业,广州,制糖，广州轻工工贸集团控股,,,,,,,,ABCDEFGH,x5-大型央企
180,广农糖业,粮油-制糖业,广西-南宁,制糖，广西农村投资集团控股,,,,,,,,ABCDEFGH,x5-大型央企
181,燕塘乳业,粮油-乳制品,广州,广东省农垦集团控股,,,,,,,,ABCDEFGH,x5-大型央企
182,庄园牧场,粮油-乳制品,甘肃-兰州,甘肃省农垦集团控股,,,,,,,,ABCDEFGH,x5-大型央企
183,西部牧业,粮油-乳制品,新疆,新疆生产建设兵团控股,,,,,,,,ABCDEFGH,x5-大型央企
184,天润乳业,粮油-乳制品,新疆-乌鲁木齐,新疆生产建设兵团控股,,,,,,,,ABCDEFGH,x5-大型央企
185,三元股份,粮油-乳制品,北京-大兴,北京首农食品集团控股,,,,,,,,ABCDEFGH,x5-大型央企
186,光明乳业,粮油-乳制品,上海-闵行,光明食品集团控股,,,,,,,,ABCDEFGH,x5-大型央企
187,中信银行,中信集团-金融,北京-朝阳,,,,,,,,,ABCDEFGH,x5-大型央企
188,中信证券,中信集团-金融,深圳,证券,,,,,,,,ABCDEFGH,x5-大型央企
189,中信建投,中信集团-金融,北京-朝阳,证券,,,,,,,,ABCDEFGH,x5-大型央企
190,中信金属,中信集团-资源,北京-朝阳,,,,,,,,,ABCDEFGH,x5-大型央企
191,中信特钢,中信集团-资源,湖北-黄石市,,,,,,,,,ABCDEFGH,x5-大型央企
192,中信重工,中信集团-资源,河南-洛阳,,,,,,,,,ABCDEFGH,x5-大型央企
193,中信出版-300,中信集团-其他,北京-朝阳,,,,,,,,,ABCDEFGH,x5-大型央企
194,中信尼雅,中信集团-其他,新疆-乌鲁木齐,葡萄酒,,,,,,,,ABCDEFGH,x5-大型央企
195,中信国安,中信集团-其他,北京-海淀,有线电视，物业管理,,,,,,,,ABCDEFGH,x5-大型央企
196,招商公路,中信集团-交通物流,天津-滨海,公路,,,,,,,,ABCDEFGH,x5-大型央企
197,中国外运,中信集团-交通物流,北京-朝阳,物流,,,,,,,,ABCDEFGH,x5-大型央企
198,招商轮船,中信集团-交通物流,上海-浦东新区,航运,,,,,,,,ABCDEFGH,x5-大型央企
199,招商南油,中信集团-交通物流,江苏-南京,航运,,,,,,,,ABCDEFGH,x5-大型央企
200,辽港股份,中信集团-交通物流,辽宁-大连,港口,,,,,,,,ABCDEFGH,x5-大型央企
201,招商证券,中信集团-综合金融,深圳,,,,,,,,,ABCDEFGH,x5-大型央企
202,招商银行,中信集团-综合金融,深圳,,,,,,,,,ABCDEFGH,x5-大型央企
203,招商蛇口,中信集团-园区开发,深圳,房地产,,,,,,,,ABCDEFGH,x5-大型央企
204,招商积余,中信集团-园区开发,深圳,物流,,,,,,,,ABCDEFGH,x5-大型央企
205,中国海诚,中国保利集团,上海-徐汇区,建筑,,,,,,,,ABCDEFGH,x5-大型央企
206,保利发展,中国保利集团,广州,房地产,,,,,,,,ABCDEFGH,x5-大型央企
207,保利联合,中国保利集团,贵州-贵阳,民爆,,,,,,,,ABCDEFGH,x5-大型央企
208,国投电力,国家开发投资集团,北京-西城,电力,,,,,,,,ABCDEFGH,x5-大型央企
209,国投资本,国家开发投资集团,上海-浦东新区,金融,,,,,,,,ABCDEFGH,x5-大型央企
210,国投中鲁,国家开发投资集团,北京-丰台,番茄类，饮料,,,,,,,,ABCDEFGH,x5-大型央企
211,同益中-688,国家开发投资集团,北京-大兴,新材料,,,,,,,,ABCDEFGH,x5-大型央企
212,亚普股份,国家开发投资集团,江苏-扬州,汽车零部件营,,,,,,,,ABCDEFGH,x5-大型央企
213,国投智能-300,国家开发投资集团,福建-厦门,数据安全,,,,,,,,ABCDEFGH,x5-大型央企
