序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
32,浙文影业,电视剧发行,浙江-杭州,第11，我的团长我的团，士兵突击等,,,,,,,,ABCDEFGH,x23-影视
33,捷成股份-300,影视版权运营,北京-昌平,影视版权运营，版权分发市占率第一,,,,,,,,ABCDEFGH,x23-影视
34,华策影视-300,影视版权运营,浙江-杭州,原创影视数量第一，电视剧海外发行量第一,,,,,,,,ABCDEFGH,x23-影视
35,上海电影,著名IP ,上海,动漫著名IP：中国奇谭，大闹天宫，黑猫警长，葫芦娃，舒克与贝塔,,,,,,,,ABCDEFGH,x23-影视
36,奥飞娱乐,著名IP ,广东-汕头,动漫著名IP:喜羊羊与灰太狼，铠甲勇士，巴拉巴拉小魔仙,,,,,,,,ABCDEFGH,x23-影视
37,光线传媒-300,著名IP ,北京,动漫著名IP：大鱼海棠，哪吒之魔童降世，姜子牙,,,,,,,,ABCDEFGH,x23-影视
38,游族网络,著名IP ,福建-泉州,科幻小说著名IP：三体,,,,,,,,ABCDEFGH,x23-影视
39,华星创业-300,著名IP ,浙江-杭州,公司获得三体宇宙《三体》IP 授权,,,,,,,,ABCDEFGH,x23-影视
40,华谊兄弟-300,艺人经纪,浙江-金华,艺人经纪影响力第1，李晨，郑凯，陈赫等,,,,,,,,ABCDEFGH,x23-影视
41,芒果超媒-300,艺人经纪,湖南-长沙,艺人经纪影响力第2，欧豪，陈翔，华晨宇等,,,,,,,,ABCDEFGH,x23-影视
42,欢瑞世纪,艺人经纪,重庆-涪陵区,艺人经纪影响力第3，杨幂，迪丽热巴，李易峰等,,,,,,,,ABCDEFGH,x23-影视
43,华策影视-300,艺人经纪,浙江-杭州,艺人经纪影响力第4，李建义，马栗（li) ,,,,,,,,ABCDEFGH,x23-影视
