序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
15.0,国林科技-300,多重曝光技术,山东-青岛,SAQP工艺涉及大量光刻胶清洗，公司半导体级清洗设备适配光刻胶残留去除需求，技术覆盖28nm一下制程,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
16.0,菲利华-300,多重曝光技术,湖北-荆州,光掩膜版和新材料供应商，石英玻璃基板纯度达半导体级，已通过中芯国际验证,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
17.0,强力新材-300,多重曝光技术,江苏-常州,供应SAQP工艺所需光刻胶材料（如PSPI),,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
18.0,彤程新材,多重曝光材料-光刻胶,上海-浦东,ARF技术水平排名第一，半导体光刻胶营收2亿元，国产ArF量产领先供应商,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
19.0,ArF,,,"光刻机至今经历了五代，分别是g-line、i-line、KrF、ArF和EUV。其中ArF就是我们常说的DUV光刻机，又可以分成两小类，即干式DUV和湿式DUV。除了阿斯麦外，有能力生产湿式DUV光刻机的是两家日本公司，佳能和尼康。

去年工信部文件披露的我国最新的氟化氩（ArF）光刻机属于干式DUV。截至目前，没有官方信息显示中国企业能制造湿式DUV光刻机，更不要说EUV了。",,,,,,,,,
20.0,南大光电-300,多重曝光材料-光刻胶,江苏-苏州,ArF技术水平排名第二，控股子公司宁波南大光电主营ArF光刻胶相关词产品，营收3600万,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
21.0,上海新阳-300,多重曝光材料-光刻胶,上海-松江,ArF技术水平排名第三，光刻胶产品营收400余万，ArF企业测试验证中,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
22.0,晶瑞电材-300,多重曝光材料-光刻胶,江苏-苏州,半导体光刻胶收入规模较小，量产KRF光刻胶，ArF光刻胶已向客户送样,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
23.0,容大感光-300,多重曝光材料-光刻胶,深圳,半导体光刻胶收入规模较小，g/i线光刻胶量产，ArF研发中,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
24.0,华懋科技,多重曝光材料-光刻胶,福建-厦门,9款光刻胶正在客户端进行产品验证,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
25.0,普利特,多重曝光材料-光刻胶,上海-青浦,间接参股苏州理硕科技，其涉及光刻胶研发,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
26.0,鼎龙股份-300,多重曝光材料-光刻胶,湖北-武汉,浸没式ArF晶圆光刻胶及某款ArF晶圆光刻胶产品顺利通过客户验证,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
27.0,华软科技,多重曝光材料-光刻胶,北京-海淀,公司光刻胶基材小批量订单,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
28.0,龙图光罩-688,多重曝光材料-掩膜版,深圳,半导体掩膜版营收A股第一，1.72亿,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
29.0,冠石科技,多重曝光材料-掩膜版,江苏-南京,投资20亿建设光掩膜版项目,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,茂莱光学-688,多重曝光材料-光刻胶光源,江苏-南京,精密光学器件已供货上海微电子,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,福晶科技,多重曝光材料-光刻胶光源,福建-福州,BBO晶体市占率全球第一，为激光器上游材料,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,永新光学,多重曝光材料-光刻胶光源,浙江-宁波,光刻机镜头可应用于PCB光刻设备,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,波长光电-300,多重曝光材料-光刻胶光源,江苏-南京,光刻机平行光源系统,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,北方华创,多重曝光材料-刻蚀设备,北京-朝阳,电感性等离子体刻蚀 ICP 设备排名第一,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,中微公司-688,多重曝光材料-刻蚀设备,上海-浦东,电容性等离子体刻蚀 CCP 设备排名第一,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,神工股份-688,多重曝光材料-刻蚀设备,辽宁-锦州,刻蚀耗材单晶硅材料排名第一,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,北方华创,多重曝光材料-沉积设备,北京,物理气相沉积薄膜生长设备PVD排名第一,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,拓荆科技-688,多重曝光材料-沉积设备,辽宁-沈阳,化学气相沉积薄膜生长设备CVD排名第一,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,微导纳米-688,多重曝光材料-沉积设备,江苏-无锡,原子层沉积镀膜设备排名第一,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,先锋精科-688,多重曝光材料-沉积设备,江苏-泰州,刻蚀与薄膜沉积设备领域关键工艺部件等营收5.57亿,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,富乐德-300,多重曝光材料-清洗设备,安徽-铜陵,泛半导体清洗服务营收占比75% ，21年营收4.28亿，深耕精密洗净20余年，少数具有国际竞争力的泛半导体设备精密洗净服务提供商,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,蓝英装备-300,多重曝光材料-清洗设备,辽宁-沈阳,清洗设备，瑞士子公司UCM AG 为荷兰光刻机制造商ASML提供精密清洗解决方案.UCM AG 能够为尖端芯片制造设备的光学系统等清洁度要求最高的应用领域等定制高端专业化的清洗设备及系统化解决方案。 ,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,至纯科技,多重曝光材料-清洗设备,上海-闵行,清洗设备。深耕半导体高纯系统+晶圆清洗两大赛道，中国半导体国产化替代重要参与者。湿法清洗设备已经切入中芯国际、华虹集团、长鑫存储、华为、华润、燕东、台湾力晶等一线用户。,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,国林科技-300,多重曝光材料-清洗设备,山东-青岛,清洗设备。公司有望成为半导体清洗设备国产替代稀缺标的,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
,盛美上海-688,多重曝光材料-清洗设备,上海-浦东,清洗设备市占率A股第一，大陆半导体专用设备制造五强企业。公司清洗设备的国内市占率为23%，全球清洗设备市占率升至4%。,,,,,,,,ABCDEFGH,x12-国产光刻新凯来 
