序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
64,太极集团,心血管-药物,重庆,,,,,,,,,ABCDEFGH,x158-医药医疗
65,金石亚药-300,心血管-药物,四川-成都,,,,,,,,,ABCDEFGH,x158-医药医疗
66,济川药业,心血管-药物,湖北-荆州,,,,,,,,,ABCDEFGH,x158-医药医疗
67,粤万年青,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
68,沃华医药,心血管-药物,山东-潍坊,,,,,,,,,ABCDEFGH,x158-医药医疗
69,亚太药业,心血管-药物,浙江-绍兴,,,,,,,,,ABCDEFGH,x158-医药医疗
70,江中药业,心血管-药物,江西-南昌,,,,,,,,,ABCDEFGH,x158-医药医疗
71,康恩贝,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
72,华润三九,心血管-药物,深圳,,,,,,,,,ABCDEFGH,x158-医药医疗
73,亚宝药业,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
74,盘龙药业,心血管-药物,陕西-商洛,,,,,,,,,ABCDEFGH,x158-医药医疗
75,汉森制药,心血管-药物,湖南-益阳,,,,,,,,,ABCDEFGH,x158-医药医疗
76,葵花药业,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
77,金陵药业,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
78,九芝堂,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
79,小方制药,心血管-药物,上海,,,,,,,,,ABCDEFGH,x158-医药医疗
80,卫信康,心血管-药物,西藏-拉塞,,,,,,,,,ABCDEFGH,x158-医药医疗
81,长春高新,心血管-药物,吉林-长春,,,,,,,,,ABCDEFGH,x158-医药医疗
82,葵花药业,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
83,济川药业,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
84,江中药业,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
85,康恩贝,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
86,华特达因,心血管-药物,山东-临沂,,,,,,,,,ABCDEFGH,x158-医药医疗
87,贵州三力,心血管-药物,贵州-安顺,,,,,,,,,ABCDEFGH,x158-医药医疗
88,一品红-300,心血管-药物,广东-广州,,,,,,,,,ABCDEFGH,x158-医药医疗
89,康芝药业-300,心血管-药物,海南-海口,,,,,,,,,ABCDEFGH,x158-医药医疗
90,健民集团,心血管-药物,湖北-武汉,,,,,,,,,ABCDEFGH,x158-医药医疗
91,亚宝药业,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
92,百克生物-688,心血管-药物,吉林-长春,,,,,,,,,ABCDEFGH,x158-医药医疗
93,华兰疫苗-300,心血管-药物,河南-新乡,,,,,,,,,ABCDEFGH,x158-医药医疗
94,金迪克-688,心血管-药物,江苏-泰州,,,,,,,,,ABCDEFGH,x158-医药医疗
95,万泰生物,心血管-药物,北京-昌平,,,,,,,,,ABCDEFGH,x158-医药医疗
96,沃森生物-300,心血管-药物,云南-昆明,,,,,,,,,ABCDEFGH,x158-医药医疗
97,智飞生物-300,心血管-药物,重庆,,,,,,,,,ABCDEFGH,x158-医药医疗
98,神州细胞-688,心血管-药物,北京,,,,,,,,,ABCDEFGH,x158-医药医疗
99,人福医药,心血管-药物,湖北-武汉,,,,,,,,,ABCDEFGH,x158-医药医疗
100,德展健康,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
101,沃森生物,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
102,百克生物,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
103,智飞生物,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
104,康泰生物-300,心血管-药物,深圳,,,,,,,,,ABCDEFGH,x158-医药医疗
105,康希诺-688,心血管-药物,天津,,,,,,,,,ABCDEFGH,x158-医药医疗
106,百克生物,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
107,长春高新,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
108,万泰生物,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
109,南模生物,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
110,药康生物,心血管-药物,江苏-南京,,,,,,,,,ABCDEFGH,x158-医药医疗
111,通策医疗,心血管-药物,浙江-杭州,,,,,,,,,ABCDEFGH,x158-医药医疗
112,美亚光电,心血管-药物,安徽-合肥,,,,,,,,,ABCDEFGH,x158-医药医疗
113,正海生物-300,心血管-药物,山东-烟台,,,,,,,,,ABCDEFGH,x158-医药医疗
114,国瓷材料-300,心血管-药物,山东-东营,,,,,,,,,ABCDEFGH,x158-医药医疗
115,爱迪特-300,心血管-药物,河北-秦皇岛,,,,,,,,,ABCDEFGH,x158-医药医疗
116,皓宸医疗,心血管-药物,吉林-吉林,,,,,,,,,ABCDEFGH,x158-医药医疗
117,美年健康,心血管-药物,浙江-绍兴,,,,,,,,,ABCDEFGH,x158-医药医疗
118,金域医学,心血管-药物,广州,,,,,,,,,ABCDEFGH,x158-医药医疗
119,迪安诊断-300,心血管-药物,浙江-杭州,,,,,,,,,ABCDEFGH,x158-医药医疗
120,达安基因,心血管-药物,广州,,,,,,,,,ABCDEFGH,x158-医药医疗
121,康为世纪-688,心血管-药物,江苏-泰州,,,,,,,,,ABCDEFGH,x158-医药医疗
122,盈康生命-300,心血管-药物,山东-青岛,,,,,,,,,ABCDEFGH,x158-医药医疗
123,华康洁净-300,心血管-药物,湖北-武汉,,,,,,,,,ABCDEFGH,x158-医药医疗
124,山河药辅-300,心血管-药物,安徽-河南,,,,,,,,,ABCDEFGH,x158-医药医疗
125,尔康制药,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
126,红日药业,心血管-药物,天津,,,,,,,,,ABCDEFGH,x158-医药医疗
127,九典制药-300,心血管-药物,湖南-长沙,,,,,,,,,ABCDEFGH,x158-医药医疗
128,威尔药业,心血管-药物,江苏-南京,,,,,,,,,ABCDEFGH,x158-医药医疗
129,山东赫达,心血管-药物,山东-淄博,,,,,,,,,ABCDEFGH,x158-医药医疗
130,新开源-300,心血管-药物,河南-焦作,,,,,,,,,ABCDEFGH,x158-医药医疗
131,山东赫达,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
132,山河药辅,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
133,红日药业,心血管-药物,,,,,,,,,,ABCDEFGH,x158-医药医疗
