序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
63,邮储银行,银行-千亿俱乐部,北京,,,,,,,,,ABCDEFGH,x42-大金融
64,交通银行,银行-千亿俱乐部,上海,属于财政部,,,,,,,,ABCDEFGH,x42-大金融
65,兴业银行,银行-千亿俱乐部,福建-福州,，信托产品领先,,,,,,,,ABCDEFGH,x42-大金融
66,中信银行,银行-千亿俱乐部,北京,,,,,,,,,ABCDEFGH,x42-大金融
67,平安银行,银行-千亿俱乐部,深圳,,,,,,,,,ABCDEFGH,x42-大金融
68,浦发银行,银行-千亿俱乐部,上海,,,,,,,,,ABCDEFGH,x42-大金融
69,光大银行,银行-千亿俱乐部,北京,,,,,,,,,ABCDEFGH,x42-大金融
70,民生银行,银行-千亿俱乐部,北京,第一家民间资本设立的全国性商行,,,,,,,,ABCDEFGH,x42-大金融
71,厦门银行,银行,福建-厦门,地方银行第一，,,,,,,,,ABCDEFGH,x42-大金融
72,西安银行,银行,陕西-西安,地方银行第一，,,,,,,,,ABCDEFGH,x42-大金融
73,兰州银行,银行,甘肃-兰州,地方银行第一，,,,,,,,,ABCDEFGH,x42-大金融
74,郑州银行,银行,河南-郑州,地方银行第一，,,,,,,,,ABCDEFGH,x42-大金融
75,长沙银行,银行,湖南-长沙,地方银行第一，,,,,,,,,ABCDEFGH,x42-大金融
76,渝农商行,银行,重庆,重庆地方银行第一，,,,,,,,,ABCDEFGH,x42-大金融
77,重庆银行,银行,重庆,重庆地方银行第二，,,,,,,,,ABCDEFGH,x42-大金融
78,成都银行,银行,四川-成都,地方银行第一，,,,,,,,,ABCDEFGH,x42-大金融
79,贵阳银行,银行,贵州,地方银行第一，,,,,,,,,ABCDEFGH,x42-大金融
80,北京银行,银行,北京,北京地方银行第一，,,,,,,,,ABCDEFGH,x42-大金融
81,华夏银行,银行,北京,北京地方银行第二，,,,,,,,,ABCDEFGH,x42-大金融
82,江苏银行,银行-江苏,南京,江苏地方银行规模第1，,,,,,,,,ABCDEFGH,x42-大金融
83,南京银行,银行-江苏,南京,江苏地方银行规模第2，,,,,,,,,ABCDEFGH,x42-大金融
84,苏州银行,银行-江苏,苏州,江苏地方银行规模第3，,,,,,,,,ABCDEFGH,x42-大金融
85,常熟银行,银行-江苏,苏州,江苏地方银行规模第4，,,,,,,,,ABCDEFGH,x42-大金融
86,无锡银行,银行-江苏,无锡,江苏地方银行规模第5，,,,,,,,,ABCDEFGH,x42-大金融
87,张家港行,银行-江苏,苏州,江苏地方银行规模第6，,江苏张家港农村商业银行股份有限,,,,,,,ABCDEFGH,x42-大金融
88,紫金银行,银行-江苏,南京,江苏地方银行规模第7，,,,,,,,,ABCDEFGH,x42-大金融
89,江阴银行,银行-江苏,无锡,江苏地方银行规模第8，,,,,,,,,ABCDEFGH,x42-大金融
90,苏农银行,银行-江苏,苏州,,,,,,,,,ABCDEFGH,x42-大金融
91,宁波银行,银行-浙江,宁波,,,,,,,,,ABCDEFGH,x42-大金融
92,杭州银行,银行-浙江,杭州,,,,,,,,,ABCDEFGH,x42-大金融
93,浙商银行,银行-浙江,杭州,,,,,,,,,ABCDEFGH,x42-大金融
94,瑞丰银行,银行-浙江,绍兴,,,,,,,,,ABCDEFGH,x42-大金融
95,青岛银行,银行-山东,青岛,,,,,,,,,ABCDEFGH,x42-大金融
96,齐鲁银行,银行-山东,济南,,,,,,,,,ABCDEFGH,x42-大金融
97,青农商行,银行-山东,青岛,,,,,,,,,ABCDEFGH,x42-大金融
98,浦发银行,银行-上海,,,,,,,,,,ABCDEFGH,x42-大金融
99,上海银行,银行-上海,,,,,,,,,,ABCDEFGH,x42-大金融
100,沪农商行,银行-上海,,,,,,,,,,ABCDEFGH,x42-大金融
101,保险上市共9家,平安，人寿，人保，太保，新华,,,,,,,,,,ABCDEFGH,x42-大金融
102,中国平安,保险,深圳,保险业务营收A股第1，,,,,,,,,ABCDEFGH,x42-大金融
103,中国人寿,保险,北京,保险业务营收A股第2，,,,,,,,,ABCDEFGH,x42-大金融
104,中国人保,保险,北京,保险业务营收A股第3，,,,,,,,,ABCDEFGH,x42-大金融
105,中国太保,保险,上海,保险业务营收A股第4，,,,,,,,,ABCDEFGH,x42-大金融
106,新华保险,保险,北京,保险业务营收A股第5，,,,,,,,,ABCDEFGH,x42-大金融
107,天茂集团,保险,湖北-荆门,保险业务营收A股第6，,,,,,,,,ABCDEFGH,x42-大金融
108,中粮资本,保险,北京,保险业务营收A股第7，,,,,,,,,ABCDEFGH,x42-大金融
109,天利科技,保险,江西,江西天利科技股份有限公司（以下简称“天利科技”、“公司”）是国内领先的行业 移动信息系统整体解决方案提供商，同时也在互联网创新业务方面持续探索，拓展新型服务业态。,,,,,,,,ABCDEFGH,x42-大金融
110,佳云科技,保险,广东,子公司海力保险主营涉及保险经纪业务,,,,,,,,ABCDEFGH,x42-大金融
111,多元金融包含,期货，信托，金融租赁，投资咨询,,,,,,,,,,ABCDEFGH,x42-大金融
112,永安期货,期货,杭州,期货业务营收A股第1，,,,,,,,,ABCDEFGH,x42-大金融
113,中国银河,期货,北京,期货业务营收A股第2，,,,,,,,,ABCDEFGH,x42-大金融
114,浙江东方,期货,杭州,期货业务营收A股第3，,,,,,,,,ABCDEFGH,x42-大金融
115,越秀资本,期货,广州,期货业务营收A股第4，,,,,,,,,ABCDEFGH,x42-大金融
116,南华期货,期货,杭州,期货业务营收A股第5，,,,,,,,,ABCDEFGH,x42-大金融
117,中泰证券,期货,济南,期货业务营收A股第6，,,,,,,,,ABCDEFGH,x42-大金融
118,瑞达期货,期货,厦门,期货业务营收A股第7，,,,,,,,,ABCDEFGH,x42-大金融
119,东北证券,期货,吉林,期货业务营收A股第8，,,,,,,,,ABCDEFGH,x42-大金融
120,弘业期货,期货,南京,期货业务营收A股第9，,,,,,,,,ABCDEFGH,x42-大金融
121,中捷资源,期货,台州,公司持有中辉期货55%股权,,,,,,,,ABCDEFGH,x42-大金融
122,信托有7家公司,信托,,,,,,,,,,ABCDEFGH,x42-大金融
123,五矿资本,信托,长沙,,,,,,,,,ABCDEFGH,x42-大金融
124,中航产融,信托,哈尔滨,,,,,,,,,ABCDEFGH,x42-大金融
125,国网英大,信托,上海,,,,,,,,,ABCDEFGH,x42-大金融
126,国投资本,信托,上海,,,,,,,,,ABCDEFGH,x42-大金融
127,陕国投A,信托,西安,,,,,,,,,ABCDEFGH,x42-大金融
128,中粮资本,信托,河南-济源,,,,,,,,,ABCDEFGH,x42-大金融
129,建元信托,信托,上海,,,,,,,,,ABCDEFGH,x42-大金融
130,中航产融,金融租赁,哈尔滨,,,,,,,,,ABCDEFGH,x42-大金融
131,江苏金租,金融租赁,南京,,,,,,,,,ABCDEFGH,x42-大金融
132,越秀资本,金融租赁,广州,,,,,,,,,ABCDEFGH,x42-大金融
133,五矿资本,金融租赁,长沙,,,,,,,,,ABCDEFGH,x42-大金融
134,海南华铁,金融租赁,杭州,,,,,,,,,ABCDEFGH,x42-大金融
135,中油资本,金融租赁,新疆-克拉玛依,,,,,,,,,ABCDEFGH,x42-大金融
136,爱建集团,金融租赁,上海,,,,,,,,,ABCDEFGH,x42-大金融
137,新力金融,金融租赁,合肥,,,,,,,,,ABCDEFGH,x42-大金融
138,香溢融通,金融租赁,宁波,,,,,,,,,ABCDEFGH,x42-大金融
139,古鳌科技-300,投资咨询,上海,拟收购北京东方高圣投资顾问有限公司51%股权,,,,,,,,ABCDEFGH,x42-大金融
140,资本运营包含,资本运营,,"‌资本扩张与收缩‌
通过兼并收购、资产重组、股权投资等实现资源整合或精简结构。例如横向并购可快速扩大市场份额，资产剥离能优化资产质量。

‌资本流动与重组‌
运用融资租赁、上市融资等手段盘活资产，如通过IPO扩大融资渠道，或通过资产置换提升流动性。

‌资源配置优化‌
借助资本市场的定价机制，将资本从低效领域转向高收益领域，推动产业结构调整（如淘汰落后产能）。",,,,,,,,ABCDEFGH,x42-大金融
141,中油资本,资本运营,新疆-克拉玛依,,,,,,,,,ABCDEFGH,x42-大金融
142,五矿资本,资本运营,长沙,,,,,,,,,ABCDEFGH,x42-大金融
143,中航产融,资本运营,哈尔滨,,,,,,,,,ABCDEFGH,x42-大金融
144,中粮资本,资本运营,河南-济源,,,,,,,,,ABCDEFGH,x42-大金融
145,国投资本,资本运营,上海,,,,,,,,,ABCDEFGH,x42-大金融
146,电投产融,资本运营,河北-石家庄,,,,,,,,,ABCDEFGH,x42-大金融
147,陕国投A,资本运营,西安,,,,,,,,,ABCDEFGH,x42-大金融
148,越秀资本,资本运营,广州,,,,,,,,,ABCDEFGH,x42-大金融
149,华金资本,资本运营,珠海,,,,,,,,,ABCDEFGH,x42-大金融
150,金融软件分为,"证券IT，银行IT， 保险IT,金融RPA",,金融RPA，即金融领域的机器人流程自动化，是一种利用软件机器人来代替人工完成重复性劳动任务的技术,,,,,,,,ABCDEFGH,x42-大金融
151,恒生电子,金融软件-证券IT,杭州,,,,,,,,,ABCDEFGH,x42-大金融
152,金证股份,金融软件-证券IT,深圳,,,,,,,,,ABCDEFGH,x42-大金融
153,顶点软件,金融软件-证券IT,福州,,,,,,,,,ABCDEFGH,x42-大金融
154,宇信科技-300,金融软件-银行IT,北京,,,,,,,,,ABCDEFGH,x42-大金融
155,神州信息,金融软件-银行IT,深圳,,,,,,,,,ABCDEFGH,x42-大金融
156,天阳科技-300,金融软件-银行IT,西藏-拉萨,,,,,,,,,ABCDEFGH,x42-大金融
157,软通动力-300,金融软件-银行IT,北京,,,,,,,,,ABCDEFGH,x42-大金融
158,长亮科技-300,金融软件-银行IT,深圳,,,,,,,,,ABCDEFGH,x42-大金融
159,润和软件-300,金融软件-银行IT,南京,,,,,,,,,ABCDEFGH,x42-大金融
160,信雅达,金融软件-银行IT,杭州,,,,,,,,,ABCDEFGH,x42-大金融
161,科蓝软件-300,金融软件-银行IT,北京,,,,,,,,,ABCDEFGH,x42-大金融
162,京北方,金融软件-银行IT,北京,,,,,,,,,ABCDEFGH,x42-大金融
163,赢时胜-300,金融软件-银行IT,深圳,,,,,,,,,ABCDEFGH,x42-大金融
164,高伟达-300,金融软件-银行IT,北京,,,,,,,,,ABCDEFGH,x42-大金融
165,安硕信息-300,金融软件-银行IT,上海,,,,,,,,,ABCDEFGH,x42-大金融
166,先进数通-300,金融软件-银行IT,北京,,,,,,,,,ABCDEFGH,x42-大金融
167,中科金财,金融软件-银行IT,北京,,,,,,,,,ABCDEFGH,x42-大金融
168,中亦科技-300,金融软件-银行IT,北京-丰台,亦庄镇，北京市大兴区下辖镇,,,,,,,,ABCDEFGH,x42-大金融
169,新晨科技-300,金融软件-银行IT,北京,,,,,,,,,ABCDEFGH,x42-大金融
170,南天信息,金融软件-银行IT,昆明,,,,,,,,,ABCDEFGH,x42-大金融
171,法本信息,金融软件-银行IT,深圳,,,,,,,,,ABCDEFGH,x42-大金融
172,汇金股份-300,金融软件-银行IT,河北-石家庄,,,,,,,,,ABCDEFGH,x42-大金融
173,银之杰-300,金融软件-银行IT,深圳,,,,,,,,,ABCDEFGH,x42-大金融
174,中科软,金融软件-保险IT,北京,,,,,,,,,ABCDEFGH,x42-大金融
175,软通动力-300,金融软件-保险IT,北京,,,,,,,,,ABCDEFGH,x42-大金融
176,金证股份,金融软件-金融RPA,深圳,金融RPA综合能力第一，子公司金智维专注RPA赛道,,,,,,,,ABCDEFGH,x42-大金融
177,金融硬件分为,ATM机具，POS机，智能卡,,,,,,,,,,ABCDEFGH,x42-大金融
178,广电运通,金融硬件-ATM机具,广州,,,,,,,,,ABCDEFGH,x42-大金融
179,恒银科技,金融硬件-ATM机具,天津,,,,,,,,,ABCDEFGH,x42-大金融
180,东方通信,金融硬件-ATM机具,杭州,,,,,,,,,ABCDEFGH,x42-大金融
181,古鳌科技-300,金融硬件-ATM机具,上海,,,,,,,,,ABCDEFGH,x42-大金融
182,御银股份,金融硬件-ATM机具,广州,,,,,,,,,ABCDEFGH,x42-大金融
183,浩云科技-300,金融硬件-ATM机具,广州,,,,,,,,,ABCDEFGH,x42-大金融
184,新大陆,金融硬件-POS机,福州,,,,,,,,,ABCDEFGH,x42-大金融
185,新国都-300,金融硬件-POS机,深圳,,,,,,,,,ABCDEFGH,x42-大金融
186,优博讯-300,金融硬件-POS机,深圳,,,,,,,,,ABCDEFGH,x42-大金融
187,创识科技-300,金融硬件-POS机,福州,,,,,,,,,ABCDEFGH,x42-大金融
188,恒宝股份,智能卡,江苏-镇江,,,,,,,,,ABCDEFGH,x42-大金融
189,东信和平,智能卡,珠海,,,,,,,,,ABCDEFGH,x42-大金融
190,楚天龙,智能卡,东莞,,,,,,,,,ABCDEFGH,x42-大金融
191,德生科技,智能卡,广州,,,,,,,,,ABCDEFGH,x42-大金融
192,新开普-300,智能卡,郑州,,,,,,,,,ABCDEFGH,x42-大金融
