序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
24,电磁屏蔽分为,供应商，材料，器件，产品,,,,,,,,,,ABCDEFGH,b3-英伟达
25,沃特股份,电磁屏蔽-供应商,英伟达间接供应商，提供电磁屏蔽EMI材料,深圳,,,,,,,,ABCDEFGH,b3-英伟达
26,隆扬电子-300,电磁屏蔽-材料,电磁屏蔽材料营收占比第一，80%，2.13亿,苏州,,,,,,,,ABCDEFGH,b3-英伟达
27,阿莱德-300,电磁屏蔽-材料,电磁屏蔽材料营收占比第二，72%，2.75亿,上海,,,,,,,,ABCDEFGH,b3-英伟达
28,正业科技-300,电磁屏蔽-材料,"电磁屏蔽材料营收占比第三,30%，2.3亿",东莞,,,,,,,,ABCDEFGH,b3-英伟达
29,康达新材,电磁屏蔽-材料,电磁屏蔽材料营收占比第四，4.69%，1.3亿,上海,,,,,,,,ABCDEFGH,b3-英伟达
30,鸿富瀚-300,电磁屏蔽-材料,电磁屏蔽材料营收占比第五，2.37%，0.15亿,深圳,,,,,,,,ABCDEFGH,b3-英伟达
31,回天新材-300,电磁屏蔽-器件,电磁屏蔽器件营收占比第一，52.87%； 20.6亿,湖北-襄阳,,,,,,,,ABCDEFGH,b3-英伟达
32,飞荣达,电磁屏蔽-器件,电磁屏蔽器件营收占比第二，27%； 11.75亿,深圳,,,,,,,,ABCDEFGH,b3-英伟达
33,方邦股份-688,电磁屏蔽-产品,电磁屏蔽膜市占率A股第一，为19.6%,广州,,,,,,,,ABCDEFGH,b3-英伟达
34,鹏鼎控股,HDI电路板,规划产能A股第一，526.75 万平米/年，消费电子为主,深圳,,,,,,,,ABCDEFGH,b3-英伟达
35,HDI电路板,HDI电路板的特点：相对于传统的电路板，HDI电路板具有“轻、薄、短、小”等优点。,,,,,,,,,,ABCDEFGH,b3-英伟达
36,协和电子,HDI电路板,规划产能A股第二，100万平米/年,江苏-常州,,,,,,,,ABCDEFGH,b3-英伟达
37,超声电子,HDI电路板,规划产能A股第三，80万平米/年,广东-汕头,,,,,,,,ABCDEFGH,b3-英伟达
38,博敏电子,HDI电路板,规划产能A股第四，约73万平米/年,广东-梅州,,,,,,,,ABCDEFGH,b3-英伟达
39,景旺电子,HDI电路板,规划产能A股第五，60万平米/年,深圳,,,,,,,,ABCDEFGH,b3-英伟达
40,方正科技,HDI电路板,规划产能A股第七，11.5万平米/年,上海,,,,,,,,ABCDEFGH,b3-英伟达
41,崇达技术,HDI电路板,规划茶能A股第八，10万平米/年,深圳,,,,,,,,ABCDEFGH,b3-英伟达
42,沪电股份,HDI电路板,2024年初拟投资5.1亿实施HDI技改项目,苏州,,,,,,,,ABCDEFGH,b3-英伟达
43,胜宏科技-300,HDI电路板,已推出高阶HDI产品,广东-惠州,,,,,,,,ABCDEFGH,b3-英伟达
44,东材科技,HDI电路板,HDI核心材料核心供应商,四川-绵阳,,,,,,,,ABCDEFGH,b3-英伟达
45,通富微电,扇出型封装-技术,,,,,,,,,,,
