序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
40,精研科技-300,MIM工艺-MIM制造,江苏-常州,,,,,,,,,ABCDEFGH,x148-机器人轻量化
41,统联精密-688,MIM工艺-MIM制造,广东-深圳,,,,,,,,,ABCDEFGH,x148-机器人轻量化
42,海昌新材-300,MIM工艺-MIM制造,江苏-扬州,,,,,,,,,ABCDEFGH,x148-机器人轻量化
43,华升股份,MIM工艺-MIM制造,湖南-长沙,,,,,,,,,ABCDEFGH,x148-机器人轻量化
44,美湖股份,MIM工艺-MIM制造,湖南-衡阳,,,,,,,,,ABCDEFGH,x148-机器人轻量化
45,科森科技,MIM工艺-MIM制造,江苏-苏州,,,,,,,,,ABCDEFGH,x148-机器人轻量化
46,福立旺-688,MIM工艺-MIM制造,江苏-苏州,,,,,,,,,ABCDEFGH,x148-机器人轻量化
47,新莱福-300,MIM工艺-MIM制造,广东-广州,,,,,,,,,ABCDEFGH,x148-机器人轻量化
48,金太阳-300,MIM工艺-MIM制造,广东-东莞,,,,,,,,,ABCDEFGH,x148-机器人轻量化
49,龙旗科技,MIM工艺-应用,上海,,,,,,,,,ABCDEFGH,x148-机器人轻量化
50,华勤技术,MIM工艺-应用,上海,,,,,,,,,ABCDEFGH,x148-机器人轻量化
51,悦安新材-688,MIM工艺-原材料,江西-赣州,,,,,,,,,ABCDEFGH,x148-机器人轻量化
52,安泰科技,MIM工艺-原材料,北京,,,,,,,,,ABCDEFGH,x148-机器人轻量化
53,屹通新材-300,MIM工艺-原材料,浙江-杭州,,,,,,,,,ABCDEFGH,x148-机器人轻量化
54,铂力特-688,MIM工艺-原材料,陕西-西安,,,,,,,,,ABCDEFGH,x148-机器人轻量化
55,新莱福,MIM工艺-原材料,,,,,,,,,,ABCDEFGH,x148-机器人轻量化
56,金橙子-688,3D打印-部件,北京,,,,,,,,,ABCDEFGH,x148-机器人轻量化
57,联赢激光-688,3D打印-部件,广东-深圳,,,,,,,,,ABCDEFGH,x148-机器人轻量化
58,锐科激光-300,3D打印-部件,湖北-武汉,,,,,,,,,ABCDEFGH,x148-机器人轻量化
59,华曙高科-688,3D打印-设备,湖南-长沙,,,,,,,,,ABCDEFGH,x148-机器人轻量化
60,铂力特,3D打印-设备,陕西-西安,,,,,,,,,ABCDEFGH,x148-机器人轻量化
61,爱司凯-300,3D打印-设备,广东-广州,,,,,,,,,ABCDEFGH,x148-机器人轻量化
62,思看科技-688,3D打印-设备,浙江-杭州,,,,,,,,,ABCDEFGH,x148-机器人轻量化
63,大族激光,3D打印-设备,广东-深圳,,,,,,,,,ABCDEFGH,x148-机器人轻量化
64,东方精工,3D打印-设备,广东-佛山,,,,,,,,,ABCDEFGH,x148-机器人轻量化
65,鸿日达-300,3D打印-设备,江苏-苏州,,,,,,,,,ABCDEFGH,x148-机器人轻量化
66,众源新材,3D打印-设备,安徽-芜湖,,,,,,,,,ABCDEFGH,x148-机器人轻量化
67,高乐股份,3D打印-其他,广东-揭阳,,,,,,,,,ABCDEFGH,x148-机器人轻量化
