序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
28,高新兴-300,感知系统-车联网,广州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
29,有方科技-688,感知系统-车联网,深圳,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
30,万马科技-300,感知系统-车联网,杭州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
31,博实结-300,感知系统-车联网,深圳,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
32,通达电气,感知系统-车联网,广州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
33,慧翰股份-300,感知系统-车联网,福州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
34,保隆科技,感知系统-胎压监测,上海,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
35,万通智控-300,感知系统-胎压监测,杭州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
36,恒帅股份-300,感知系统-雷达清晰,宁波,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
37,日盈电子,感知系统-雷达清晰,江苏-常州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
38,经纬恒润,感知系统-雷达清晰,北京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
39,维科精密-300,感知系统-雷达清晰,上海,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
40,经纬恒润,决策系统-辅助驾驶,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
41,鸿泉物联-688,决策系统-辅助驾驶,杭州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
42,德赛西威,决策系统-自动泊车,惠州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
43,华阳集团,决策系统-自动泊车,惠州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
44,经纬恒润,决策系统-自动泊车,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
45,德赛西威,决策系统-智能座舱,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
46,宸展光电,决策系统-智能座舱,厦门,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
47,索菱股份,决策系统-智能座舱,深圳,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
48,华安鑫创-300,决策系统-智能座舱,北京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
49,东箭科技-300,决策系统-智能座舱,佛山,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
50,路畅科技,决策系统-智能座舱,深圳,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
51,瑞玛精密,决策系统-智能座舱,苏州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
52,华阳集团,决策系统-抬头显示,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
53,启明信息,决策系统-EDR,长春,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
54,国民技术-300,决策系统-EDR,深圳,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
55,万安科技,控制系统-线控转向,绍兴,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
56,浙江世宝,控制系统-线控转向,金华,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
57,维科精密,控制系统-线控转向,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
58,德迈仕-300,控制系统-线控转向,大连,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
59,合兴股份,控制系统-线控转向,温州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
60,万安科技,控制系统-AEBS,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
61,锐明技术,控制系统-AEBS,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
62,雷科防务,控制系统-AEBS,北京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
63,众合科技,控制系统-AEBS,杭州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
64,均胜电子,控制系统-AEBS,宁波,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
65,德赛西威,控制系统-AEBS,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
66,亚太股份,控制系统-AEBS,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
67,路畅科技,控制系统-AEBS,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
68,宁波高发,控制系统-线控换挡,宁波,汽车线控技术是指通过电子信号替代传统机械连接实现车辆控制的技术，也被称为线控驱动系统,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
69,伯特利,控制系统-线控制动,芜湖,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
70,亚太股份,控制系统-线控制动,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
71,万安科技,控制系统-线控制动,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
72,凯众股份,控制系统-线控油门,上海,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
73,宁波高发,控制系统-线控油门,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
74,奥联电子-300,控制系统-线控油门,南京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
75,正裕工业,控制系统-线控悬架,台州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
76,纽泰格-300,控制系统-线控悬架,淮安,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
77,美力科技-300,控制系统-线控悬架,绍兴,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
78,天润工业,控制系统-线控悬架,威海,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
79,保隆科技,控制系统-线控悬架,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
80,中鼎股份,控制系统-线控悬架,安徽-宣城,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
81,瑞玛精密,控制系统-线控悬架,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
82,经纬恒润,控制系统-底盘域,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
83,科博达,控制系统-底盘域,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
84,威帝股份,控制系统-CAN总线,哈尔滨,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
85,光庭信息-300,地平线,武汉,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
86,中科创达-300,地平线,北京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
87,锐明技术,地平线,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
88,索菱股份,地平线,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
89,亚太股份,地平线,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
90,四维图新,地平线,北京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
91,同兴达,地平线,深圳,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
92,保隆科技,地平线,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
93,大位科技,地平线,广东-揭阳,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
94,商络电子-300,地平线,南京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
95,联创电子,地平线,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
96,苏试试验-300,地平线,苏州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
97,华联股份,地平线,北京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
98,大众交通,应用场景-出租车,上海,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
99,交运股份,应用场景-出租车,上海,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
100,南京公用,应用场景-出租车,南京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
101,江西长运,应用场景-出租车,南昌,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
102,锦江在线,应用场景-出租车,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
103,浙商中拓,应用场景-出租车,杭州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
104,天宸股份,应用场景-出租车,上海,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
105,龙江交通,应用场景-出租车,哈尔滨,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
106,岭南控股,应用场景-出租车,广州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
107,永安行,应用场景-出租车,常州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
108,深康佳A,应用场景-出租车,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
109,珠江股份,应用场景-出租车,广州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
110,江铃汽车,应用场景-百度萝卜快跑,南昌,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
111,北汽蓝谷,应用场景-百度萝卜快跑,北京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
112,金龙汽车,应用场景-百度萝卜快跑,厦门,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
113,东箭科技,应用场景-百度萝卜快跑,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
114,天迈科技-300,应用场景-百度萝卜快跑,郑州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
115,星网宇达,应用场景-百度萝卜快跑,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
116,赛微电子-300,应用场景-百度萝卜快跑,北京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
117,北斗星通,应用场景-百度萝卜快跑,北京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
118,中海达-300,应用场景-百度萝卜快跑,广州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
119,德赛西威,应用场景-百度萝卜快跑,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
120,千方科技,应用场景-百度萝卜快跑,北京,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
121,协鑫能科,应用场景-百度萝卜快跑,无锡,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
122,华阳集团,应用场景-百度萝卜快跑,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
123,路畅科技,应用场景-百度萝卜快跑,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
124,广汽集团,应用场景-文远知行,广州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
125,晶瑞电材-300,应用场景-文远知行,苏州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
126,宇通客车,应用场景-文远知行,郑州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
127,福龙马,配套设施-充电机器人,龙岩,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
128,中能电气-300,配套设施-充电机器人,福州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
129,山东威达,配套设施-换电站,威海,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
130,博众精工-688,配套设施-换电站,苏州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
131,科大智能-300,配套设施-换电站,上海,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
132,雅运股份,配套设施-换电站,上海,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
133,瀚川智能-688,配套设施-换电站,苏州,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
134,北汽蓝谷,配套设施-换电站,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
135,协鑫能科,配套设施-换电站,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
136,锐明技术,配套设施-车辆管控,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
137,天迈科技,配套设施-车辆管控,,,,,,,,,,ABCDEFGH,x167-无人驾驶硬件
