序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
53,爱柯迪,电机零部件-定转子,浙江-宁波,,,,,,,,,ABCDEFGH,x95-电机
54,五洲新春,电机零部件-轴承,浙江-绍兴,,,,,,,,,ABCDEFGH,x95-电机
55,长盛轴承-300,电机零部件-轴承,浙江-嘉兴,,,,,,,,,ABCDEFGH,x95-电机
56,南方精工,电机零部件-轴承,江苏-常州,,,,,,,,,ABCDEFGH,x95-电机
57,龙溪股份,电机零部件-轴承,福建-漳州,,,,,,,,,ABCDEFGH,x95-电机
58,斯菱股份-300,电机零部件-轴承,浙江-绍兴,,,,,,,,,ABCDEFGH,x95-电机
59,双飞集团-300,电机零部件-轴承,浙江-嘉兴,,,,,,,,,ABCDEFGH,x95-电机
60,崇德科技-300,电机零部件-轴承,湖南-湘潭,,,,,,,,,ABCDEFGH,x95-电机
61,凯中精密,电机零部件-转向器,深圳,,,,,,,,,ABCDEFGH,x95-电机
62,江苏雷利-300,电机零部件-转向器,江苏-常州,,,,,,,,,ABCDEFGH,x95-电机
63,鸣志电器,电机零部件-转向器,上海,,,,,,,,,ABCDEFGH,x95-电机
