序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
35,北京科锐,变压器,电力变压器市占率第五，0.31%,北京海淀,,,,,,,1,ABCDEFGH,数据中心
36,三变科技,变压器,电力变压器市占率第六，0.26%,浙江台州,“君子有三种变化：看起来很严肃，接触以后感觉很温和，听他讲话很自律，不随便。”,,,,,,1,ABCDEFGH,b-数据中心
37,伊戈尔,变压器,电力变压器市占率第六，0.26%,广东佛山,,,,,,,1,ABCDEFGH,b-数据中心
38,九洲集团,变压器,公司产品包括变压器,黑龙江哈尔滨,"公司名称中的“九洲”寓意着公司致力于在全球范围内推广和应用先进的电气技术和产品，象征着广阔的地理覆盖和全球视野‌
",,,,,,1,ABCDEFGH,b-数据中心
39,扬电科技,变压器,国内较早生产非晶变压器的企业,江苏泰州,,,,,,,1,ABCDEFGH,数据中心
40,明阳电气,变压器,变压器营收6.9亿,广东中山,,,,,,,1,ABCDEFGH,数据中心
41,望变电气,变压器,变压器原材料取向硅钢销售龙头企业,重庆,,,,,,,1,ABCDEFGH,b-数据中心
42,东方电气,燃气轮机,重型燃气轮机国产化进度A股进度第一，主机国产率100%,四川成都,,,,,,,1,ABCDEFGH,b-数据中心
43,上海电气,燃气轮机,重型燃气轮机国产化进度A股进度第二,,,,,,,,1,ABCDEFGH,b-数据中心
44,应流股份,燃气轮机,燃气轮机叶片营收A股第一，2023年超6亿,安徽合肥,,,,,,,1,ABCDEFGH,数据中心
45,杰瑞股份,燃气轮机,西门子能源航改型燃气轮机国内首家授权成套商,山东烟台,成套商是指那些通过公开招标等形式，为其他企业提供产品或服务的中间商。例如，A厂生产某种产品，B厂需要这些产品，但B厂不会直接向A厂采购，而是通过公开招标的方式，让多家公司参与竞价。,,,,,,1,ABCDEFGH,数据中心
46,万泽股份,燃气轮机,2023年公司参与上海电气主导的78MW燃机高温合金叶片，研发项目通过验收,广东汕头,,,,,,,1,ABCDEFGH,b-数据中心
47,钢研高纳,燃气轮机,高温合金精密铸造制品应用于工业燃气轮机,北京海淀,,,,,,,1,ABCDEFGH,b-数据中心
48,宝钛股份,燃气轮机,钛及钛合金材料可应用于燃气轮机的制造,陕西宝鸡,,,,,,,1,ABCDEFGH,b-数据中心
49,图南股份-300,燃气轮机,高温合金产品 可应用燃气轮机,江苏镇江,,,,,,,1,ABCDEFGH,数据中心
50,上大股份-300,燃气轮机,高温及高性能合金可应用于燃气轮机,河北邢台,中航上大-王硕,,,,,,1,ABCDEFGH,数据中心
51,科泰电源,备用发电机,灾备电源市占率A股第一，15%,上海,,,,,,,1,ABCDEFGH,b-数据中心
52,泰豪科技,备用发电机,灾备电源市占率A股第二，10%,江西南昌,,,,,,,1,ABCDEFGH,b-数据中心
53,潍柴重机,备用发电机,公司为电信，移动，联通三大运营商的战略供应商，发电机营收10亿,山东潍坊,,,,,,,1,ABCDEFGH,b-数据中心
54,中国动力,备用发电机,子公司中船柴油机公司 主营发电机组，营收178亿（船用为主）,河北保定,,,,,,,1,ABCDEFGH,数据中心
55,潍柴动力,备用发电机,公司产品博杜安20M55发电机组专为数据中心打造（公司发电机产品车用为主）,,,,,,,,1,ABCDEFGH,数据中心
56,新柴股份,备用发电机,柴油机营收占比99.58%，20.85亿,浙江绍兴,,,,,,,1,ABCDEFGH,b-数据中心
57,苏常柴A,备用发电机,柴油机营收占比98.71%，13.33亿,常州,,,,,,,1,ABCDEFGH,b-数据中心
58,全柴动力,备用发电机,"柴油机营收占比92.35%, 45亿",安徽滁州,,,,,,,1,ABCDEFGH,b-数据中心
59,动力新科,备用发电机,柴油机营收占比52.25%，51.88亿,上海,,,,,,,1,ABCDEFGH,数据中心
