序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
24,东华科技,机械储能-熔盐,合肥,绿色甲醇设备气化炉+熔盐储能,,,,,,,,ABCDEFGH,x171-储能
25,蓝科高新,机械储能-熔盐,兰州,,,,,,,,,ABCDEFGH,x171-储能
26,久盛电气-300,机械储能-熔盐,湖州,,,,,,,,,ABCDEFGH,x171-储能
27,天沃科技,机械储能-熔盐,苏州,,,,,,,,,ABCDEFGH,x171-储能
28,江苏国信,机械储能-熔盐,南京,,,,,,,,,ABCDEFGH,x171-储能
29,冰轮环境,机械储能-熔盐,烟台,,,,,,,,,ABCDEFGH,x171-储能
30,中国电建,机械储能-抽水,北京,,,,,,,,,ABCDEFGH,x171-储能
31,南网储能,机械储能-抽水,云南-文山,,,,,,,,,ABCDEFGH,x171-储能
32,华阳股份,机械储能-飞轮,山西-阳泉,,,,,,,,,ABCDEFGH,x171-储能
33,陕鼓动力,机械储能-压缩空气,陕西-西安,,,,,,,,,ABCDEFGH,x171-储能
34,杭氧股份,机械储能-压缩空气,杭州,,,,,,,,,ABCDEFGH,x171-储能
35,金通灵-300,机械储能-压缩空气,南通,,,,,,,,,ABCDEFGH,x171-储能
36,双环科技,机械储能-压缩空气,湖北-孝感,,,,,,,,,ABCDEFGH,x171-储能
37,赣能股份,机械储能-压缩空气,江西-南昌,,,,,,,,,ABCDEFGH,x171-储能
38,云南能投,机械储能-压缩空气,昆明,,,,,,,,,ABCDEFGH,x171-储能
39,腾亚精工-300,机械储能-压缩空气,南京,,,,,,,,,ABCDEFGH,x171-储能
40,宁德时代-300,电化学储能-储能电芯,福建-宁德,,,,,,,,,ABCDEFGH,x171-储能
41,亿纬锂能-300,电化学储能-储能电芯,广东-惠州,,,,,,,,,ABCDEFGH,x171-储能
42,比亚迪,电化学储能-储能电芯,,,,,,,,,,ABCDEFGH,x171-储能
43,国轩高科,电化学储能-储能电芯,安徽-合肥,,,,,,,,,ABCDEFGH,x171-储能
44,鹏辉能源-300,电化学储能-储能电芯,广州,,,,,,,,,ABCDEFGH,x171-储能
45,赣锋锂业,电化学储能-储能电芯,江西-新余,,,,,,,,,ABCDEFGH,x171-储能
46,派能科技-688,电化学储能-储能电芯,上海,,,,,,,,,ABCDEFGH,x171-储能
47,南都电源,电化学储能-储能电芯,,,,,,,,,,ABCDEFGH,x171-储能
48,钒钛股份,电化学储能-钒电池,四川-攀枝花,,,,,,,,,ABCDEFGH,x171-储能
49,河钢股份,电化学储能-钒电池,河北-石家庄,,,,,,,,,ABCDEFGH,x171-储能
50,传艺科技,电化学储能-钠电池,江苏-扬州,,,,,,,,,ABCDEFGH,x171-储能
51,维科技术,电化学储能-钠电池,浙江-宁波,,,,,,,,,ABCDEFGH,x171-储能
52,华阳股份,电化学储能-钠电池,,,,,,,,,,ABCDEFGH,x171-储能
53,多氟多,电化学储能-钠电池,河南-焦作,,,,,,,,,ABCDEFGH,x171-储能
54,派能科技,户用储能-产品,,,,,,,,,,ABCDEFGH,x171-储能
55,比亚迪,户用储能-产品,,,,,,,,,,ABCDEFGH,x171-储能
56,艾罗能源-688,户用储能-产品,杭州,,,,,,,,,ABCDEFGH,x171-储能
57,德业股份,户用储能-逆变器,宁波,,,,,,,,,ABCDEFGH,x171-储能
58,锦浪科技-300,户用储能-逆变器,宁波,,,,,,,,,ABCDEFGH,x171-储能
59,固德威-688,户用储能-逆变器,苏州,,,,,,,,,ABCDEFGH,x171-储能
60,华宝新能-300,便携储能,深圳,,,,,,,,,ABCDEFGH,x171-储能
61,安克创新-300,便携储能,长沙,,,,,,,,,ABCDEFGH,x171-储能
