序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
16,申联生物,养殖业-动保,上海,动保产品营收占比100%，,,,,,,,,ABCDEFGH,x55-农业
17,海利生物,养殖业-动保,上海,国内兽用疫苗龙头，,,,,,,,,ABCDEFGH,x55-农业
18,回盛生物-300,养殖业-动保,湖北-武汉,,,,,,,,,ABCDEFGH,x55-农业
19,海翔药业,养殖业-动保,浙江-台州,氟苯尼考（兽药原料药第2大品种） 产能300顿/年，,,,,,,,,ABCDEFGH,x55-农业
20,中牧股份,养殖业-动保,北京,动保产品市占率A股第1，,,,,,,,,ABCDEFGH,x55-农业
21,瑞普生物-300,养殖业-动保,天津,动保产品市占率A股第2，,,,,,,,,ABCDEFGH,x55-农业
22,生物股份,养殖业-动保,内蒙-呼和浩特,动保产品市占率A股第3，,口蹄疫疫苗过你第一，,,,,,,,ABCDEFGH,x55-农业
23,金河生物,养殖业-动保,内蒙-呼和浩特,动保产品市占率A股第4，,金霉素生产规模最大,,,,,,,ABCDEFGH,x55-农业
24,普莱柯,养殖业-动保,河南-洛阳,动保产品市占率A股第5，,拥有动物疫苗专利最多,,,,,,,ABCDEFGH,x55-农业
25,天康生物,养殖业-动保,新疆-乌鲁木齐,动保产品市占率A股第6，,口蹄疫，猪瘟疫苗,,,,,,,ABCDEFGH,x55-农业
26,科前生物-688,养殖业-动保,湖北-武汉,动保产品市占率A股第7，,猪伪狂犬病疫苗,,,,,,,ABCDEFGH,x55-农业
27,开创国际,养殖业-水产,上海,上海水产集团旗下，,国内首批发展远洋捕捞的企业,,,,,,,ABCDEFGH,x55-农业
28,中水渔业,养殖业-水产,北京,金枪鱼,中国农业发展集团旗下,,,,,,,ABCDEFGH,x55-农业
29,好当家,养殖业-水产,威海,国内海参养殖，,,,,,,,,ABCDEFGH,x55-农业
30,国联水产-300,养殖业-水产,广东-湛江,国内对虾树美企业规模第一，,中国领先的水产食品企业,,,,,,,ABCDEFGH,x55-农业
31,百洋股份,养殖业-水产,广西-南宁,国内领先的罗非鱼食品综合提供商,集团总部位于素有中国“绿城”之称的广西南宁市,,,,,,,ABCDEFGH,x55-农业
32,天马科技,养殖业-水产,福建-福州,鳗鱼养殖,,,,,,,,ABCDEFGH,x55-农业
33,獐子岛,养殖业-水产,辽宁-大连,水产养殖第一， ,,,,,,,,ABCDEFGH,x55-农业
34,大湖股份,养殖业-水产,湖南-常德,水产养殖第2，,,,,,,,,ABCDEFGH,x55-农业
35,牧原股份,养殖业-生猪,河南-南阳,生猪营收占占比第1，,养猪龙头,,,,,,,ABCDEFGH,x55-农业
36,东瑞股份,养殖业-生猪,广东-河源,生猪营收占占比第2，,广东和香港 养猪龙头,,,,,,,ABCDEFGH,x55-农业
37,巨星农牧,养殖业-生猪,四川-乐山,生猪营收占占比第3，,四川，重庆养猪龙头,,,,,,,ABCDEFGH,x55-农业
38,天邦食品,养殖业-生猪,浙江-宁波,生猪营收占占比第4，,,,,,,,,ABCDEFGH,x55-农业
39,新五丰,养殖业-生猪,湖南-长沙,生猪营收占占比第5，,湖南养猪龙头,,,,,,,ABCDEFGH,x55-农业
40,正邦科技,养殖业-生猪,江西-南昌,生猪营收占占比第6，,,,,,,,,ABCDEFGH,x55-农业
41,神农集团,养殖业-生猪,云南-昆明,生猪营收占占比第7，,,,,,,,,ABCDEFGH,x55-农业
42,温氏股份-300,养殖业-生猪,广东-云浮,生猪营收占占比第8，,猪鸡双主业养殖航母,,,,,,,ABCDEFGH,x55-农业
43,罗牛山,养殖业-生猪,海南-海口,生猪营收占占比第9，,海南养猪龙头,,,,,,,ABCDEFGH,x55-农业
44,金新农,养殖业-生猪,深圳,,,,,,,,,ABCDEFGH,x55-农业
45,京基智农,养殖业-生猪,深圳,广东的楼房养猪新秀,,,,,,,,ABCDEFGH,x55-农业
46,华统股份,养殖业-生猪,浙江-金华,浙江区屠宰龙头企业,,,,,,,,ABCDEFGH,x55-农业
47,天域生物,养殖业-生猪,重庆,生猪养殖作为公司生态，种，养，食，循环农业的一部分,,,,,,,,ABCDEFGH,x55-农业
48,华英农业,养殖业-鸭,河南-信阳,羽绒营收第一,‌华英农业的总部位于河南省潢川县产业集聚区工业大道,,,,,,,ABCDEFGH,x55-农业
49,益客食品-300,养殖业-鸭,江苏-宿迁,羽绒营收第2，,,,,,,,,ABCDEFGH,x55-农业
50,新希望,养殖业-鸭,四川绵阳,公司业务包括 鸭子产业,,,,,,,,ABCDEFGH,x55-农业
51,安迪苏,饲料-饲料添加剂,北京,添加剂营收规模第1，,,,,,,,,ABCDEFGH,x55-农业
52,溢多利-300,饲料-饲料添加剂,广东-珠海,添加剂营收规模第2，,,,,,,,,ABCDEFGH,x55-农业
53,美农生物-300,饲料-饲料添加剂,上海,添加剂营收规模第3，,,,,,,,,ABCDEFGH,x55-农业
54,播恩集团,饲料-畜禽饲料,江西-赣州,畜禽饲料营收占比A股第1，,,,,,,,,ABCDEFGH,x55-农业
55,邦基科技,饲料-畜禽饲料,山东-淄博,畜禽饲料营收占比A股第2，,,,,,,,,ABCDEFGH,x55-农业
56,唐人神,饲料-畜禽饲料,湖南-株洲,畜禽饲料营收占比A股第3，,,,,,,,,ABCDEFGH,x55-农业
57,正虹科技,饲料-畜禽饲料,湖南-岳阳,畜禽饲料营收占比A股第4，,,,,,,,,ABCDEFGH,x55-农业
58,大北农,饲料-畜禽饲料,北京,畜禽饲料营收占比A股第5，,,,,,,,,ABCDEFGH,x55-农业
59,金新农,饲料-畜禽饲料,深圳,畜禽饲料营收占比A股第6，,,,,,,,,ABCDEFGH,x55-农业
60,新希望,饲料-畜禽饲料,四川-绵阳,畜禽饲料营收占比A股第7，,,,,,,,,ABCDEFGH,x55-农业
61,禾丰股份,饲料-畜禽饲料,辽宁-沈阳,畜禽饲料营收占比A股第8，,,,,,,,,ABCDEFGH,x55-农业
62,天康生物,饲料-畜禽饲料,新疆-乌鲁木齐,畜禽饲料营收占比A股第9，,,,,,,,,ABCDEFGH,x55-农业
63,粤海饲料,饲料-水产饲料,广东-湛江,水产饲料营收占比A股第1，,,,,,,,,ABCDEFGH,x55-农业
64,天马科技,饲料-水产饲料,福建-福州,水产饲料营收占比A股第2，,,,,,,,,ABCDEFGH,x55-农业
65,海大集团,饲料-水产饲料,广东-广州,水产饲料营收占比A股第3，,,,,,,,,ABCDEFGH,x55-农业
66,百洋股份,饲料-水产饲料,广西-南宁,水产饲料营收占比A股第4，,,,,,,,,ABCDEFGH,x55-农业
67,安道麦A,农药-草甘膦,湖北-荆州,除草剂包含了草甘膦,,,,,,,,ABCDEFGH,x55-农业
68,华邦健康,农药-草甘膦,重庆,,,,,,,,,ABCDEFGH,x55-农业
69,诺普信,农药-草甘膦,深圳,,,,,,,,,ABCDEFGH,x55-农业
70,润丰股份,农药-草甘膦,山东-潍坊,农药出口额A股第一，,,,,,,,,ABCDEFGH,x55-农业
71,兴发集团,农药-草甘膦,湖北-宜昌,草甘膦市占率A股第一，,,,,,,,,ABCDEFGH,x55-农业
72,新安股份,农药-草甘膦,杭州,草甘膦市占率A股第二，,,,,,,,,ABCDEFGH,x55-农业
73,江山股份,农药-草甘膦,江苏-南通,草甘膦市占率A股第3，,,,,,,,,ABCDEFGH,x55-农业
74,广信股份,农药-草甘膦,安徽-宣城,草甘膦市占率A股第4，,,,,,,,,ABCDEFGH,x55-农业
75,和邦生物,农药-草甘膦,四川-乐山,草甘膦市占率A股第5，,,,,,,,,ABCDEFGH,x55-农业
76,扬农化工,农药-草甘膦,江苏-扬州,草甘膦市占率A股第6，,,,,,,,,ABCDEFGH,x55-农业
77,利民股份-大哥老家县城-新沂,农药-除草剂,江苏-徐州,除草剂草铵膦市占率A股第二，,大哥老家县城-新沂,,,,,,,ABCDEFGH,x55-农业
78,利尔化学,农药-除草剂,四川-绵阳,除草剂草铵膦市占率A股第1，,,,,,,,,ABCDEFGH,x55-农业
79,先达股份,农药-除草剂,山东-滨州,烯草酮产能A股第1，1万吨,,,,,,,,ABCDEFGH,x55-农业
80,润丰股份,农药-除草剂,山东-潍坊,烯草酮产能A股第二，2千吨，,,,,,,,,ABCDEFGH,x55-农业
81,泰禾股份-300,农药-除草剂,江苏-南通,除草剂 营收,,,,,,,,ABCDEFGH,x55-农业
82,广康生化-300,农药-杀虫剂,广东-清远,三氯甲基硫类杀菌剂,,,,,,,,ABCDEFGH,x55-农业
83,农心科技,农药-杀虫剂,陕西-西安,杀虫剂营收2.55亿,,,,,,,,ABCDEFGH,x55-农业
84,国光股份,农药-杀虫剂,四川-成都,农药,,,,,,,,ABCDEFGH,x55-农业
85,蓝丰生化-大哥老家县城-新沂,农药-杀虫剂,江苏-徐州,农药,大哥老家县城-新沂,,,,,,,ABCDEFGH,x55-农业
86,苏利股份,农药-杀虫剂,江苏-无锡,农药,,,,,,,,ABCDEFGH,x55-农业
87,美邦股份,农药-杀虫剂,陕西-渭南,杀菌剂，杀虫剂,,,,,,,,ABCDEFGH,x55-农业
