序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
19,江特电机,锂矿-云母提锂,江西-宜春,云母提锂产能A股第1，,,,,,,,,ABCDEFGH,x65-锂电池
20,永兴材料,锂矿-云母提锂,浙江-湖州,云母提锂产能A股第2，,,,,,,,,ABCDEFGH,x65-锂电池
21,威领股份,锂矿-云母提锂,湖南-郴州,云母提锂产能A股第3，,,,,,,,,ABCDEFGH,x65-锂电池
22,国轩高科,锂矿-云母提锂,安徽-合肥,云母提锂产能A股第4，,,,,,,,,ABCDEFGH,x65-锂电池
23,洛阳钼业,钴矿,黑楠-洛阳,钴产量A股第1，,,,,,,,,ABCDEFGH,x65-锂电池
24,华友钴业,钴矿,浙江-嘉兴,钴产量A股第2，,,,,,,,,ABCDEFGH,x65-锂电池
25,腾远钴业-300,钴矿,江西--赣州,钴产量A股第3，,,,,,,,,ABCDEFGH,x65-锂电池
26,寒锐钴业,钴矿,南京,钴产量A股第4，,,,,,,,,ABCDEFGH,x65-锂电池
27,中国中铁,钴矿,北京,钴产量A股第5，,,,,,,,,ABCDEFGH,x65-锂电池
28,湖南裕能-300,正极材料-磷酸铁锂,湖南-湘潭,磷酸铁锂产量A股第1，,,,,,,,,ABCDEFGH,x65-锂电池
29,德方纳米,正极材料-磷酸铁锂,深圳,磷酸铁锂产量A股第2，,,,,,,,,ABCDEFGH,x65-锂电池
30,万润新能-688,正极材料-磷酸铁锂,湖北-十堰,磷酸铁锂产量A股第3，,,,,,,,,ABCDEFGH,x65-锂电池
31,龙蟠科技,正极材料-磷酸铁锂,江苏-南京,磷酸铁锂产量A股第4，,,,,,,,,ABCDEFGH,x65-锂电池
32,富临精工-300,正极材料-磷酸铁锂,四川-绵阳,磷酸铁锂产量A股第5，,,,,,,,,ABCDEFGH,x65-锂电池
33,湖南裕能-300,正极材料-磷酸铁,,磷酸铁锂产量A股第6，,,,,,,,,ABCDEFGH,x65-锂电池
34,万润新能-688,正极材料-磷酸铁,湖北-十堰,磷酸铁市占率A股第1，,,,,,,,,ABCDEFGH,x65-锂电池
35,天赐材料,正极材料-磷酸铁,广东-广州,磷酸铁市占率A股第2，,,,,,,,,ABCDEFGH,x65-锂电池
36,龙佰集团,正极材料-磷酸铁,河南-焦作,磷酸铁市占率A股第3，,,,,,,,,ABCDEFGH,x65-锂电池
37,安纳达,正极材料-磷酸铁,浙江-金华,磷酸铁市占率A股第4，,,,,,,,,ABCDEFGH,x65-锂电池
38,中伟股份-300,正极材料-三元前驱,贵州-铜仁,三元前驱市占率国内第1，,,,,,,,,ABCDEFGH,x65-锂电池
39,格林美,正极材料-三元前驱,深圳,三元前驱市占率国内第2，,,,,,,,,ABCDEFGH,x65-锂电池
40,华友钴业,正极材料-三元前驱,浙江-嘉兴,三元前驱市占率国内第3，,,,,,,,,ABCDEFGH,x65-锂电池
41,芳源股份-688,正极材料-三元前驱,广东-江门,三元前驱营收16亿,,,,,,,,ABCDEFGH,x65-锂电池
42,容百科技-688,正极材料-三元材料,浙江-宁波,三元正极材料市占率第1，,,,,,,,,ABCDEFGH,x65-锂电池
43,华友钴业,正极材料-三元材料,浙江-嘉兴,三元正极材料市占率第2，,,,,,,,,ABCDEFGH,x65-锂电池
44,当升科技-300,正极材料-三元材料,北京,三元正极材料市占率第3，,,,,,,,,ABCDEFGH,x65-锂电池
45,五矿新能-688,正极材料-三元材料,湖南-长沙,三元正极材料市占率第4，,,,,,,,,ABCDEFGH,x65-锂电池
46,厦钨新能-688,正极材料-三元材料,福建-厦门,三元正极材料市占率第5，,,,,,,,,ABCDEFGH,x65-锂电池
47,天力锂能-300,正极材料-三元材料,河南-新乡,电动自行车领域三元正极材料市占率第1，,,,,,,,,ABCDEFGH,x65-锂电池
48,振华新材-688,正极材料-三元材料,贵州-贵阳,三元正极材料营收65亿,,,,,,,,ABCDEFGH,x65-锂电池
49,厦钨新能-688,正极材料-钴酸锂,福建-厦门,钴酸锂市占率A股第1，,,,,,,,,ABCDEFGH,x65-锂电池
50,杉杉股份,正极材料-钴酸锂,浙江宁波,钴酸锂市占率A股第2，,,,,,,,,ABCDEFGH,x65-锂电池
51,盟固利,正极材料-钴酸锂,天津,钴酸锂市占率A股第3，,,,,,,,,ABCDEFGH,x65-锂电池
52,科恒股份-300,正极材料-钴酸锂,广东-江门,钴酸锂市占率A股第4，,,,,,,,,ABCDEFGH,x65-锂电池
53,超频三-300,正极材料-钴酸锂,深圳,钴酸锂市占率A股第5，,,,,,,,,ABCDEFGH,x65-锂电池
54,湘潭电化,正极材料-锰系材料,湖南-湘潭,电解二氧化锰产量第1，,,,,,,,,ABCDEFGH,x65-锂电池
55,红星发展,正极材料-锰系材料,贵州-安顺,电解二氧化锰产量第2，,,,,,,,,ABCDEFGH,x65-锂电池
56,中钢天源,正极材料-锰系材料,安徽-马鞍山,四氧化三锰产能A股第一，,,,,,,,,ABCDEFGH,x65-锂电池
57,湖南海利,正极材料-锰系材料,湖南-长沙,锰酸锂正极材料产能第8.,,,,,,,,ABCDEFGH,x65-锂电池
58,巨化股份,正极材料-PVDF,浙江-衢州,PVDF产能A股第1，, 聚偏二氟乙烯简称PVDF,,,,,,,ABCDEFGH,x65-锂电池
59,昊华科技,正极材料-PVDF,四川-成都,PVDF产能A股第2，,,,,,,,,ABCDEFGH,x65-锂电池
60,璞泰来,正极材料-PVDF,上海,PVDF产能A股第3，,,,,,,,,ABCDEFGH,x65-锂电池
61,东阳光,正极材料-PVDF,广东-韶关,PVDF产能A股第4，,,,,,,,,ABCDEFGH,x65-锂电池
62,联盛化学-300,正极材料-粘结剂,浙江-台州,公司NMP溶剂用于正极材料粘结,,,,,,,,ABCDEFGH,x65-锂电池
63,道恩股份,正极材料-HNBR(氢化丁腈）,山东-烟台,HNBR（氢化丁腈橡胶）差能能A股第1，,,,,,,,,ABCDEFGH,x65-锂电池
64,齐翔腾达,正极材料-HNBR(氢化丁腈）,山东-淄博,丁二烯（HNBR原料之一）市占率A股第一，,,,,,,,,ABCDEFGH,x65-锂电池
65,宝丽迪-300,正极材料-共价有机框架材料COFs,江苏-苏州,全球唯一吨级COFs材料量产者，,宁德时代的专利显示，正是共价有机框架材料COFs 在电池正极的应用,,,,,,,ABCDEFGH,x65-锂电池
66,创业环保,正极材料-共价有机框架材料COFs,天津,宝丽迪全球量产参与者,,,,,,,,ABCDEFGH,x65-锂电池
67,负极材料包括,天然石墨，人造石墨，包裹材料,,,,,,,,,,ABCDEFGH,x65-锂电池
68,翔丰华,负极材料-天然石墨,上海,天然石墨市占率第1，,,,,,,,,ABCDEFGH,x65-锂电池
69,杉杉股份,负极材料-天然石墨,浙江-宁波,天然石墨市占率第2，,,,,,,,,ABCDEFGH,x65-锂电池
70,中科电气-300,负极材料-天然石墨,湖南-岳阳,天然石墨市占率第3，,,,,,,,,ABCDEFGH,x65-锂电池
71,璞泰来,负极材料-人造石墨,,人造石墨市占率第1，,,,,,,,,ABCDEFGH,x65-锂电池
72,杉杉股份,负极材料-人造石墨,浙江-宁波,人造石墨市占率第2，,,,,,,,,ABCDEFGH,x65-锂电池
73,翔丰华,负极材料-人造石墨,上海,人造石墨市占率第3，,,,,,,,,ABCDEFGH,x65-锂电池
74,中科电气-300,负极材料-人造石墨,湖南-岳阳,人造石墨市占率第4，,,,,,,,,ABCDEFGH,x65-锂电池
75,尚太科技,负极材料-人造石墨,河北-石家庄,人造石墨市占率第5，,,,,,,,,ABCDEFGH,x65-锂电池
76,国民技术-300,负极材料-人造石墨,深圳,人造石墨市占率第6，,,,,,,,,ABCDEFGH,x65-锂电池
77,信德新材,负极材料-包裹材料,辽宁-辽阳,负极包裹材料产能第1，,,,,,,,,ABCDEFGH,x65-锂电池
78,宝泰隆,负极材料-包裹材料,黑龙江-七台河,负极包裹材料产能第2，,,,,,,,,ABCDEFGH,x65-锂电池
79,电解液分为,六氟磷酸锂，电解液添加剂，双氟磺酰亚胺锂锂盐,,电解液溶剂，电解液成品,,,,,,,,ABCDEFGH,x65-锂电池
80,天赐材料,电解液-六氟磷酸锂,广州,六氟磷酸锂产能A股第1，,,,,,,,,ABCDEFGH,x65-锂电池
81,多氟多,电解液-六氟磷酸锂,河南-焦作,六氟磷酸锂产能A股第2，,,,,,,,,ABCDEFGH,x65-锂电池
82,天际股份,电解液-六氟磷酸锂,广东-汕头,六氟磷酸锂产能A股第3，,,,,,,,,ABCDEFGH,x65-锂电池
83,永太科技,电解液-六氟磷酸锂,浙江-台州,六氟磷酸锂产能A股第4，,,,,,,,,ABCDEFGH,x65-锂电池
84,华盛锂电-688,电解液-电解液添加剂,江苏-苏州,电解液添加剂市占率A股第1，,,,,,,,,ABCDEFGH,x65-锂电池
85,永太科技,电解液-电解液添加剂,浙江-台州,电解液添加剂市占率A股第2，,,,,,,,,ABCDEFGH,x65-锂电池
86,新宙邦-300,电解液-电解液添加剂,深圳,电解液添加剂市占率A股第3，,,,,,,,,ABCDEFGH,x65-锂电池
87,富祥药业,电解液-电解液添加剂,江西-景德镇,VC产品2025年预计产能2万吨，,目前市场主流电解液添加剂主要有碳酸亚乙烯酯(VC)、氟代碳酸乙烯酯(FEC)、亚硫酸丙烯酯(PS)以及双草酸硼酸锂(LiBOB)等。,,,,,,,ABCDEFGH,x65-锂电池
88,天赐材料,电解液-双辅流酰亚胺锂锂盐,广州,双辅流酰亚胺锂锂盐产能第1，,,,,,,,,ABCDEFGH,x65-锂电池
89,康鹏科技-688,电解液-双辅流酰亚胺锂锂盐,上海,双辅流酰亚胺锂锂盐产能第2，,,,,,,,,ABCDEFGH,x65-锂电池
90,新宙邦-300,电解液-双辅流酰亚胺锂锂盐,深圳,双辅流酰亚胺锂锂盐产能第3，,,,,,,,,ABCDEFGH,x65-锂电池
91,多氟多,电解液-双辅流酰亚胺锂锂盐,河南-焦作,双辅流酰亚胺锂锂盐产能第4，,,,,,,,,ABCDEFGH,x65-锂电池
92,永太科技,电解液-双辅流酰亚胺锂锂盐,浙江-台州,双辅流酰亚胺锂锂盐产能第5，,,,,,,,,ABCDEFGH,x65-锂电池
93,凯盛新材-300,电解液-双辅流酰亚胺锂锂盐,山东-淄博,氯化亚砜差能能第1，,,,,,,,,ABCDEFGH,x65-锂电池
94,海科新源-300,电解液溶剂,山东-东营,电解液溶剂是市占率去全球第1，,,,,,,,,ABCDEFGH,x65-锂电池
95,石大胜华,电解液溶剂,山东-东营,电解液溶剂是市占率去全球第2，,,,,,,,,ABCDEFGH,x65-锂电池
96,天赐材料,电解液成品,广州,电解液产能A股第1，,,,,,,,,ABCDEFGH,x65-锂电池
97,新宙邦-300,电解液成品,深圳,电解液产能A股第2，,,,,,,,,ABCDEFGH,x65-锂电池
98,瑞泰新材-300,电解液成品,江苏-苏州,电解液产能A股第3，,,,,,,,,ABCDEFGH,x65-锂电池
99,恩捷股份,隔膜,云南-玉溪,隔膜市占率A股第1，,,,,,,,,ABCDEFGH,x65-锂电池
100,星源材质-300,隔膜,深圳,隔膜市占率A股第2，,,,,,,,,ABCDEFGH,x65-锂电池
101,中材科技,隔膜,江苏-南京,隔膜市占率A股第3，,,,,,,,,ABCDEFGH,x65-锂电池
102,沧州明珠,隔膜,河北-沧州,隔膜市占率A股第4，,,,,,,,,ABCDEFGH,x65-锂电池
103,璞泰来,隔膜,上海,涂覆隔膜茶能第，,,,,,,,,ABCDEFGH,x65-锂电池
104,欧克科技,隔膜,江西-九江,销售湿法锂电池隔膜生产线设备,,,,,,,,ABCDEFGH,x65-锂电池
105,鼎胜新材,铝箔,江苏-南京,,,,,,,,,ABCDEFGH,x65-锂电池
106,天山铝业,铝箔,浙江-台州,,,,,,,,,ABCDEFGH,x65-锂电池
107,万顺新材-300,铝箔,广东-汕头,,,,,,,,,ABCDEFGH,x65-锂电池
108,神火股份,铝箔,河南-商丘,,,,,,,,,ABCDEFGH,x65-锂电池
109,宏创控股,铝箔,山东-滨州,,,,,,,,,ABCDEFGH,x65-锂电池
110,众源新材,铝箔,安徽-芜湖,,,,,,,,,ABCDEFGH,x65-锂电池
111,云铝股份,铝箔,云南-昆明,,,,,,,,,ABCDEFGH,x65-锂电池
112,常铝股份,铝箔,江苏-苏州,,,,,,,,,ABCDEFGH,x65-锂电池
113,南山铝业,铝箔,山东-烟台,,,,,,,,,ABCDEFGH,x65-锂电池
114,永杰新材,铝箔,浙江-杭州,,,,,,,,,ABCDEFGH,x65-锂电池
115,东阳光,铝箔,广东-韶关,,,,,,,,,ABCDEFGH,x65-锂电池
116,新疆众和,铝箔,新疆-乌鲁木齐,,,,,,,,,ABCDEFGH,x65-锂电池
117,德福科技-300,铜箔,江西-九江,,,,,,,,,ABCDEFGH,x65-锂电池
118,嘉元科技-688,铜箔,广东-梅州,,,,,,,,,ABCDEFGH,x65-锂电池
119,诺德股份,铜箔,吉林-长春,,,,,,,,,ABCDEFGH,x65-锂电池
120,中一科技-300,铜箔,湖北-孝感,,,,,,,,,ABCDEFGH,x65-锂电池
121,铜冠铜箔-300,铜箔,安徽-池州,,,,,,,,,ABCDEFGH,x65-锂电池
122,万顺新材-300,铜箔,广东汕头,,,,,,,,,ABCDEFGH,x65-锂电池
123,英联股份,铜箔,广东-汕头,,,,,,,,,ABCDEFGH,x65-锂电池
124,胜利精密,铜箔,江苏-苏州,,,,,,,,,ABCDEFGH,x65-锂电池
125,科达利,电池结构件,深圳,电池壳体营收第1，,,,,,,,,ABCDEFGH,x65-锂电池
126,震裕科技-300,电池结构件,浙江-宁波,电池壳体营收第2，,,,,,,,,ABCDEFGH,x65-锂电池
127,金杨股份-300,电池结构件,江苏-无锡,电池壳体营收第3，,,,,,,,,ABCDEFGH,x65-锂电池
128,西典新能,电池结构件,江苏-苏州,电池连接系统市占率第1，,,,,,,,,ABCDEFGH,x65-锂电池
129,中瑞股份-300,电池结构件,江苏-常州,圆柱锂电池精密安全结构件,,,,,,,,ABCDEFGH,x65-锂电池
130,先惠技术,电池结构件,上海,动力锂电池精密结构件供货宁德时代,,,,,,,,ABCDEFGH,x65-锂电池
131,壹连科技-300,电池结构件,深圳,电连接组件等相关营收30亿,,,,,,,,ABCDEFGH,x65-锂电池
132,先导智能-300,设备,江苏-无锡,锂电池设备品类规模第1，,锂电池设备是指在锂电池生产过程中使用的各类机械设备,,,,,,,ABCDEFGH,x65-锂电池
133,赢合科技-300,设备,深圳,锂电池设备品类规模第2，,,,,,,,,ABCDEFGH,x65-锂电池
134,宏工科技-300,设备,广东-东莞,锂电池前段设备营收第1，,,,,,,,,ABCDEFGH,x65-锂电池
135,科恒股份-300,设备,广东-江门,锂电池前段设备营收第2，,,,,,,,,ABCDEFGH,x65-锂电池
136,金银河-300,设备,广东-佛山,锂电池前段设备营收第3，,,,,,,,,ABCDEFGH,x65-锂电池
137,信宇人-688,设备,深圳,锂电池前段设备营收第4，,,,,,,,,ABCDEFGH,x65-锂电池
138,星云股份-300,设备,福建-福州,锂电后端设备营收第1，,,,,,,,,ABCDEFGH,x65-锂电池
139,杭可科技-688,设备,浙江-杭州,锂电后端设备营收第2，,,,,,,,,ABCDEFGH,x65-锂电池
140,誉辰智能-688,设备,深圳,锂电后端设备营收第3，,,,,,,,,ABCDEFGH,x65-锂电池
141,联赢激光-688,设备,深圳呢,锂电激光焊接设备营收第1，,,,,,,,,ABCDEFGH,x65-锂电池
142,骄成超声-688,设备,上海,锂电超声焊接设备第1,,,,,,,,ABCDEFGH,x65-锂电池
143,德新科技,设备,新疆-乌鲁木齐,锂电裁切磨具营收第一,,,,,,,,ABCDEFGH,x65-锂电池
144,亚光股份,设备,浙江-温州,MVR蒸发系统用于碳酸锂，氢氧化锂蒸发，冷却结晶,,,,,,,,ABCDEFGH,x65-锂电池
145,福能东方,设备,广东-佛山,锂电池自动化生产设备相关营收13亿,,,,,,,,ABCDEFGH,x65-锂电池
146,利元亨-688,设备,广东-惠州,锂电池制造设备营收38亿,,,,,,,,ABCDEFGH,x65-锂电池
147,比亚迪,电池管理系统,深圳,电池管理系统BMS第1，,,,,,,,,ABCDEFGH,x65-锂电池
148,宁德时代-300,电池管理系统,福建-宁德,电池管理系统BMS第2，,,,,,,,,ABCDEFGH,x65-锂电池
149,华塑科技-300,电池管理系统,浙江-杭州,电池管理系统BMS营收2.7亿,,,,,,,,ABCDEFGH,x65-锂电池
150,宁德时代-300,锂电池产品,福建-宁德,储能锂电池出货量第1，,,,,,,,,ABCDEFGH,x65-锂电池
151,比亚迪,锂电池产品,深圳,储能锂电池出货量第2，,,,,,,,,ABCDEFGH,x65-锂电池
152,亿纬锂能-300,锂电池产品,广东-惠州,储能锂电池出货量第3，,,,,,,,,ABCDEFGH,x65-锂电池
153,鹏辉能源-300,锂电池产品,广州,储能锂电池出货量第4，,,,,,,,,ABCDEFGH,x65-锂电池
154,国轩高科,锂电池产品,安徽-合肥,储能锂电池出货量第5，,,,,,,,,ABCDEFGH,x65-锂电池
155,派能科技-688,锂电池产品,上海,新入场，锂电刀片电池 即将发布,,,,,,,,ABCDEFGH,x65-锂电池
156,天宸股份,锂电池产品,上海,投建锂电池光储一体化项目,,,,,,,,ABCDEFGH,x65-锂电池
