序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
19,中国西电,一次设备-变电设备,陕西-西安,综合实力第二，组合电器，断路器，互感器，电抗器,,,,,,,,ABCDEFGH,x14-电力设备
20,平高电气,一次设备-变电设备,河南-平顶山,综合实力第三，组合电器，断路器，隔离开关,,,,,,,,ABCDEFGH,x14-电力设备
21,特变电工,一次设备-变电设备,新疆-昌吉,综合实力A股第四，变压器，电抗器市占率第二,,,,,,,,ABCDEFGH,x14-电力设备
22,许继电气,一次设备-变电设备,河南-许昌,综合实力A股第五，消弧线圈市占率第二，电容器市占率第三,,,,,,,,ABCDEFGH,x14-电力设备
23,长春高新,一次设备-变电设备,吉林-长春,综合实力A股第六，隔离开关市占率第二，组合电器市占率第四,,,,,,,,ABCDEFGH,x14-电力设备
24,科林电气,一次设备-变电设备,河北-石家庄,综合实力A股第七，高低压开关具备市场高市占率,,,,,,,,ABCDEFGH,x14-电力设备
25,和顺电气-300,一次设备-变电设备,江苏-苏州,综合实力A股第八，开关设备、箱变设备，箱体（控制台，机箱，机柜）,,,,,,,,ABCDEFGH,x14-电力设备
26,广电电气,一次设备-变电设备,上海-奉贤区,公司输配电及控制设备营收9.5亿,,,,,,,,ABCDEFGH,x14-电力设备
27,森源电气,一次设备-变电设备,河南-许昌,公司输变电产品营收21亿,,,,,,,,ABCDEFGH,x14-电力设备
28,大连电瓷,一次设备-输电绝缘子,辽宁-大连,特高压交流瓷绝缘子 市占率率第一,,,,,,,,ABCDEFGH,x14-电力设备
29,神马电力,一次设备-输电绝缘子,江苏-南通,变电站绝缘子 营收6.53亿,,,,,,,,ABCDEFGH,x14-电力设备
30,金利华电-300,一次设备-输电绝缘子,山西-长治,特高压玻璃绝缘子营收1.22亿,,,,,,,,ABCDEFGH,x14-电力设备
31,博菲电气,一次设备-输电绝缘子,浙江-嘉兴,公司主营电气绝缘材料等高分子复合材料的生产与销售,,,,,,,,ABCDEFGH,x14-电力设备
32,宏盛华源,一次设备-输电铁塔,山东-济南,输电铁塔营收A股第一，87亿,,,,,,,,ABCDEFGH,x14-电力设备
33,风范股份,一次设备-输电铁塔,江苏-苏州,输电铁塔营收A股第二，24亿,,,,,,,,ABCDEFGH,x14-电力设备
34,汇金通,一次设备-输电铁塔,山东-青岛,输电铁塔营收A股第三，22亿,,,,,,,,ABCDEFGH,x14-电力设备
35,东方铁塔,一次设备-输电铁塔,山东-青岛,输电铁塔营收A股第四，16亿,,,,,,,,ABCDEFGH,x14-电力设备
36,远东股份,一次设备-输电线缆,青海-西宁,电力线缆营收A股第1,,,,,,,,ABCDEFGH,x14-电力设备
37,享通光电,一次设备-输电线缆,江苏-苏州,电力线缆营收A股第2,,,,,,,,ABCDEFGH,x14-电力设备
38,起帆电缆,一次设备-输电线缆,上海-金山,电力线缆营收A股第3,,,,,,,,ABCDEFGH,x14-电力设备
39,宝胜股份,一次设备-输电线缆,江苏-扬州,电力线缆营收A股第4,,,,,,,,ABCDEFGH,x14-电力设备
40,汉缆股份,一次设备-输电线缆,山东-青岛,电力线缆营收A股第5,,,,,,,,ABCDEFGH,x14-电力设备
41,万马股份,一次设备-输电线缆,浙江-杭州,电力线缆营收A股第6,,,,,,,,ABCDEFGH,x14-电力设备
42,太阳电缆,一次设备-输电线缆,福建-南平,电力线缆营收A股第7,,,,,,,,ABCDEFGH,x14-电力设备
43,杭电股份,一次设备-输电线缆,浙江-杭州,电力线缆营收A股第8,,,,,,,,ABCDEFGH,x14-电力设备
44,中超控股,一次设备-输电线缆,江苏-无锡,电力线缆营收A股第9,,,,,,,,ABCDEFGH,x14-电力设备
45,东方电缆,一次设备-输电线缆,浙江-宁波,电力线缆营收A股第10,,,,,,,,ABCDEFGH,x14-电力设备
46,华菱线缆,一次设备-输电线缆,湖南-湘潭,电力线缆营收A股第11,,,,,,,,ABCDEFGH,x14-电力设备
47,远程股份,一次设备-输电线缆,江苏-无锡,电力线缆营收A股第12,,,,,,,,ABCDEFGH,x14-电力设备
48,新亚电缆,一次设备-输电线缆,广东-清远,电力线缆营收A股第13,,,,,,,,ABCDEFGH,x14-电力设备
49,中辰股份-300,一次设备-输电线缆,江苏-无锡,电力线缆营收A股第14,,,,,,,,ABCDEFGH,x14-电力设备
50,久盛电气-300,一次设备-输电线缆,浙江-湖州,电力线缆营收A股第15,,,,,,,,ABCDEFGH,x14-电力设备
51,通光线缆-300,一次设备-输电线缆,江苏-南通,电力线缆营收A股第16,,,,,,,,ABCDEFGH,x14-电力设备
52,二次设备-科普,二次设备-继电保护,,二次设备，则是对一次设备的工作状态进行监测、控制、调节、保护，并为运行和维护人员提供必要的运行工况和生产指挥信号的低压电气设备，涵盖监察测量仪表、控制及信号器具、继电保护装置、自动装置和远动装置等,,,,,,,,ABCDEFGH,x14-电力设备
53,国电南瑞,二次设备-继电保护,江苏-南京,二次设备综合实力第一，,,,,,,,,ABCDEFGH,x14-电力设备
54,四方股份,二次设备-继电保护,北京-海淀,二次设备综合实力第二，,,,,,,,,ABCDEFGH,x14-电力设备
55,国电南自,二次设备-继电保护,江苏-南京,二次设备综合实力第三,,,,,,,,ABCDEFGH,x14-电力设备
56,长园集团,二次设备-继电保护,深圳,二次设备综合实力第四,,,,,,,,ABCDEFGH,x14-电力设备
57,科大智能-300,二次设备-配电网监测,上海-松江,配电网状态监测系统市占率A股第1,,,,,,,,ABCDEFGH,x14-电力设备
58,东方电子,二次设备-配电网监测,山东-烟台,配电网状态监测系统市占率A股第2,,,,,,,,ABCDEFGH,x14-电力设备
59,宏力达-688,二次设备-配电网监测,上海-松江,配电网状态监测系统市占率A股第3,,,,,,,,ABCDEFGH,x14-电力设备
60,友讯达-300,二次设备-配电网监测,深圳,配电网状态监测系统市占率A股第4,,,,,,,,ABCDEFGH,x14-电力设备
61,映翰通-688,二次设备-配电网监测,北京-朝阳,配电网接地故障检测、配电线路故障隔离,,,,,,,,ABCDEFGH,x14-电力设备
62,智洋创新-688,二次设备-配电网监测,山东-淄博,配电网故障定位算法、单相接地判断算法,,,,,,,,ABCDEFGH,x14-电力设备
63,万胜智能-300,二次设备-配电网监测,浙江-台州,配电网数字化AI辅助检测系统,,,,,,,,ABCDEFGH,x14-电力设备
64,双杰电气-300,二次设备-配电网监测,北京-海淀,配网自动化监控系统及其他配电自动化产品,,,,,,,,ABCDEFGH,x14-电力设备
65,海联讯-300,二次设备-配电网监测,浙江-杭州,公司产品包括电力信息化、智能电网业务,,,,,,,,ABCDEFGH,x14-电力设备
66,纬德信息-688,二次设备-输变电监测,广州,输电监测系统应用于特高压,,,,,,,,ABCDEFGH,x14-电力设备
67,汇源通信,二次设备-输变电监测,四川-成都,输电监测系统应用于高压室电线,,,,,,,,ABCDEFGH,x14-电力设备
68,煜邦电力-688,二次设备-输变电监测,北京-东城,输变检测平台，可视化平台用于输、变、配 三大场景,,,,,,,,ABCDEFGH,x14-电力设备
69,威胜信息,二次设备-输变电监测,湖南-长沙,故障监测设备-低压用电监测终端，配网故障监测终端,,,,,,,,ABCDEFGH,x14-电力设备
70,鼎信通讯,二次设备-输变电监测,山东-青岛,故障检测算法-研究了电弧监测的AI智能算法,,,,,,,,ABCDEFGH,x14-电力设备
71,智洋创新-688,二次设备-输变电监测,山东-淄博,变电监测系统-变电远程智能巡视，监控，辅助系统与配电智能运维管理,,,,,,,,ABCDEFGH,x14-电力设备
72,东软载波-300,二次设备-输变电监测,山东-青岛,终端感知设备,,,,,,,,ABCDEFGH,x14-电力设备
73,科汇股份-688,二次设备-输变电监测,山东-淄博,故障监测设备,,,,,,,,ABCDEFGH,x14-电力设备
74,光格科技-688,二次设备-输变电监测,江苏-苏州,电力系统监控,,,,,,,,ABCDEFGH,x14-电力设备
75,申昊科技-300,二次设备-输变电监测,浙江-杭州,输变电监测,,,,,,,,ABCDEFGH,x14-电力设备
76,正泰电器,二次设备-低压电器,浙江-温州,低压电器市占率A股第1,,,,,,,,ABCDEFGH,x14-电力设备
77,良信股份,二次设备-低压电器,上海-浦东,低压电器市占率A股第2,,,,,,,,ABCDEFGH,x14-电力设备
78,天正电气,二次设备-低压电器,浙江-温州,低压电器市占率A股第3,,,,,,,,ABCDEFGH,x14-电力设备
79,泰永长征,二次设备-低压电器,贵州-遵义,低压电器市占率A股第4,,,,,,,,ABCDEFGH,x14-电力设备
80,北京科锐,二次设备-配电设备,北京-海淀,配电设备营收21亿，中低压开关产品，配电变压器产品,,,,,,,,ABCDEFGH,x14-电力设备
81,长城电工,二次设备-配电设备,甘肃-兰州,中高压开关柜，低压控制电器,,,,,,,,ABCDEFGH,x14-电力设备
82,合纵科技-300,二次设备-配电设备,湖南-长沙,环网柜，柱上开关，箱式变电站，,,,,,,,,ABCDEFGH,x14-电力设备
83,宏力达-688,二次设备-配电设备,上海-松江,智能柱上开关，故障指示器,,,,,,,,ABCDEFGH,x14-电力设备
84,双杰电气-300,二次设备-配电设备,北京-海淀,环网柜，柱上开关，高低压成套开关柜,,,,,,,,ABCDEFGH,x14-电力设备
85,大烨智能-300,二次设备-配电设备,江苏-南京,馈线终端，一二次融合柱上开关,,,,,,,,ABCDEFGH,x14-电力设备
86,金冠电气-688,二次设备-配电设备,河南-南阳,高压开关柜，环网柜，柱上开关,,,,,,,,ABCDEFGH,x14-电力设备
87,苏文电能-300,二次设备-配电设备,江苏-常州,高低压柜成套，户外环网箱，,,,,,,,,ABCDEFGH,x14-电力设备
88,众智科技-300,二次设备-配电设备,河南-郑州,内燃发电机组，自动控制系统,,,,,,,,ABCDEFGH,x14-电力设备
89,中能电气-300,二次设备-配电设备,福建-福州,智能输配电及控制设备，全绝缘断路器,,,,,,,,ABCDEFGH,x14-电力设备
90,威胜信息,二次设备-用电信息采集,湖南-长沙,用电信息采集系统中标份额A股第1,,,,,,,,ABCDEFGH,x14-电力设备
91,国电南瑞,二次设备-用电信息采集,江苏-南京,用电信息采集系统中标份额A股第2,,,,,,,,ABCDEFGH,x14-电力设备
92,三星医疗,二次设备-用电信息采集,浙江-宁波,用电信息采集系统中标份额A股第3,,,,,,,,ABCDEFGH,x14-电力设备
93,东方电子,二次设备-用电信息采集,烟台,用电信息采集系统中标份额A股第4,,,,,,,,ABCDEFGH,x14-电力设备
94,鼎信通讯,二次设备-用电信息采集,青岛,用电信息采集系统中标份额A股第5,,,,,,,,ABCDEFGH,x14-电力设备
95,新联电子,二次设备-用电信息采集,江苏-南京,用电信息采集系统营收占比72%,,,,,,,,ABCDEFGH,x14-电力设备
96,泽宇智能-300,二次设备-用电信息采集,江苏-南通,用电信息采集系统营收占比65%，6.96亿,,,,,,,,ABCDEFGH,x14-电力设备
97,未来电器-300,二次设备-塑壳断路器,江苏-苏州,市占率A股第一,,,,,,,,ABCDEFGH,x14-电力设备
98,洛凯股份,二次设备-塑壳断路器,江苏-常州,"断路器营收3,6亿",,,,,,,,ABCDEFGH,x14-电力设备
99,新宏泰,二次设备-塑壳断路器,江苏-无锡,断路器营收2.46亿,,,,,,,,ABCDEFGH,x14-电力设备
100,宏发股份,二次设备-继电器,湖北-武汉,继电器市占率全球第一，14.1%,,,,,,,,ABCDEFGH,x14-电力设备
101,继电器科普,,,实际上是用小电流去控制大电流运作的一种“自动开关”。故在电路中起着自动调节、安全保护、转换电路等作用。 [1],,,,,,,,ABCDEFGH,x14-电力设备
102,三友联众-300,二次设备-继电器,广东-东莞,继电器市占率全球第八，2.4%,,,,,,,,ABCDEFGH,x14-电力设备
103,欣灵电气-300,二次设备-继电器,浙江-温州,继电器营收2.25亿,,,,,,,,ABCDEFGH,x14-电力设备
104,三星医疗,二次设备-智能电表,浙江-宁波,国内市占率第1,,,,,,,,ABCDEFGH,x14-电力设备
105,东方电子,二次设备-智能电表,烟台,国内市占率第2,,,,,,,,ABCDEFGH,x14-电力设备
106,科陆电子,二次设备-智能电表,深圳,国内市占率第3,,,,,,,,ABCDEFGH,x14-电力设备
107,许继电气,二次设备-智能电表,河南-许昌,国内市占率第4,,,,,,,,ABCDEFGH,x14-电力设备
108,炬华科技-300,二次设备-智能电表,浙江-杭州,国内市占率第5,,,,,,,,ABCDEFGH,x14-电力设备
109,国电南瑞,二次设备-智能电表,江苏-南京,国内市占率第6,,,,,,,,ABCDEFGH,x14-电力设备
110,鼎信通讯,二次设备-智能电表,青岛,国内市占率第7,,,,,,,,ABCDEFGH,x14-电力设备
111,林洋能源,二次设备-智能电表,江苏-南通,国内市占率第8,,,,,,,,ABCDEFGH,x14-电力设备
112,电科院-300,电力设备-设备检测,江苏-苏州,唯一的一家同事从事高低压电器检测独立的第三方机构,,,,,,,,ABCDEFGH,x14-电力设备
113,红相股份-300,电力设备-设备检测,福建-厦门,电力检测及电力设备产品,,,,,,,,ABCDEFGH,x14-电力设备
114,国缆检测-300,电力设备-设备检测,上海-宝山,超高压直流电缆、高压海联检测技术领先,,,,,,,,ABCDEFGH,x14-电力设备
115,海伦哲-300,电力设备-设备检测,江苏-徐州,电力系统高空作业车、抢修车,,,,,,,,ABCDEFGH,x14-电力设备
116,杭州柯林-688,电力设备-设备检测,浙江-杭州,电气设备健康状态智能感知与诊断预警装置,,,,,,,,ABCDEFGH,x14-电力设备
