序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
56.0,华帝股份,厨房家电-炊具,广东-中山,炊具,,,,,,,,ABCDEFGH,x50-家用电器
57.0,海尔智家,洗衣机,青岛,洗衣机市占率第1，,,,,,,,,ABCDEFGH,x50-家用电器
58.0,美的集团,洗衣机,佛山,洗衣机市占率第2，,,,,,,,,ABCDEFGH,x50-家用电器
59.0,惠而浦,洗衣机,安徽-合肥,洗衣机市占率第3，,,,,,,,,ABCDEFGH,x50-家用电器
60.0,奇精机械,洗衣机,浙江-宁波,波轮洗衣机离合器市占率率第一，,,,,,,,,ABCDEFGH,x50-家用电器
61.0,小熊电器,小家电,佛山,创意长尾 小家电品类规模第一， 有：煮蛋器，酸奶机等,,,,,,,,ABCDEFGH,x50-家用电器
62.0,北鼎股份-300,小家电,深圳,养生壶 第一,,,,,,,,ABCDEFGH,x50-家用电器
63.0,利仁科技,小家电,北京,电饼铛,,,,,,,,ABCDEFGH,x50-家用电器
64.0,德尔玛-300,小家电,佛山,小家电营收33亿,,,,,,,,ABCDEFGH,x50-家用电器
65.0,奥佳华,按摩器械,福建-厦门,按摩电器 ODM 出货量第一，,ODM 原始设计制造商 （既设计又生产）,OEM 原始设备制造商 （不设计只生产）,,,,,,ABCDEFGH,x50-家用电器
66.0,荣泰健康,按摩器械,上海,按摩器行业市占率西第二，,,,,,,,,ABCDEFGH,x50-家用电器
67.0,倍轻松-688,按摩器械,深圳,眼部、头部按摩器件综合实力第一，,,,,,,,,ABCDEFGH,x50-家用电器
68.0,彩虹集团,电热毯,四川-成都,电热毯销量国内第一,,,,,,,,ABCDEFGH,x50-家用电器
69.0,兆驰股份,家电代工,深圳,电视机ODM 龙头企业,,,,,,,,ABCDEFGH,x50-家用电器
70.0,新宝股份,家电代工,佛山,小家电ODM OEM 出海市占率第一, ,,,,,,,ABCDEFGH,x50-家用电器
71.0,比依股份,家电代工,宁波,空气炸锅 ODM  oem 龙头,,,,,,,,ABCDEFGH,x50-家用电器
,再升科技,家电部件,,真空绝热板芯材产能A股第一,C919大飞机-新材料-玻璃纤维棉,,,,,,,,
,赛特新材-688,家电部件,,真空绝热板,,,,,,,,,
72.0,热威股份,家电部件,浙江-杭州,民用电器电热元件营收14亿，,,,,,,,,ABCDEFGH,x50-家用电器
73.0,横河精密-300,家电部件,浙江-宁波,减速器，高速吸尘器，智能洗碗机等,,,,,,,,ABCDEFGH,x50-家用电器
74.0,美硕科技-300,家电部件,浙江-温州,家用电器继电器 市占率 浙江第一， 主要供货美的等公司,,,,,,,,ABCDEFGH,x50-家用电器
75.0,宏昌科技-300,家电部件,浙江-金华,家用电器配件营收占比99%,,,,,,,,ABCDEFGH,x50-家用电器
76.0,康盛股份,家电部件,浙江-杭州,家用电器制冷管路及配件营收占比93%,,,,,,,,ABCDEFGH,x50-家用电器
77.0,平安电工,家电部件,湖北-咸宁,家用电器云母绝缘材料,,,,,,,,ABCDEFGH,x50-家用电器
78.0,立霸股份,家电部件,江苏-无锡,公司PCM板材营收14亿，,,,,,,,,ABCDEFGH,x50-家用电器
79.0,禾盛新材,家电部件,江苏-苏州,冰箱，空调，洗衣机等外观部件机涂层板（PCM），覆膜板,,,,,,,,ABCDEFGH,x50-家用电器
80.0,东南电子-300,家电部件,浙江-温州,家电微动开关,东南大学在南京,,,,,,,ABCDEFGH,x50-家用电器
