序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
51,博闻科技,咖啡,云南-保山市,公司拥有咖啡生豆、熟豆及其制品生产加工基地，食用菌,隅田川,,,,,,,ABCDEFGH,x29-食品饮料
52,壹网壹创-300,咖啡,浙江-杭州,与意大利知名品牌i11y 意利咖啡开展业务合作,,,,,,,,ABCDEFGH,x29-食品饮料
53,一鸣食品,咖啡,浙江-温州,公司已经推出了”奕程咖啡“项目,,,,,,,,ABCDEFGH,x29-食品饮料
54,东鹏饮料,咖啡,深圳,推出“东鹏大咖”咖啡饮料系列，包括生椰拿铁等新品,,,,,,,,ABCDEFGH,x29-食品饮料
55,伊利股份,乳制品-常温奶,内蒙-呼和浩特,产品营收第1,,,,,,,,ABCDEFGH,x29-食品饮料
56,皇氏集团,乳制品-常温奶,广西-南京,产品营收第2,,,,,,,,ABCDEFGH,x29-食品饮料
57,天润乳业,乳制品-常温奶,新疆-乌鲁木齐,产品营收第3,,,,,,,,ABCDEFGH,x29-食品饮料
58,李子园,乳制品-常温奶,浙江-金华,产品营收第4,,,,,,,,ABCDEFGH,x29-食品饮料
59,品渥食品-300,乳制品-常温奶,上海,产品营收第5,,,,,,,,ABCDEFGH,x29-食品饮料
60,庄园牧场,乳制品-常温奶,甘肃-兰州,产品营收第6,,,,,,,,ABCDEFGH,x29-食品饮料
61,燕塘乳业,乳制品-常温奶,广州,产品营收第7,,,,,,,,ABCDEFGH,x29-食品饮料
62,麦趣尔,乳制品-常温奶,新疆-昌吉,产品营收第8,,,,,,,,ABCDEFGH,x29-食品饮料
63,光明乳业,乳制品-鲜奶,上海,,,,,,,,,ABCDEFGH,x29-食品饮料
64,三元股份,乳制品-鲜奶,北京-大兴,,,,,,,,,ABCDEFGH,x29-食品饮料
65,新乳业,乳制品-鲜奶,四川-成都,,,,,,,,,ABCDEFGH,x29-食品饮料
66,阳光乳业,乳制品-鲜奶,江西-南昌,,,,,,,,,ABCDEFGH,x29-食品饮料
67,一鸣食品,乳制品-鲜奶,浙江-温州,鲜奶，烘焙,,,,,,,,ABCDEFGH,x29-食品饮料
68,妙可蓝多,奶酪,上海,奶酪,,,,,,,,ABCDEFGH,x29-食品饮料
69,熊猫乳品-300,炼乳,浙江-温州,炼乳行业唯一上市企业，国内市占率第二，18%,,,,,,,,ABCDEFGH,x29-食品饮料
70,鲁银投资,调料-盐,山东-济南,食用盐营收A股第1,,,,,,,,ABCDEFGH,x29-食品饮料
71,苏盐井神,调料-盐,江苏-淮安,食用盐营收A股第2,,,,,,,,ABCDEFGH,x29-食品饮料
72,江盐集团,调料-盐,江西-南昌,食用盐营收A股第3,,,,,,,,ABCDEFGH,x29-食品饮料
73,雪天盐业,调料-盐,湖南-长沙,盐产品营收26亿,,,,,,,,ABCDEFGH,x29-食品饮料
74,梅花生物,调料-味精,西藏-拉塞,味精产品营收A股第1，100亿,,,,,,,,ABCDEFGH,x29-食品饮料
75,莲花控股,调料-味精,河南-周口,味精产品营收A股第2，12亿，有算力的概念,,,,,,,,ABCDEFGH,x29-食品饮料
76,佳隆股份,调料-味精,广东-揭阳,鸡精鸡粉营收2亿,鸡精以味精（谷氨酸钠）为主，辅以鸡肉粉等成分，强调提鲜；而鸡粉则以鸡肉粉为主，更注重提香,,,,,,,ABCDEFGH,x29-食品饮料
77,海天味业-佛山,酱油,广东-佛山,酱油营收A股第1，138亿,,,,,,,,ABCDEFGH,x29-食品饮料
78,中炬高新-中山,酱油,广东-中山,酱油营收A股第2，48亿,,,,,,,,ABCDEFGH,x29-食品饮料
79,千禾味业-四川眉山,酱油,四川-眉山,酱油营收A股第3，15亿,,,,,,,,ABCDEFGH,x29-食品饮料
80,恒顺醋业,醋,江苏-镇江,醋产品营收A股第一，12亿,,,,,,,,ABCDEFGH,x29-食品饮料
81,天味食品,复合调料,四川-成都,复合调料营收A股第1,"复合调味料是指将多种单一调味料按一定比例混合，经过加工制成的调味品，能够创造出更丰富、更多元的风味。以下是常见的复合调味料种类及其特点：‌

1. ‌酱类‌
‌沙茶酱‌：由虾米、鱼干、蒜、辣椒等制成，常用于潮汕菜和东南亚菜。
‌柱侯酱‌：以豆豉、蒜、姜等为原料，多用于粤菜中的肉类烹饪。
‌鱼香酱‌：由泡辣椒、葱、姜、蒜、糖、醋等调制而成，具有酸甜辣的口感。
2. ‌汁类‌
‌糖醋汁‌：由醋、糖、盐、番茄汁等调制，广泛用于糖醋排骨、糖醋鱼等菜肴。
‌鱼香汁‌：以泡辣椒、葱、姜、蒜、糖、醋等为原料，用于制作鱼香肉丝等川菜。
‌咖喱汁‌：由咖喱粉、葱、姜、蒜等炒制而成，常用于咖喱鸡、咖喱牛肉等。
3. ‌粉类‌
‌五香粉‌：由茴香、花椒、肉桂、丁香、陈皮等混合制成，常用于中式菜肴。
‌辣椒粉‌：以辣椒为主，混合茴香、大蒜等，具有独特的辣香味。
‌鸡精‌：由鸡肉提取物、味精、盐等制成，用于增强菜肴的鲜味。
4. ‌油类‌
‌香油‌：由芝麻、大豆、辣椒等混合制成，常用于凉拌菜和中式调味。
‌菌油‌：以菌类为原料，具有浓郁的菌香，用于提升菜肴的风味。
5. ‌其他类‌
‌清补凉‌：由红枣、淮山药、枸杞、百合等多种食材混合而成，具有滋补功效。
‌怪味汁‌：由麻酱、酱油、醋、辣椒油、糖等调制而成，具有酸甜辣咸的复合口感。
6. ‌预制调味料‌
‌红烧牛肉酱包‌：由牛骨高汤、豆瓣酱、酱油等制成，用于快速制作红烧牛肉。
‌酸菜牛肉酱包‌：以酸菜、牛肉、豆瓣酱等为原料，用于制作酸菜牛肉。
7. ‌香辛料复合‌
‌咖喱粉‌：由香味料、辣味料、色香料等混合制成，常用于印度菜和东南亚菜。
‌鱼肉复合香辛料‌：由胡椒、葱、姜、芫荽子等调制而成，用于鱼类菜肴。",,,,,,,ABCDEFGH,x29-食品饮料
82,宝立食品,复合调料,上海,复合调料营收A股第2,,,,,,,,ABCDEFGH,x29-食品饮料
83,仲景食品,复合调料,河南-南阳,复合调料营收A股第3,,,,,,,,ABCDEFGH,x29-食品饮料
84,日辰股份,复合调料,山东-青岛,复合调料营收A股第4,,,,,,,,ABCDEFGH,x29-食品饮料
85,安记食品,复合调料,福建-泉州,复合调料营收A股第5,,,,,,,,ABCDEFGH,x29-食品饮料
86,涪陵榨菜,榨菜,重庆-涪陵区,榨菜市占率国内第一,,,,,,,,ABCDEFGH,x29-食品饮料
87,金龙鱼,粮油,上海,食用油市占率A股第一,,,,,,,,ABCDEFGH,x29-食品饮料
88,道道全,粮油,湖南-岳阳,食用油市占率A股第二,,,,,,,,ABCDEFGH,x29-食品饮料
89,京粮控股,粮油,海南-海口,粮油加工及贸易营收A股第二，119亿,,,,,,,,ABCDEFGH,x29-食品饮料
90,金健米业,粮油,湖南-常德,粮油加工及贸易营收A股第三，71亿,,,,,,,,ABCDEFGH,x29-食品饮料
91,深粮控股,粮油,深圳,粮油加工及贸易营收A股第四，64亿,,,,,,,,ABCDEFGH,x29-食品饮料
92,远大控股,粮油,江苏-连云港,化工，金属，橡胶，农产品，全资子公司远大油脂收购马来西亚棕榈油精炼厂100%股权,,,,,,,,ABCDEFGH,x29-食品饮料
93,中粮糖业,白糖,新疆-昌吉,糖产量A股第1， 200万吨/年,,,,,,,,ABCDEFGH,x29-食品饮料
94,广农糖业,白糖,广西-南宁,糖产量A股第2，40万吨/年,,,,,,,,ABCDEFGH,x29-食品饮料
95,粤桂股份,白糖,广西-贵港,糖产量A股第3，7.7万吨/年,,,,,,,,ABCDEFGH,x29-食品饮料
96,冠农股份,白糖,新疆,糖产量A股第4，5万吨/年,,,,,,,,ABCDEFGH,x29-食品饮料
97,华资实业,白糖,内蒙-包头,糖产量A股第5，0.7万吨/年,,,,,,,,ABCDEFGH,x29-食品饮料
98,雪榕生物-300,食用菌,上海,食用菌产能第1,,,,,,,,ABCDEFGH,x29-食品饮料
99,众兴菌业,食用菌,甘肃-天水,食用菌产能第2,,,,,,,,ABCDEFGH,x29-食品饮料
100,华绿生物-300,食用菌,江苏-宿迁,食用菌产能第3,,,,,,,,ABCDEFGH,x29-食品饮料
101,博闻科技,食用菌,云南-保山市,食用菌产能第4，也生产咖啡,,,,,,,,ABCDEFGH,x29-食品饮料
102,万辰集团-300,食用菌,福建-漳州,食用菌产能第5，且 量贩零食门店数A股第一,,,,,,,,ABCDEFGH,x29-食品饮料
103,亚盛集团,马铃薯,甘肃-兰州,马铃薯营收1.7亿,,,,,,,,ABCDEFGH,x29-食品饮料
104,宏辉果蔬,果蔬,广东-汕头,果蔬营收A股第一，9亿,,,,,,,,ABCDEFGH,x29-食品饮料
