序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
17,云天化,硫酸,云南-昆明,硫酸产量国内第一，855万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
18,铜和硫,,,"在自然界中,铜和硫是共生的,因此在冶铜过程中,铜冶炼过程可以同时生产精炼铜和硫酸。而且硫在冶铜过程中可以放出大量热量,帮助熔化铜精矿,提取金属铜,",,,,,,,,ABCDEFGH,x7-化工品涨价 
19,江西铜业,硫酸,江西-鹰潭,硫酸产量国内第二，555万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
20,铜陵有色,硫酸,安徽-铜陵,硫酸产量国内第三，521万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
21,湖北宜化,硫酸,湖北-宜昌市,硫酸产量306万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
22,紫金矿业,硫酸,福建-龙岩,硫酸产量261万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
23,云南铜业,硫酸,云南-昆明,硫酸产量239万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
24,新洋丰,硫酸,湖北-荆门,硫酸产量236万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
25,华尔泰,硫酸,安徽-池州,硫酸产量47万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
26,恒光股份-300,硫酸,湖南-怀化,硫酸营收占比7.6%，0.7亿,,,,,,,,ABCDEFGH,x7-化工品涨价 
27,湖北宜化,季戊四醇,湖北-宜昌市,季戊四醇 产能全球排名第二，国内第一,,,,,,,,ABCDEFGH,x7-化工品涨价 
28,季戊四醇,,,季戊四醇，是一种有机化合物，化学式为C5H12O4，属于多元醇类有机物，呈白色结晶性粉末，可燃，易被一般有机酸酯化，大量用于涂料工业生产醇酸树脂，合成高级润滑剂、增塑剂、表面活性剂以及医药、炸药等,,,,,,,,ABCDEFGH,x7-化工品涨价 
29,金禾实业,季戊四醇,安徽-滁州,季戊四醇产能国内第三，约2万吨/年,,,,,,,,ABCDEFGH,x7-化工品涨价 
30,中毅达,季戊四醇,贵州-黔南布依族苗族自治州,季戊四醇产能第二，旗下赤峰瑞阳拥有全球最大单套季戊四醇装置（4.3万吨/年）,,,,,,,,ABCDEFGH,x7-化工品涨价 
31,云天化,季戊四醇,云南-昆明,季戊四醇产能国内第四，约1万吨/年，,,,,,,,,ABCDEFGH,x7-化工品涨价 
32,江天化学,季戊四醇,江苏-南通,甲醛产能A股第一，40万吨/年； 甲醇为季戊四醇 上游重要的原材料,,,,,,,,ABCDEFGH,x7-化工品涨价 
33,万华化学,环氧丙烷,山东-烟台,产能A股第一，54万吨；拟建设产能，40万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
34,齐翔腾达,环氧丙烷,山东-淄博,产能A股第二，30万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
35,维远股份,环氧丙烷,山东-东营,产能A股第二，30万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
36,滨化股份,环氧丙烷,山东-滨州,产能A股第三，28万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
37,中化国际,环氧丙烷,上海-浦东新区,产能A股第四，20万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
38,荣盛石化,环氧丙烷,浙江-杭州,产能A股第四，20万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
39,怡达股份-300,环氧丙烷,江苏-无锡,产能A股第五，15万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
40,中国石化,环氧丙烷,北京-朝阳,产能A股第五，15万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
41,红宝丽,环氧丙烷,江苏-南京,产能A股第六，10万端,,,,,,,,ABCDEFGH,x7-化工品涨价 
42,航锦科技,环氧丙烷,辽宁-葫芦岛,产能A股第六，10万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
43,华泰股份,环氧丙烷,山东-东营,产能A股第七，8万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
44,石大胜华,环氧丙烷,山东-东营,产能A股第七，8万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
45,卫星化学,环氧丙烷,浙江-嘉兴,拟建设产能，40万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
46,华锦股份,环氧丙烷,辽宁-盘锦,拟建设产能，30万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
47,恒力石化,环氧丙烷,辽宁-大连,拟建设产能，30万吨,,,,,,,,ABCDEFGH,x7-化工品涨价 
48,鲁抗医药,泰乐菌素,山东-济宁,产能A股第一，560万吨/年,,,,,,,,ABCDEFGH,x7-化工品涨价 
49,泰乐菌素,,,"用于治疗支原体等引起的家禽感染性疾病,如鸡、猪、牛等动物的慢性呼吸道病",,,,,,,,ABCDEFGH,x7-化工品涨价 
50,回盛生物,泰乐菌素,湖北-武汉,产能A股第二，0.2万吨/年,,,,,,,,ABCDEFGH,x7-化工品涨价 
51,中牧股份,泰乐菌素,北京-丰台,产品包括酒石酸泰乐菌素,,,,,,,,ABCDEFGH,x7-化工品涨价 
52,黑猫股份,炭黑,江西-景德镇,市占率A股第一，为14%,,,,,,,,ABCDEFGH,x7-化工品涨价 
53,龙星科技,炭黑,河北-邢台,市占率A股第二，,,,,,,,,ABCDEFGH,x7-化工品涨价 
54,永东股份,炭黑,山西-运城,市占率A股第三,,,,,,,,ABCDEFGH,x7-化工品涨价 
55,亚钾国际,溴素,广州,,,,,,,,,ABCDEFGH,x7-化工品涨价 
56,溴素,溴素,,溴素，是常温下的唯一呈液态的非金属单质，化学式为Br2，呈深红棕色液体，有刺激性气味，被列为第二类易制毒化学品管控,溴素是重要的化工原料，在阻燃剂、灭火剂、制冷剂、感光材料、医药、农药、油田等行业有广泛用途,,,,,,,ABCDEFGH,x7-化工品涨价 
57,山东海化,溴素,山东-潍坊,,,,,,,,,ABCDEFGH,x7-化工品涨价 
58,滨化股份,溴素,山东-滨州,,,,,,,,,ABCDEFGH,x7-化工品涨价 
59,鲁北化工,溴素,山东-滨州,,,,,,,,,ABCDEFGH,x7-化工品涨价 
60,鲁银投资,溴素,山东-济南,,,,,,,,,ABCDEFGH,x7-化工品涨价 
61,巨化股份,制冷剂,浙江-衢州,,,,,,,,,ABCDEFGH,x7-化工品涨价 
62,三美股份,制冷剂,浙江-金华,,,,,,,,,ABCDEFGH,x7-化工品涨价 
63,昊华科技,制冷剂,四川-成都,,,,,,,,,ABCDEFGH,x7-化工品涨价 
64,永和股份,制冷剂,浙江-衢州,,,,,,,,,ABCDEFGH,x7-化工品涨价 
65,东阳光,制冷剂,广东-韶关,,,,,,,,,ABCDEFGH,x7-化工品涨价 
