序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
28,艾为电子-688,声音-音频功放芯片,上海,,,,,,,,,ABCDEFGH,x163-消费电子
29,歌尔股份,声音-麦克风与扬声器,潍坊,,,,,,,,,ABCDEFGH,x163-消费电子
30,敏芯股份-688,声音-麦克风与扬声器,江苏-苏州,,,,,,,,,ABCDEFGH,x163-消费电子
31,共达电声,声音-麦克风与扬声器,潍坊,,,,,,,,,ABCDEFGH,x163-消费电子
32,国光电器,声音-麦克风与扬声器,广州,,,,,,,,,ABCDEFGH,x163-消费电子
33,卓胜微-300,通信-射频,江苏-无锡,,,,,,,,,ABCDEFGH,x163-消费电子
34,唯捷创芯-688,通信-射频,天津,,,,,,,,,ABCDEFGH,x163-消费电子
35,慧智微-688,通信-射频,广州,,,,,,,,,ABCDEFGH,x163-消费电子
36,康希通信-688,通信-射频,上海,,,,,,,,,ABCDEFGH,x163-消费电子
37,信维通信-300,通信-天线,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
38,长盈精密-300,部件-结构件,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
39,胜利精密,部件-结构件,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
40,科森科技,部件-结构件,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
41,春秋电子,部件-结构件,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
42,捷荣技术,部件-结构件,东莞,,,,,,,,,ABCDEFGH,x163-消费电子
43,格林精密-300,部件-结构件,惠州,,,,,,,,,ABCDEFGH,x163-消费电子
44,智动力-300,部件-结构件,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
45,星星科技-300,部件-结构件,江西-萍乡,,,,,,,,,ABCDEFGH,x163-消费电子
46,贝隆精密-300,部件-结构件,浙江-宁波,,,,,,,,,ABCDEFGH,x163-消费电子
47,哈森股份,部件-结构件,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
48,鸿日达-300,部件-结构件,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
49,福立旺,部件-结构件,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
50,立讯精密,部件-功能件,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
51,领益智造,部件-功能件,广东-江门,,,,,,,,,ABCDEFGH,x163-消费电子
52,飞荣达-300,部件-功能件,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
53,安洁科技,部件-功能件,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
54,恒铭达,部件-功能件,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
55,捷邦科技-300,部件-功能件,东莞,,,,,,,,,ABCDEFGH,x163-消费电子
56,可川科技,部件-功能件,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
57,博硕科技-300,部件-功能件,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
58,万祥科技-300,部件-功能件,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
59,达瑞电子-300,部件-功能件,东莞,,,,,,,,,ABCDEFGH,x163-消费电子
60,鸿富瀚-300,部件-功能件,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
61,和顺科技-300,部件-功能件,浙江-杭州,,,,,,,,,ABCDEFGH,x163-消费电子
62,松井股份-688,部件-涂料,长沙,,,,,,,,,ABCDEFGH,x163-消费电子
63,菲沃泰-688,部件-涂料,无锡,,,,,,,,,ABCDEFGH,x163-消费电子
64,东睦股份,部件-折叠组件,浙江-宁波,,,,,,,,,ABCDEFGH,x163-消费电子
65,精研科技-300,部件-折叠组件,常州,,,,,,,,,ABCDEFGH,x163-消费电子
66,统联精密-688,部件-折叠组件,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
67,福蓉科技,部件-折叠组件,成都,消费电子产品铝制结构件材料研发，生产销售,,,,,,,,ABCDEFGH,x163-消费电子
68,宜安科技-300,部件-折叠组件,东莞,,,,,,,,,ABCDEFGH,x163-消费电子
69,蓝思科技-300,部件-玻璃盖板,长沙,,,,,,,,,ABCDEFGH,x163-消费电子
70,合力泰,部件-玻璃盖板,,,,,,,,,,ABCDEFGH,x163-消费电子
71,信濠光电-300,部件-玻璃盖板,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
72,沃格光电,部件-玻璃盖板,江西-新余,,,,,,,,,ABCDEFGH,x163-消费电子
73,星星科技,部件-玻璃盖板,,,,,,,,,,ABCDEFGH,x163-消费电子
74,和胜股份,部件-铝边框,广东-中山,,,,,,,,,ABCDEFGH,x163-消费电子
75,创新新材,部件-铝边框,北京,,,,,,,,,ABCDEFGH,x163-消费电子
76,福蓉科技,部件-铝边框,,,,,,,,,,ABCDEFGH,x163-消费电子
77,华勤技术,代工-手机电脑ODM,上海,,,,,,,,,ABCDEFGH,x163-消费电子
78,龙旗科技,代工-手机电脑ODM,上海,,,,,,,,,ABCDEFGH,x163-消费电子
79,闻泰科技,代工-手机电脑ODM,湖北-黄石,,,,,,,,,ABCDEFGH,x163-消费电子
80,蓝思科技,代工-手机电脑ODM,,,,,,,,,,ABCDEFGH,x163-消费电子
81,福日电子,代工-手机电脑ODM,福建-福州,,,,,,,,,ABCDEFGH,x163-消费电子
82,光弘科技-300,代工-手机电脑EMS,广东-惠州,,,,,,,,,ABCDEFGH,x163-消费电子
83,卓翼科技,代工-手机电脑EMS,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
84,立讯精密,代工-手耳机ODM/EMS,,,,,,,,,,ABCDEFGH,x163-消费电子
85,歌尔股份,代工-手耳机ODM/EMS,,,,,,,,,,ABCDEFGH,x163-消费电子
86,佳禾智能-300,代工-手耳机ODM/EMS,东莞,,,,,,,,,ABCDEFGH,x163-消费电子
87,朝阳科技,代工-手耳机ODM/EMS,东莞,,,,,,,,,ABCDEFGH,x163-消费电子
88,华勤技术,代工-手耳机ODM/EMS,,,,,,,,,,ABCDEFGH,x163-消费电子
89,天键股份-300,代工-手耳机ODM/EMS,江西-赣州,,,,,,,,,ABCDEFGH,x163-消费电子
90,瀛通通讯,代工-手耳机ODM/EMS,湖北-咸宁,,,,,,,,,ABCDEFGH,x163-消费电子
91,联得装备-300,设备,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
92,博众精工-688,设备,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
93,科瑞技术,设备,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
94,赛腾股份,设备,苏州,,,,,,,,,ABCDEFGH,x163-消费电子
95,珠海冠宇,电池-电池产品,珠海,,,,,,,,,ABCDEFGH,x163-消费电子
96,比亚迪,电池-电池产品,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
97,欣旺达-300,电池-电池模组,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
98,万祥科技,电池-电池模组,,,,,,,,,,ABCDEFGH,x163-消费电子
99,天音控股,销售,江西-赣州,,,,,,,,,ABCDEFGH,x163-消费电子
100,爱施德,销售,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
101,奥海科技,充电器,东莞,,,,,,,,,ABCDEFGH,x163-消费电子
102,绿联科技-300,充电器,深圳,,,,,,,,,ABCDEFGH,x163-消费电子
103,海能实业-300,充电器,江西-吉安,,,,,,,,,ABCDEFGH,x163-消费电子
