序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
22.0,弘元绿能,硅片,江苏-无锡,,,,,,,,,ABCDEFGH,x121-光伏
23.0,高测股份-688,硅片,青岛,,,,,,,,,ABCDEFGH,x121-光伏
24.0,阿特斯-688,硅片,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
25.0,通威股份,硅片,四川-成都,,,,,,,,,ABCDEFGH,x121-光伏
26.0,和邦生物,硅片,四川-乐山,,,,,,,,,ABCDEFGH,x121-光伏
27.0,宇晶股份,硅片,湖南-益阳,,,,,,,,,ABCDEFGH,x121-光伏
28.0,通威股份,光伏电池-PERC电池,四川-成都,,,,,,,,,ABCDEFGH,x121-光伏
29.0,隆基绿能,光伏电池-PERC电池,陕西-西安,,,,,,,,,ABCDEFGH,x121-光伏
30.0,晶澳科技,光伏电池-PERC电池,河北-邢台,,,,,,,,,ABCDEFGH,x121-光伏
31.0,爱旭股份,光伏电池-PERC电池,上海,,,,,,,,,ABCDEFGH,x121-光伏
32.0,天合光能,光伏电池-PERC电池,江苏-常州,,,,,,,,,ABCDEFGH,x121-光伏
33.0,晶科能源-688,光伏电池-PERC电池,江西-上饶,,,,,,,,,ABCDEFGH,x121-光伏
34.0,亿晶光电,光伏电池-PERC电池,浙江-宁波,,,,,,,,,ABCDEFGH,x121-光伏
35.0,晶科能源-688,光伏电池-TOPCON电池,江西-上饶,,,,,,,,,ABCDEFGH,x121-光伏
36.0,天合光能,光伏电池-TOPCON电池,江苏-常州,,,,,,,,,ABCDEFGH,x121-光伏
37.0,钧达股份,光伏电池-TOPCON电池,海南-海口,,,,,,,,,ABCDEFGH,x121-光伏
38.0,晶澳科技,光伏电池-TOPCON电池,河北-邢台,,,,,,,,,ABCDEFGH,x121-光伏
39.0,中来股份-300,光伏电池-TOPCON电池,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
40.0,亿晶光电,光伏电池-TOPCON电池,浙江-宁波,,,,,,,,,ABCDEFGH,x121-光伏
41.0,仕净科技-300,光伏电池-TOPCON电池,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
42.0,皇氏集团,光伏电池-TOPCON电池,广西-南宁,,,,,,,,,ABCDEFGH,x121-光伏
43.0,明牌珠宝,光伏电池-TOPCON电池,浙江-绍兴,,,,,,,,,ABCDEFGH,x121-光伏
44.0,易成新能-300,光伏电池-TOPCON电池,河南-开封,,,,,,,,,ABCDEFGH,x121-光伏
45.0,易成新能-300,,,股东平煤神马集团与河南能源集团重组-2025年9月30日,,,,,,,,ABCDEFGH,x122-光伏
46.0,赛福天,光伏电池-TOPCON电池,江苏-无锡,,,,,,,,,ABCDEFGH,x121-光伏
47.0,棒杰股份,光伏电池-TOPCON电池,浙江-金华,,,,,,,,,ABCDEFGH,x121-光伏
48.0,蓝丰生化,光伏电池-TOPCON电池,江苏-徐州,拥有2.5GW TOPCon 电池片产能和1GW组件产能，2025年9月28日 新加,,,,,,,,ABCDEFGH,x121-光伏
49.0,隆基绿能,光伏电池-BC电池,陕西-西安,,,,,,,,,ABCDEFGH,x121-光伏
50.0,爱旭股份,光伏电池-BC电池,上海,,,,,,,,,ABCDEFGH,x121-光伏
51.0,晶科能源-688,光伏电池-BC电池,江西-上饶,,,,,,,,,ABCDEFGH,x121-光伏
52.0,钧达股份,光伏电池-BC电池,海南-海口,,,,,,,,,ABCDEFGH,x121-光伏
53.0,晶澳科技,光伏电池-BC电池,河北-邢台,,,,,,,,,ABCDEFGH,x121-光伏
54.0,TCL中环,光伏电池-BC电池,天津,,,,,,,,,ABCDEFGH,x121-光伏
55.0,天合光能,光伏电池-BC电池,江苏-常州,,,,,,,,,ABCDEFGH,x121-光伏
56.0,永和智控,光伏电池-BC电池,浙江-台州,,,,,,,,,ABCDEFGH,x121-光伏
57.0,东方日升-300,光伏电池-HJT电池,浙江-宁波,,,,,,,,,ABCDEFGH,x121-光伏
58.0,琏升科技-300,光伏电池-HJT电池,江苏-南通,,,,,,,,,ABCDEFGH,x121-光伏
59.0,明阳智能,光伏电池-HJT电池,,,,,,,,,,ABCDEFGH,x121-光伏
60.0,国晟科技,光伏电池-HJT电池,北京,,,,,,,,,ABCDEFGH,x121-光伏
61.0,宝馨科技,光伏电池-HJT电池,江苏-泰州,,,,,,,,,ABCDEFGH,x121-光伏
62.0,通威股份,光伏电池-HJT电池,四川-成都,,,,,,,,,ABCDEFGH,x121-光伏
63.0,乐通股份,光伏电池-HJT电池,广东-珠海,,,,,,,,,ABCDEFGH,x121-光伏
64.0,宝馨科技,光伏电池-钙钛矿电池,江苏-泰州,,,,,,,,,ABCDEFGH,x121-光伏
65.0,协鑫集成,光伏电池-钙钛矿电池,上海,,,,,,,,,ABCDEFGH,x121-光伏
66.0,拓日新能,光伏电池-钙钛矿电池,深圳,,,,,,,,,ABCDEFGH,x121-光伏
67.0,聚合材料,辅材-铜浆,,,,,,,,,,ABCDEFGH,x121-光伏
68.0,博迁新材,辅材-铜浆,江苏-宿迁,,,,,,,,,ABCDEFGH,x121-光伏
69.0,爱旭股份,辅材-铜浆,上海,,,,,,,,,ABCDEFGH,x121-光伏
70.0,帝科股份-300,辅材-铜浆,江苏-无锡,,,,,,,,,ABCDEFGH,x121-光伏
71.0,通威股份,辅材-铜浆,四川-成都,,,,,,,,,ABCDEFGH,x121-光伏
72.0,有研粉材,辅材-铜浆,北京,,,,,,,,,ABCDEFGH,x121-光伏
73.0,聚合材料,辅材-银浆,,,,,,,,,,ABCDEFGH,x121-光伏
74.0,苏州固锝,辅材-银浆,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
75.0,帝科股份-300,辅材-银浆,江苏-无锡,,,,,,,,,ABCDEFGH,x121-光伏
76.0,福莱特,辅材-玻璃,浙江-嘉兴,,,,,,,,,ABCDEFGH,x121-光伏
77.0,南玻,辅材-玻璃,,,,,,,,,,ABCDEFGH,x121-光伏
78.0,凯盛新能,辅材-玻璃,河南-洛阳,,,,,,,,,ABCDEFGH,x121-光伏
79.0,安彩高科,辅材-玻璃,河南-南阳,,,,,,,,,ABCDEFGH,x121-光伏
80.0,亚玛顿,辅材-玻璃,江苏-常州,,,,,,,,,ABCDEFGH,x121-光伏
81.0,拓日新能,辅材-玻璃,深圳,,,,,,,,,ABCDEFGH,x121-光伏
82.0,金晶科技,辅材-玻璃,淄博,,,,,,,,,ABCDEFGH,x121-光伏
83.0,北玻股份,辅材-玻璃,河南-洛阳,,,,,,,,,ABCDEFGH,x121-光伏
84.0,耀皮玻璃,辅材-玻璃,上海,,,,,,,,,ABCDEFGH,x121-光伏
85.0,秀强股份-300,辅材-玻璃,江苏-宿迁,,,,,,,,,ABCDEFGH,x121-光伏
86.0,中来股份-300,辅材-背板,,,,,,,,,,ABCDEFGH,x121-光伏
87.0,赛伍技术,辅材-背板,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
88.0,福斯特,辅材-背板,浙江-杭州,,,,,,,,,ABCDEFGH,x121-光伏
89.0,明冠新材-688,辅材-背板,江西-宜春,,,,,,,,,ABCDEFGH,x121-光伏
90.0,乐凯胶片,辅材-背板,河北-保定,,,,,,,,,ABCDEFGH,x121-光伏
91.0,回天新材-300,辅材-背板,湖北-襄阳,,,,,,,,,ABCDEFGH,x121-光伏
92.0,裕兴股份-300,辅材-背板,江苏-常州,,,,,,,,,ABCDEFGH,x121-光伏
93.0,鼎际得,辅材-POE粒子,辽宁-营口,POE粒子（聚烯烃弹性体）是光伏封装胶膜的核心材料‌，广泛应用于N型光伏组件,,,,,,,,ABCDEFGH,x121-光伏
94.0,万华化学,辅材-POE粒子,烟台,,,,,,,,,ABCDEFGH,x121-光伏
95.0,荣盛石化,辅材-POE粒子,浙江-杭州,,,,,,,,,ABCDEFGH,x121-光伏
96.0,东方盛虹,辅材-POE粒子,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
97.0,风光股份-300,辅材-POE粒子,辽宁-营口,,,,,,,,,ABCDEFGH,x121-光伏
98.0,东方盛虹,辅材-EVA粒子,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
99.0,兴化股份,辅材-EVA粒子,陕西-咸阳,,,,,,,,,ABCDEFGH,x121-光伏
100.0,联泓新科,辅材-EVA粒子,山东-枣庄,,,,,,,,,ABCDEFGH,x121-光伏
101.0,福斯特,辅材-胶膜,浙江杭州,,,,,,,,,ABCDEFGH,x121-光伏
102.0,海优新材-688,辅材-胶膜,上海,,,,,,,,,ABCDEFGH,x121-光伏
103.0,天洋新材,辅材-胶膜,上海,,,,,,,,,ABCDEFGH,x121-光伏
104.0,赛伍技术,辅材-胶膜,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
105.0,鹿山新材,辅材-胶膜,广州,,,,,,,,,ABCDEFGH,x121-光伏
106.0,风光股份,辅材-胶膜,辽宁-营口,,,,,,,,,ABCDEFGH,x121-光伏
107.0,鑫铂股份,辅材-边框,安徽-滁州,,,,,,,,,ABCDEFGH,x121-光伏
108.0,中信博,辅材-支架,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
109.0,天合光能,辅材-支架,江苏-常州,,,,,,,,,ABCDEFGH,x121-光伏
110.0,清源股份,辅材-支架,福建-厦门,,,,,,,,,ABCDEFGH,x121-光伏
111.0,振江股份,辅材-支架,江苏-无锡,,,,,,,,,ABCDEFGH,x121-光伏
112.0,意华股份,辅材-支架,浙江-温州,,,,,,,,,ABCDEFGH,x121-光伏
113.0,闽发铝业,辅材-支架,福建-泉州,,,,,,,,,ABCDEFGH,x121-光伏
114.0,长岭液压,辅材-支架,江苏-江阴,,,,,,,,,ABCDEFGH,x121-光伏
115.0,隆基绿能,辅材-石英坩埚,陕西-西安,,,,,,,,,ABCDEFGH,x121-光伏
116.0,欧晶科技,辅材-石英坩埚,内蒙-呼和浩特,,,,,,,,,ABCDEFGH,x121-光伏
117.0,宇邦新材-300,辅材-焊带,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
118.0,威腾电气-688,辅材-焊带,江苏-镇江,,,,,,,,,ABCDEFGH,x121-光伏
119.0,通灵股份-300,辅材-接线盒,江苏-镇江,,,,,,,,,ABCDEFGH,x121-光伏
120.0,泽润新能-300,辅材-接线盒,江苏-常州,,,,,,,,,ABCDEFGH,x121-光伏
121.0,快可电子-300,辅材-接线盒,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
122.0,中熔电气-300,辅材-接线盒,陕西-西安,,,,,,,,,ABCDEFGH,x121-光伏
123.0,广信材料-300,辅材-BC绝缘胶,江苏-无锡,,,,,,,,,ABCDEFGH,x121-光伏
124.0,时创能源,辅材-BC掩膜材料,江苏-常州,,,,,,,,,ABCDEFGH,x121-光伏
125.0,隆基绿能,电池组件,陕西-西安,,,,,,,,,ABCDEFGH,x121-光伏
126.0,晶科能源-688,电池组件,江西-上饶,,,,,,,,,ABCDEFGH,x121-光伏
127.0,天合光能,电池组件,江苏-常州,,,,,,,,,ABCDEFGH,x121-光伏
128.0,晶澳科技,电池组件,河北-邢台,,,,,,,,,ABCDEFGH,x121-光伏
129.0,阿特斯-688,电池组件,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
130.0,通威股份,电池组件,四川-成都,,,,,,,,,ABCDEFGH,x121-光伏
131.0,东方日升-300,电池组件,浙江-宁波,,,,,,,,,ABCDEFGH,x121-光伏
132.0,亿晶光电,电池组件,浙江-宁波,,,,,,,,,ABCDEFGH,x121-光伏
133.0,昱能科技-688,逆变器-微型逆变器,浙江-嘉兴,,,,,,,,,ABCDEFGH,x121-光伏
134.0,禾迈股份,逆变器-微型逆变器,浙江-杭州,,,,,,,,,ABCDEFGH,x121-光伏
135.0,德业股份,逆变器-微型逆变器,浙江-宁波,,,,,,,,,ABCDEFGH,x121-光伏
136.0,振邦智能,逆变器-微型逆变器,深圳,,,,,,,,,ABCDEFGH,x121-光伏
137.0,西典新能,逆变器-微型逆变器,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
138.0,阳光电源,逆变器-组串与集中式,安徽-合肥,,,,,,,,,ABCDEFGH,x121-光伏
139.0,锦浪科技-300,逆变器-组串与集中式,浙江-宁波,,,,,,,,,ABCDEFGH,x121-光伏
140.0,固德威-688,逆变器-组串与集中式,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
141.0,首航新能-300,逆变器-组串与集中式,深圳,,,,,,,,,ABCDEFGH,x121-光伏
142.0,上能电气-300,逆变器-组串与集中式,江苏-无锡,,,,,,,,,ABCDEFGH,x121-光伏
143.0,伊戈尔,逆变器-组串与集中式,广东-佛山,,,,,,,,,ABCDEFGH,x121-光伏
144.0,通润装备,逆变器-组串与集中式,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
145.0,双良节能,光伏设备-硅料与硅片设备,,,,,,,,,,ABCDEFGH,x121-光伏
146.0,东方电热-300,光伏设备-硅料与硅片设备,江苏-镇江,,,,,,,,,ABCDEFGH,x121-光伏
147.0,晶盛机电-300,光伏设备-硅料与硅片设备,浙江-绍兴,,,,,,,,,ABCDEFGH,x121-光伏
148.0,京运通,光伏设备-硅料与硅片设备,北京,,,,,,,,,ABCDEFGH,x121-光伏
149.0,奥特维-688,光伏设备-硅料与硅片设备,江苏-无锡,,,,,,,,,ABCDEFGH,x121-光伏
150.0,欧晶科技,光伏设备-硅料与硅片设备,,,,,,,,,,ABCDEFGH,x121-光伏
151.0,天宜新材-688,光伏设备-硅料与硅片设备,北京,,,,,,,,,ABCDEFGH,x121-光伏
152.0,金博股份-688,光伏设备-硅料与硅片设备,湖南-益阳,,,,,,,,,ABCDEFGH,x121-光伏
153.0,捷佳伟创-300,光伏设备-TOPCON设备,深圳,,,,,,,,,ABCDEFGH,x121-光伏
154.0,金辰股份,光伏设备-TOPCON设备,,,,,,,,,,ABCDEFGH,x121-光伏
155.0,拉布拉斯-688,光伏设备-BC设备,深圳,,,,,,,,,ABCDEFGH,x121-光伏
156.0,帝尔激光-300,光伏设备-BC设备,湖北-武汉,,,,,,,,,ABCDEFGH,x121-光伏
157.0,英诺激光-300,光伏设备-BC设备,深圳,,,,,,,,,ABCDEFGH,x121-光伏
158.0,海目星-688,光伏设备-BC设备,深圳,,,,,,,,,ABCDEFGH,x121-光伏
159.0,亚威股份,光伏设备-BC设备,江苏-扬州,,,,,,,,,ABCDEFGH,x121-光伏
160.0,汉钟精机,光伏设备-BC设备,上海,,,,,,,,,ABCDEFGH,x121-光伏
161.0,迈为股份,光伏设备-HJT设备,江苏-苏州,,,,,,,,,ABCDEFGH,x121-光伏
162.0,捷佳伟创,光伏设备-HJT设备,深圳,,,,,,,,,ABCDEFGH,x121-光伏
163.0,金辰股份,光伏设备-HJT设备,辽宁-营口,,,,,,,,,ABCDEFGH,x121-光伏
164.0,京山轻机,光伏设备-钙钛矿设备,湖北-荆门,,,,,,,,,ABCDEFGH,x121-光伏
165.0,奥特维,光伏设备-电池组件设备,江苏-无锡,,,,,,,,,ABCDEFGH,x121-光伏
166.0,京山轻机,光伏设备-电池组件设备,湖北-荆门,,,,,,,,,ABCDEFGH,x121-光伏
167.0,金辰股份,光伏设备-电池组件设备,辽宁-营口,,,,,,,,,ABCDEFGH,x121-光伏
168.0,高测股份-688,光伏设备-电池组件设备,青岛,,,,,,,,,ABCDEFGH,x121-光伏
169.0,宇晶股份,光伏设备-电池组件设备,湖南-益阳,,,,,,,,,ABCDEFGH,x121-光伏
170.0,弘元绿能,光伏设备-电池组件设备,江苏-无锡,,,,,,,,,ABCDEFGH,x121-光伏
,森特股份,光伏建筑一体化,,光伏建筑一体化营收A股第一。,,,,,,,,ABCDEFGH,x121-光伏
,江河集团,光伏建筑一体化,,,,,,,,,,ABCDEFGH,x121-光伏
,东南网架,光伏建筑一体化,,,,,,,,,,ABCDEFGH,x121-光伏
,天合光能-688,光伏建筑一体化,,,,,,,,,,ABCDEFGH,x121-光伏
