序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
23,怡合达-300,工业母机-机床- 数控机床,广东-东莞,（通用）产品包括数控车床、数控高速切削滚齿机、激光切割机及主机系统、数控机床,,,,,,,,ABCDEFGH,x11-工业母机
24,乔锋智能-300,工业母机-机床- 数控机床,广东-东莞,（高档）高速钻铣加工中心、数控车床,,,,,,,,ABCDEFGH,x11-工业母机
25,创世纪-300,工业母机-机床-金属切削,广东-东莞,金属切削机床市占率第一11%,,,,,,,,ABCDEFGH,x11-工业母机
26,秦川机床,工业母机-机床-金属切削,陕西-宝鸡,金属切削机床市占率第二，5%,,,,,,,,ABCDEFGH,x11-工业母机
27,沈阳机床,工业母机-机床-金属切削,辽宁-沈阳,金属切削机床市占率第三，4%,,,,,,,,ABCDEFGH,x11-工业母机
28,浙海德曼-688,工业母机-机床-金属切削,浙江-台州,金属切削机床市占率第四，2%,,,,,,,,ABCDEFGH,x11-工业母机
29,纽威数控-688,工业母机-机床-金属切削,江苏-苏州,金属切削机床市占率第五，1%,,,,,,,,ABCDEFGH,x11-工业母机
30,海天精工,工业母机-机床-金属切削,浙江-宁波,金属切削机床市占率第五，1%,,,,,,,,ABCDEFGH,x11-工业母机
31,华东重机,工业母机-机床-金属切削,江苏-无锡,金属切削机床市占率第五，1%,,,,,,,,ABCDEFGH,x11-工业母机
32,国盛智科-688,工业母机-机床-金属切削,江苏-南通,金属切削机床市占率第五，1%,,,,,,,,ABCDEFGH,x11-工业母机
33,日发精机,工业母机-机床-金属切削,浙江-绍兴,金属切削机床市占率第六，0.7%,,,,,,,,ABCDEFGH,x11-工业母机
34,恒而达-300,工业母机-机床-金属切削,福建-莆田,金属切削机床营收4.66亿,,,,,,,,ABCDEFGH,x11-工业母机
35,亚威股份,工业母机-机床-金属成形,江苏-扬州,金属成形机床唯一上市公司； 中国中车成为实际控股人,,,,,,,,ABCDEFGH,x11-工业母机
36,华辰装备-300,工业母机-机床-磨床,江苏-苏州,数控轧辊磨床市占率国内第一，30%,,,,,,,,ABCDEFGH,x11-工业母机
37,轧辊怎么读,zhá gǔn,,轧机上的主要装置，是一对转动方向相反的辊子，两个辊子之间形成一定形状的缝或孔，钢坯由缝或孔中通过，就轧成钢材,,,,,,,,ABCDEFGH,x11-工业母机
38,华东数控,工业母机-机床-磨床,山东-威海,数控龙门导轨磨床市占率国内领先,,,,,,,,ABCDEFGH,x11-工业母机
39,金太阳-300,工业母机-机床-磨床,广东-东莞,五轴数控抛光机床，抛光材料领先,,,,,,,,ABCDEFGH,x11-工业母机
40,宇环数控,工业母机-机床-磨床,湖南-长沙,数控研磨抛光机市占率A股第一,,,,,,,,ABCDEFGH,x11-工业母机
