序号,题干,选项 A,选项 B,选项 C,选项  D,选项 E,选项 F,选项 G,选项 H,解析,分数,答案,标签
21,龙佰集团,氧化物电解质-钛金属,河南-焦作,产能A股第2，,,,,,,,,ABCDEFGH,x58-固态电池
22,安宁股份,氧化物电解质-钛金属,四川-攀枝花,产能A股第3，,,,,,,,,ABCDEFGH,x58-固态电池
23,盛和资源,氧化物电解质-锆金属,四川-成都,锆英砂产能A股第一，,,,,,,,,ABCDEFGH,x58-固态电池
24,东方锆业,氧化物电解质-锆金属,广东-汕头,电熔锆产能A股第1，,,,,,,,,ABCDEFGH,x58-固态电池
25,三祥新材,氧化物电解质-锆金属,福建-宁德,电熔锆产能A股第2，,,,,,,,,ABCDEFGH,x58-固态电池
26,凯盛科技,氧化物电解质-锆金属,安徽-蚌埠,电熔锆产能A股第3，,,,,,,,,ABCDEFGH,x58-固态电池
27,上海洗霸,氧化物电解质-氧化物产品,上海,,,,,,,,,ABCDEFGH,x58-固态电池
28,金龙羽,氧化物电解质-氧化物产品,深圳,,,,,,,,,ABCDEFGH,x58-固态电池
29,厦钨新能-688,氧化物电解质-氧化物产品,福建-厦门,,,,,,,,,ABCDEFGH,x58-固态电池
30,当升科技-300,氧化物电解质-氧化物产品,北京,,,,,,,,,ABCDEFGH,x58-固态电池
31,璞泰来,氧化物电解质-氧化物产品,上海,,,,,,,,,ABCDEFGH,x58-固态电池
32,德尔股份-300,氧化物电解质-氧化物产品,辽宁-阜新,,,,,,,,,ABCDEFGH,x58-固态电池
33,中船特气,氧化物电解质-氧化物产品,河北-邯郸,,,,,,,,,ABCDEFGH,x58-固态电池
34,瑞泰新材,氧化物电解质-氧化物产品,江苏-苏州,,,,,,,,,ABCDEFGH,x58-固态电池
35,山东章鼓,氧化物电解质-氧化物产品,山东-济南,,,,,,,,,ABCDEFGH,x58-固态电池
36,海科新源,氧化物电解质-氧化物产品,山东-东营,2025年6月20日 新增,,,,,,,,ABCDEFGH,x58-固态电池
37,奥克股份-300,聚合物电解质,辽宁-辽阳,,,,,,,,,ABCDEFGH,x58-固态电池
38,鼎龙股份-300,聚合物电解质,武汉,,,,,,,,,ABCDEFGH,x58-固态电池
39,德福科技,负极-铜箔,江西-九江,,,,,,,,,ABCDEFGH,x58-固态电池
40,嘉元科技-688,负极-铜箔,广东-梅州,,,,,,,,,ABCDEFGH,x58-固态电池
41,诺德股份,负极-铜箔,吉林-长春,,,,,,,,,ABCDEFGH,x58-固态电池
42,中一科技-300,负极-铜箔,湖北-孝感,,,,,,,,,ABCDEFGH,x58-固态电池
43,铜冠铜箔-300,负极-铜箔,安徽-池州,,,,,,,,,ABCDEFGH,x58-固态电池
44,石大胜华,负极-硅基负极,山东-东营,,,,,,,,,ABCDEFGH,x58-固态电池
45,硅宝科技-300,负极-硅基负极,四川-成都,,,,,,,,,ABCDEFGH,x58-固态电池
46,杉杉股份,负极-硅基负极,浙江-宁波,,,,,,,,,ABCDEFGH,x58-固态电池
47,国轩高科,负极-硅基负极,安徽-合肥,,,,,,,,,ABCDEFGH,x58-固态电池
48,璞泰来,负极-硅基负极,上海,,,,,,,,,ABCDEFGH,x58-固态电池
49,翔丰华-300,负极-硅基负极,上海,,,,,,,,,ABCDEFGH,x58-固态电池
50,博迁新材,负极-硅基负极,江苏-宿迁,,,,,,,,,ABCDEFGH,x58-固态电池
51,滨海能源,负极-硅基负极,天津-滨海,,,,,,,,,ABCDEFGH,x58-固态电池
52,中科电气-300,负极-硅基负极,湖南-岳阳,,,,,,,,,ABCDEFGH,x58-固态电池
53,北京利尔,负极-硅基负极,北京,,,,,,,,,ABCDEFGH,x58-固态电池
54,金博股份-688,负极-硅基负极,湖南-益阳,,,,,,,,,ABCDEFGH,x58-固态电池
55,天奈科技-688,负极-碳纳米管,江苏-镇江,市占率第1，,,,,,,,,ABCDEFGH,x58-固态电池
56,道氏技术-300,负极-碳纳米管,广东-江门,市占率第2，,,,,,,,,ABCDEFGH,x58-固态电池
57,振华新材-688,正极-富锂锰基,贵州-贵阳,,,,,,,,,ABCDEFGH,x58-固态电池
58,容百科技-688,正极-富锂锰基,浙江-宁波,,,,,,,,,ABCDEFGH,x58-固态电池
59,当升科技-300,正极-富锂锰基,北京,,,,,,,,,ABCDEFGH,x58-固态电池
60,丰元股份,正极-富锂锰基,山东-枣庄,,,,,,,,,ABCDEFGH,x58-固态电池
61,盟固利-300,正极-富锂锰基,天津,,,,,,,,,ABCDEFGH,x58-固态电池
62,国轩高科,正极-富锂锰基,安徽合肥,,,,,,,,,ABCDEFGH,x58-固态电池
63,科恒股份,正极-富锂锰基,广东-江门,,,,,,,,,ABCDEFGH,x58-固态电池
64,湖南裕能,正极-富锂锰基,湖南-湘潭,,,,,,,,,ABCDEFGH,x58-固态电池
65,科信技术,正极-富锂锰基,深圳,,,,,,,,,ABCDEFGH,x58-固态电池
66,天华新能,正极-富锂锰基,苏州,,,,,,,,,ABCDEFGH,x58-固态电池
67,格林美,正极-富锂锰基,深圳,,,,,,,,,ABCDEFGH,x58-固态电池
68,西部黄金,正极-锰,新疆-乌鲁木齐,,,,,,,,,ABCDEFGH,x58-固态电池
69,湘潭电化,正极-锰,湖南-湘潭,,,,,,,,,ABCDEFGH,x58-固态电池
70,三峡水利,正极-锰,重庆,,,,,,,,,ABCDEFGH,x58-固态电池
71,红星发展,正极-锰,贵州-安顺,,,,,,,,,ABCDEFGH,x58-固态电池
72,中钢天源,正极-锰,安徽-马鞍山,,,,,,,,,ABCDEFGH,x58-固态电池
73,硅宝科技-300,封装-灌封胶,四川-成都,,,,,,,,,ABCDEFGH,x58-固态电池
74,飞鹿股份-300,封装-灌封胶,湖南-株洲,,,,,,,,,ABCDEFGH,x58-固态电池
75,紫江企业,封装-铝塑膜,上海,铝塑膜市占率A股第1，,,,,,,,,ABCDEFGH,x58-固态电池
76,璞泰来,封装-铝塑膜,上海,铝塑膜市占率A股第2，,,,,,,,,ABCDEFGH,x58-固态电池
77,明冠新材-688,封装-铝塑膜,江西-宜春,铝塑膜市占率A股第3，,,,,,,,,ABCDEFGH,x58-固态电池
78,道明光学,封装-铝塑膜,浙江-金华,铝塑膜市占率A股第4，,,,,,,,,ABCDEFGH,x58-固态电池
79,海优新材,封装-铝塑膜,上海-浦东,铝塑膜市占率A股第5，,,,,,,,,ABCDEFGH,x58-固态电池
80,华正新材,封装-铝塑膜,浙江-杭州,铝塑膜,,,,,,,,ABCDEFGH,x58-固态电池
81,道明光学,封装-铝塑膜,浙江-杭州,,,,,,,,,ABCDEFGH,x58-固态电池
82,大东南,封装-铝塑膜,浙江-绍兴,,,,,,,,,ABCDEFGH,x58-固态电池
83,中仑新材,封装-铝塑膜,福建厦门,,,,,,,,,ABCDEFGH,x58-固态电池
84,圣泉集团,封装-酚醛树脂,济南-章丘,,,,,,,,,ABCDEFGH,x58-固态电池
85,兴业股份,封装-酚醛树脂,江苏-苏州,,,,,,,,,ABCDEFGH,x58-固态电池
86,彤程新材,封装-酚醛树脂,上海,,,,,,,,,ABCDEFGH,x58-固态电池
87,黑猫股份,封装-酚醛树脂,江西-景德镇,,,,,,,,,ABCDEFGH,x58-固态电池
88,泰和科技-300,封装-酚醛树脂,山东-枣庄,,,,,,,,,ABCDEFGH,x58-固态电池
89,沧州明珠,封装-其他,河北-沧州,,,,,,,,,ABCDEFGH,x58-固态电池
90,唯特偶,封装-其他,深圳,,,,,,,,,ABCDEFGH,x58-固态电池
91,宏工科技,设备-干法电极设备,广东-东莞,,,,,,,,,ABCDEFGH,x58-固态电池
92,先导智能,设备-干法电极设备,江苏-无锡,,,,,,,,,ABCDEFGH,x58-固态电池
93,曼恩斯特,设备-干法电极设备,广东-深圳,,,,,,,,,ABCDEFGH,x58-固态电池
94,利元亨-688,设备-干法电极设备,广东-惠州,,,,,,,,,ABCDEFGH,x58-固态电池
95,金银河,设备-干法电极设备,广东-佛山,,,,,,,,,ABCDEFGH,x58-固态电池
96,赢合科技,设备-辊压设备（gun）,深圳,,,,,,,,,ABCDEFGH,x58-固态电池
97,先导智能,设备-辊压设备（gun）,江苏-无锡,,,,,,,,,ABCDEFGH,x58-固态电池
98,海目星,设备-叠片设备,深圳,,,,,,,,,ABCDEFGH,x58-固态电池
99,利元亨-688,设备-叠片设备,广东-惠州,,,,,,,,,ABCDEFGH,x58-固态电池
100,杭可科技,设备-高压化成设备,杭州,,,,,,,,,ABCDEFGH,x58-固态电池
101,先惠技术,设备-其他,上海,,,,,,,,,ABCDEFGH,x58-固态电池
102,骄成超声,设备-其他,上海,,,,,,,,,ABCDEFGH,x58-固态电池
103,联赢激光,设备-其他,深圳,,,,,,,,,ABCDEFGH,x58-固态电池
104,信宇人,设备-其他,深圳,,,,,,,,,ABCDEFGH,x58-固态电池
105,赣锋锂业,产品-自建,江西-新余,,,,,,,,,ABCDEFGH,x58-固态电池
106,南都电源-300,产品-自建,浙江-杭州,,,,,,,,,ABCDEFGH,x58-固态电池
107,鹏辉能源-300,产品-自建,广东-广州,,,,,,,,,ABCDEFGH,x58-固态电池
108,国轩高科,产品-自建,安徽-合肥,,,,,,,,,ABCDEFGH,x58-固态电池
109,众源新材,产品-自建,安徽-芜湖,,,,,,,,,ABCDEFGH,x58-固态电池
110,上海洗霸,产品-自建,上海,,,,,,,,,ABCDEFGH,x58-固态电池
111,金龙羽,产品-自建,深圳,,,,,,,,,ABCDEFGH,x58-固态电池
112,红豆股份,产品-自建,江苏-无锡,,,,,,,,,ABCDEFGH,x58-固态电池
113,领湃科技-300,产品-自建,湖南-衡阳,,,,,,,,,ABCDEFGH,x58-固态电池
114,圣阳股份,产品-自建,山东-济宁,,,,,,,,,ABCDEFGH,x58-固态电池
115,华丰股份,产品-自建,山东-潍坊,,,,,,,,,ABCDEFGH,x58-固态电池
116,正业科技,产品-自建,广东-东莞,,,,,,,,,ABCDEFGH,x58-固态电池
117,上汽集团,产品-清陶,上海,清陶能源第一大机构投资者,清陶能源，一家做固态电池的企业，最近有点火。,2016年，清陶能源把总部搬到了江苏昆山。,,,,,,ABCDEFGH,x58-固态电池
118,翔丰华-300,产品-清陶,上海,与清陶能源签署战略合作协议，,,,,,,,,ABCDEFGH,x58-固态电池
119,三祥新材,产品-清陶,福建-宁德,,,,,,,,,ABCDEFGH,x58-固态电池
120,利元亨-688,产品-清陶,广东-惠州,,,,,,,,,ABCDEFGH,x58-固态电池
121,当升科技-300,产品-清陶,北京,,,,,,,,,ABCDEFGH,x58-固态电池
122,紫江企业,产品-清陶,上海,清陶固态电池铝塑膜供应商,,,,,,,,ABCDEFGH,x58-固态电池
123,科森科技,产品-清陶,江苏-苏州,与清陶成立合资公司开展固态电池合作,,,,,,,,ABCDEFGH,x58-固态电池
124,德新科技,产品-清陶,新疆-乌鲁木齐,,,,,,,,,ABCDEFGH,x58-固态电池
125,福能东方-300,产品-华为,佛山,供货华为少量锂电池生产设备,,,,,,,,ABCDEFGH,x58-固态电池
126,龙蟠科技,产品-华为,江苏-南京,子公司与华为共同申请发明专利,,,,,,,,ABCDEFGH,x58-固态电池
127,国轩高科,产品-安瓦新能源,安徽-合肥,参股安瓦新能源比例A股第1，,安瓦新能源科技有限公司正是该固态电池生产线的所属企业,,,,,,,ABCDEFGH,x58-固态电池
128,众源新材,产品-安瓦新能源,安徽-芜湖,参股安瓦新能源比例A股第2，,,,,,,,,ABCDEFGH,x58-固态电池
129,鲁信创投,产品-安瓦新能源,山东-淄博,参股安瓦新能源比例A股第3，,,,,,,,,ABCDEFGH,x58-固态电池
130,长安汽车,产品-太蓝,重庆,参与太蓝新能源融资,"重庆太蓝新能源有限公司（英文名Chongqing Tailan New Energy Co., Ltd）成立于2018年，公司总部位于北京市西城区北三环中路29号院茅台大厦，公司专注于新型固态锂电池及关键锂电材料的技术开发和产业",,,,,,,ABCDEFGH,x58-固态电池
131,紫建电子-300,产品-太蓝,重庆,全资子公司与太蓝签署战略合作协议,,,,,,,,ABCDEFGH,x58-固态电池
132,联泓新科,产品-卫蓝,山东-枣庄,与卫蓝合作成立子公司，开展关节功能材料研发,"
北京卫蓝新能源科技股份有限公司是一家专注于混合固液电解质锂离子电池与全固态锂电池研发与生产的国家高新技术企业，是中国科学院物理研究所固态电池技术唯一的产业化平台。公司于2016年08月11日成立，总部位于北京。",,,,,,,ABCDEFGH,x58-固态电池
133,容百科技-688,产品-卫蓝,浙江-宁波,与卫蓝新能源签署战略合作协议，围绕固态电池深度合作,,,,,,,,ABCDEFGH,x58-固态电池
134,普利特,产品-卫蓝,上海,与卫蓝新能源签署战略合作协议，围绕固态电池深度合作,,,,,,,,ABCDEFGH,x58-固态电池
135,蓝海华腾,产品-高能时代,广东-深圳,,高能时代(珠海)新能源科技有限公司于2021年07月15日成立。法定代表人罗明，公司经营范围包括：一般经营项目是：电池销售；电子专用材料销售,,,,,,,ABCDEFGH,x58-固态电池
136,蠡湖股份-300,产品-高能时代,江苏-无锡,,,,,,,,,ABCDEFGH,x58-固态电池
