序号,题干,选项A,选项B,选项C,选项D,选项E,选项F,选项G,选项H,解析,分数,答案,标签
29,万润科技,存储-其他,深圳,公司半导体产品，依托长江存储核心技术,,,,,,,,ABCDEFGH,x24-芯片大全
30,朗科科技-300,存储-其他,深圳,公司是全球闪存盘的发明者，拥有深厚的研发实力和多项专利,,,,,,,,ABCDEFGH,x24-芯片大全
31,同有科技-300,存储-其他,北京-海淀,公司产品主要为企业级存储系统和军工级固态存储,,,,,,,,ABCDEFGH,x24-芯片大全
32,联芸科技-688,存储-其他,浙江-杭州,SSD主控芯片出货量全球第二，中国大陆第一,,,,,,,,ABCDEFGH,x24-芯片大全
33,必易微-688,驱动-电机驱动芯片,深圳,电机驱动芯片营收第1,,,,,,,,ABCDEFGH,x24-芯片大全
34,晶丰明源-688,驱动-电机驱动芯片,上海-浦东新区,电机驱动芯片营收第2,,,,,,,,ABCDEFGH,x24-芯片大全
35,峰岹科技-688,驱动-电机驱动芯片,深圳,电机驱动芯片营收第3,,,,,,,,ABCDEFGH,x24-芯片大全
36,晶丰明源-688,驱动-LED驱动芯片,上海-浦东新区,电机驱动芯片营收第4,,,,,,,,ABCDEFGH,x24-芯片大全
37,美芯晟-688,驱动-LED驱动芯片,北京-海淀,电机驱动芯片营收第5,,,,,,,,ABCDEFGH,x24-芯片大全
38,富满微-300,驱动-LED驱动芯片,深圳,电机驱动芯片营收第6,,,,,,,,ABCDEFGH,x24-芯片大全
39,格科微-688,驱动-显示驱动芯片,上海,显示驱动芯片营收第1,,,,,,,,ABCDEFGH,x24-芯片大全
40,汇成股份-688,驱动-显示驱动芯片,安徽-合肥,显示驱动芯片营收第2,,,,,,,,ABCDEFGH,x24-芯片大全
41,天德钰-688,驱动-显示驱动芯片,深圳,显示驱动芯片营收第3,,,,,,,,ABCDEFGH,x24-芯片大全
42,新相微-688,驱动-显示驱动芯片,上海-徐汇,显示驱动芯片营收第4,,,,,,,,ABCDEFGH,x24-芯片大全
43,明微电子-688,驱动-显示驱动芯片,深圳,显示驱动芯片营收第5,,,,,,,,ABCDEFGH,x24-芯片大全
44,龙迅股份-688,驱动-显示驱动芯片,安徽-合肥,高清视频桥接及处理芯片相关营收3亿,,,,,,,,ABCDEFGH,x24-芯片大全
45,韦尔股份,感知-图像感光芯片,上海-浦东新区,图像传感器市占率全球第三，,,,,,,,,ABCDEFGH,x24-芯片大全
46,格科微-688,感知-图像感光芯片,上海,图上传感器市占率全球第五,,,,,,,,ABCDEFGH,x24-芯片大全
47,斯特威-688,感知-图像感光芯片,上海,图像传感器营收占比100%，28亿,,,,,,,,ABCDEFGH,x24-芯片大全
48,国科微,感知-视频监控芯片,湖南-长沙,安防视频监控芯片排名第一，25亿,,,,,,,,ABCDEFGH,x24-芯片大全
49,富瀚微-300,感知-视频监控芯片,上海-徐汇,安防视频监控芯片排名第二，12亿,,,,,,,,ABCDEFGH,x24-芯片大全
50,芯动联科-688,感知-惯性传感器芯片,安徽-蚌埠,技术水平第一，高性能MEMS传感器技术达到国际先进水平,,,,,,,,ABCDEFGH,x24-芯片大全
51,敏芯股份-688,感知-惯性传感器芯片,江苏-苏州,品类数量第一，国内唯一掌握多品类MEMS芯片设计和制造工艺能力的公司,,,,,,,,ABCDEFGH,x24-芯片大全
52,星网宇达,感知-惯性传感器芯片,北京-通州,高性能MEMS，光纤惯性系统,,,,,,,,ABCDEFGH,x24-芯片大全
53,睿创微纳-688,感知-惯性传感器芯片,山东-烟台,高性能MEMS红外线器件,,,,,,,,ABCDEFGH,x24-芯片大全
54,汇顶科技,感知-指纹芯片,深圳,屏下指纹芯片市占率全球第一，57%,,,,,,,,ABCDEFGH,x24-芯片大全
55,晶华微-688,红外测温,浙江-杭州,红外测温信号处理芯片,,,,,,,,ABCDEFGH,x24-芯片大全
56,瑞芯微,连接-物联网,福建-福州,物联网AIOT系统级（soc)芯片排名第一,,,,,,,,ABCDEFGH,x24-芯片大全
57,全志科技-300,连接-物联网,广东-珠海,物联网AIOT系统级（soc)芯片排名第二,,,,,,,,ABCDEFGH,x24-芯片大全
58,乐鑫科技-688,连接-物联网,上海-浦东新区,物联网WIFI MCU SOC 通信芯片及其模组,,,,,,,,ABCDEFGH,x24-芯片大全
59,翱捷科技-688,连接-物联网,上海-浦东新区,公司的5G蜂窝物联网芯片已经进入量产阶段,,,,,,,,ABCDEFGH,x24-芯片大全
60,盛科通信-688,连接-以太网,江苏-苏州,以太网交换芯片市占率A股第一,,,,,,,,ABCDEFGH,x24-芯片大全
61,康希通信-688,连接-以太网,上海-浦东新区,以太网芯片业务占比91%，3.8亿,,,,,,,,ABCDEFGH,x24-芯片大全
62,裕太微-688,连接-以太网,江苏-苏州,公司以太网物理层芯片营收0.8亿,,,,,,,,ABCDEFGH,x24-芯片大全
63,乐鑫科技-688,连接-WIFI,上海-浦东新区,WIFI SOC芯片市占率A股第一,,,,,,,,ABCDEFGH,x24-芯片大全
64,博通集成,连接-WIFI,上海-浦东新区,WIFI SOC芯片市占率A股第二,,,,,,,,ABCDEFGH,x24-芯片大全
65,恒玄科技-688,连接-蓝牙音箱,上海-浦东新区,蓝牙音频芯片第一，主要产品包括普通蓝牙音频、智能蓝牙音频，TYPE-C音频芯片,,,,,,,,ABCDEFGH,x24-芯片大全
66,炬芯科技-688,连接-蓝牙音箱,广东-珠海,"蓝牙音频芯片第二，已进入荣耀realime，传音、JBL,倍思，百度，TOZO，Noise,黑鲨等终端耳机品牌供应量",,,,,,,,ABCDEFGH,x24-芯片大全
67,博通集成,连接-蓝牙音箱,上海,蓝牙音频芯片第三，,,,,,,,,ABCDEFGH,x24-芯片大全
68,仕佳光子-688,连接-光通信芯片,河南-鹤壁,公司光通信芯片营收A股第一，3亿,,,,,,,,ABCDEFGH,x24-芯片大全
69,源杰科技-688,连接-光通信芯片,陕西-咸阳,公司光通信芯片营收A股第二，1.37亿,,,,,,,,ABCDEFGH,x24-芯片大全
70,长光华芯-688,连接-光通信芯片,江苏-苏州,公司产品包括高速光通芯片；高功率半导体激光芯片市占率第一,,,,,,,,ABCDEFGH,x24-芯片大全
71,永鼎股份,连接-光通信芯片,江苏-苏州,公司10G ，光芯片已实现量产,,,,,,,,ABCDEFGH,x24-芯片大全
72,卓胜微-300,连接-5G射频芯片,江苏-无锡,公司手机射频前端芯片市占率全球第六,,,,,,,,ABCDEFGH,x24-芯片大全
73,唯捷创芯-688,连接-5G射频芯片,天津-滨海新区,5G-PAMF市占率国内第一,,,,,,,,ABCDEFGH,x24-芯片大全
74,慧智微-688,连接-5G射频芯片,广州,6G-PAMF市占率国内第二,,,,,,,,ABCDEFGH,x24-芯片大全
75,富满微-300,连接-5G射频芯片,深圳,公司产品包括5G射频芯片,,,,,,,,ABCDEFGH,x24-芯片大全
76,思瑞浦-688,连接-5G射频芯片,江苏-苏州,公司信号连接类模拟芯片营收8亿,,,,,,,,ABCDEFGH,x24-芯片大全
77,电科芯片,连接-6G射频芯片,重庆-璧山区,公司5G通信用小信号射频芯片已经实现量产,,,,,,,,ABCDEFGH,x24-芯片大全
78,锐新科技-300,连接-7G射频芯片,上海-徐汇,公司产品包括射频和功率放大芯片,,,,,,,,ABCDEFGH,x24-芯片大全
79,经纬辉开-300,连接-8G射频芯片,天津-津南区,公司参股诺思 是国内唯一一家拥有Fab 的BAW滤波器供应张,,,,,,,,ABCDEFGH,x24-芯片大全
80,斯达半导,电源管理-IGBT,浙江-嘉兴,国产车用IGBT市占率A股第一，22%,,,,,,,,ABCDEFGH,x24-芯片大全
81,时代电气-688,电源管理-IGBT,湖南-株洲,国产车用IGBT市占率 A股第2,,,,,,,,ABCDEFGH,x24-芯片大全
82,士兰微,电源管理-IGBT,浙江-杭州,国产车用IGBT市占率 A股第3,,,,,,,,ABCDEFGH,x24-芯片大全
83,新洁能,电源管理-IGBT,江苏-无锡,IGBT营收占比5%， 中国半导体十强,,,,,,,,ABCDEFGH,x24-芯片大全
84,华润微-688,电源管理-IGBT,江苏-无锡,IGBT 通过6英寸平台产品技术升级,,,,,,,,ABCDEFGH,x24-芯片大全
85,东微半导-688,电源管理-IGBT,江苏-苏州,TGBT产品室采用了自主创新的Tri-gate接头的IGBT产品。公司TGBT产品在光伏逆变器、储能、充电桩、电机驱动等领域获得客户的批量应用,,,,,,,,ABCDEFGH,x24-芯片大全
86,扬杰科技-300,电源管理-IGBT,江苏-扬州,IGBT2022 年上半年销售收入同比增长超过200%,,,,,,,,ABCDEFGH,x24-芯片大全
87,宏微科技-688,电源管理-IGBT,江苏-常州,IGBT系列产品国内市占率1.81%,,,,,,,,ABCDEFGH,x24-芯片大全
88,华润微-688,电源管理-MOSFET,江苏-无锡,MOSFET市占率A股第1,,,,,,,,ABCDEFGH,x24-芯片大全
89,闻泰科技,电源管理-MOSFET,湖北-黄石,MOSFET市占率A股第2,,,,,,,,ABCDEFGH,x24-芯片大全
90,士兰微,电源管理-MOSFET,浙江-杭州,MOSFET市占率A股第3,,,,,,,,ABCDEFGH,x24-芯片大全
91,新洁能,电源管理-MOSFET,江苏-无锡,领先的半导体MOSFET产品系列最全,,,,,,,,ABCDEFGH,x24-芯片大全
92,立昂微,电源管理-MOSFET,浙江-杭州,半导体功率器件业务主要产品6英寸MOSFET芯片,,,,,,,,ABCDEFGH,x24-芯片大全
93,上海贝岭,电源管理-MOSFET,上海-徐汇区,产品包括屏蔽删功率MOSTET,,,,,,,,ABCDEFGH,x24-芯片大全
94,东微半导-688,电源管理-MOSFET,江苏-苏州,全球高压MOSFET市占率搞大8.6%,,,,,,,,ABCDEFGH,x24-芯片大全
95,锴威特-688,电源管理-MOSFET,江苏-苏州,产品已MOSFET为主，是国内为数不多的650V-1700v 设计能力的企业之一,,,,,,,,ABCDEFGH,x24-芯片大全
96,芯联集成-688,电源管理-MOSFET,浙江-绍兴,"产品已MOSFET为主，凭借CSP，SGT,SJ等技术应用在电池管理，功率电源等市场",,,,,,,,ABCDEFGH,x24-芯片大全
97,圣邦股份-300,电源管理芯片,北京-海淀,电源管理芯片营收A股第1,,,,,,,,ABCDEFGH,x24-芯片大全
98,杰华特-688,电源管理芯片,浙江-杭州,电源管理芯片营收A股第2,,,,,,,,ABCDEFGH,x24-芯片大全
99,晶丰明源-688,电源管理芯片,上海,电源管理芯片营收A股第3,,,,,,,,ABCDEFGH,x24-芯片大全
100,英集芯-688,电源管理芯片,深圳,电源管理芯片营收A股第4,,,,,,,,ABCDEFGH,x24-芯片大全
101,南芯科技-688,电源管理芯片,上海,电源管理芯片营收A股第5,,,,,,,,ABCDEFGH,x24-芯片大全
102,富满微-300,电源管理芯片,深圳,电源管理芯片营收A股第6,,,,,,,,ABCDEFGH,x24-芯片大全
103,雅创电子,电源管理芯片,上海,电源管理芯片营收A股第7,,,,,,,,ABCDEFGH,x24-芯片大全
104,希荻微-688,电源管理芯片,广东-佛山,电源管理芯片营收A股第8,,,,,,,,ABCDEFGH,x24-芯片大全
105,新雷能-300,电源管理芯片,北京-昌平,公司产品包括特种电源管理芯片,,,,,,,,ABCDEFGH,x24-芯片大全
106,赛微微电-688,电源管理芯片,东莞,公司产品包括电池安全昔年、电池计量芯片和充电管理芯片,,,,,,,,ABCDEFGH,x24-芯片大全
107,帝奥微-688,电源管理芯片,江苏-南通,公司产品包括电源管理芯片,,,,,,,,ABCDEFGH,x24-芯片大全
108,国民技术-300,加密功能,深圳,可信芯片市占率国内第一，国内商业市占率已超过85%,,,,,,,,ABCDEFGH,x24-芯片大全
109,兆日科技-300,加密功能,深圳,公司密码芯片专用与电子支付密码器系统,,,,,,,,ABCDEFGH,x24-芯片大全
110,三安光电,LED芯片,湖北-荆州,LED芯片产能市占率A股第1,,,,,,,,ABCDEFGH,x24-芯片大全
111,华灿光电-300,LED芯片,湖北-武汉,LED芯片产能市占率A股第2,,,,,,,,ABCDEFGH,x24-芯片大全
112,兆驰股份,LED芯片,深圳,LED芯片产能市占率A股第3,,,,,,,,ABCDEFGH,x24-芯片大全
113,乾照光电-300,LED芯片,福建-厦门,LED芯片产能市占率A股第4,,,,,,,,ABCDEFGH,x24-芯片大全
114,蔚蓝锂芯,LED芯片,江苏-苏州,LED芯片产能市占率A股第5,,,,,,,,ABCDEFGH,x24-芯片大全
115,聚灿光电-300,LED芯片,江苏-苏州,LED芯片产能市占率A股第6,,,,,,,,ABCDEFGH,x24-芯片大全
